Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	299	184	99	16	2	2792816	2474896	1881649	582982	105850	299	53618	2792816	2867216	63.14	63.05	14136	13941	4598	3965	17661.8	17203.5	60	62	193	208	7	6	66456	36	1	1	0	0 + 9 part	7276	98.021	1.002	74.12	90.57	8.36	53618	2775759	14136	13654	4337	3630	17501.4	17047.2	60	63	197	213
spades-short-only_broken	394	205	87	9	0	2774663	2262815	1441447	279400	0	394	36685	2774663	2867216	63.12	63.05	10680	10010	3339	2663	12526.0	12121.7	82	87	262	290	6	5	41149	36	0	0	0	0 + 9 part	6251	97.392	1.002	0.00	89.31	3.84	36674	2757944	10537	9934	3155	2558	12409.7	12009.1	83	87	268	297
spades-illumina-ont	99	81	64	40	19	2828393	2784863	2671396	2262909	1580039	99	148467	2828393	2867216	63.09	63.05	58901	58901	14801	13537	61222.5	60393.5	17	17	54	57	14	8	520511	45	0	1	0	0 + 13 part	15916	99.038	1.003	12.27	122.40	24.66	144868	2806376	55446	55446	12373	11112	58900.9	58103.4	17	17	59	62
spades-illumina-ont_broken	108	87	69	42	17	2827814	2775347	2655504	2189873	1355108	108	148467	2827814	2867216	63.09	63.05	41620	41620	14160	12448	55302.5	54542.6	19	19	60	63	13	8	498747	45	0	0	0	0 + 13 part	14366	99.027	1.003	0.00	122.37	24.45	144868	2806242	40527	40429	11682	11075	53262.5	52530.5	19	20	65	68
spades-illumina-hifi	93	77	59	38	19	2842306	2805656	2683173	2332176	1699372	93	241804	2842306	2867216	63.08	63.05	60112	60112	14176	14167	76261.8	75599.2	15	15	50	51	14	8	537180	46	0	0	0	0 + 17 part	25515	99.033	1.004	8.09	120.81	6.26	241774	2810957	56617	56617	12392	11682	72380.8	71752.0	15	15	56	58
spades-illumina-hifi_broken	97	80	61	37	20	2841844	2803390	2675207	2273392	1693562	97	241804	2841844	2867216	63.08	63.05	58048	56617	14167	13486	73621.8	72970.3	15	16	52	54	13	8	535034	46	0	0	0	0 + 17 part	24334	99.032	1.004	0.00	120.81	6.19	241774	2810935	55075	53622	12374	11251	69832.5	69214.5	16	17	58	60
flye-ont	35	35	33	26	21	2783875	2783875	2764612	2626573	2449860	35	315420	2783875	2867216	63.05	63.05	141931	127141	36637	35105	142693.2	138545.6	7	8	23	25	16	4	540614	42	0	0	1	0 + 25 part	203555	90.800	1.005	0.00	609.40	1460.69	226103	2579744	126163	126163	11677	-	107586.6	104459.3	9	9	35	-
flye-ont-polypolish-default	38	38	34	26	21	2815738	2815738	2779325	2624295	2447696	38	315073	2815738	2867216	63.05	63.05	127042	127042	35622	35047	140971.1	138440.1	8	8	24	25	16	4	540119	49	0	0	0	0 + 24 part	113055	94.931	1.007	0.00	453.41	884.27	225949	2701545	125976	125976	17495	15755	112309.2	110292.8	9	9	31	34
flye-ont-polypolish-careful	37	37	34	26	21	2806976	2806976	2779422	2624393	2447783	37	315070	2806976	2867216	63.03	63.05	141735	127055	36590	35044	141390.6	138420.0	7	8	23	25	16	4	540142	48	0	0	0	0 + 23 part	114942	94.587	1.007	0.00	454.16	891.93	225950	2690896	125984	125984	17496	15753	112640.3	110273.7	9	9	31	34
flye-hifi	2	2	2	2	2	2925160	2925160	2925160	2925160	2925160	2	1620626	2925160	2867216	62.86	63.05	1620626	1620626	1304534	1304534	1479658.4	1509561.0	1	1	2	2	25	2	2925160	53	0	0	0	0 + 2 part	29683	99.711	1.027	0.00	87.69	3.66	1288836	2895465	549066	549066	137710	137710	765786.1	781262.0	2	2	5	5
