Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	190	130	76	16	0	1990612	1813247	1415167	483575	0	190	37325	1990612	2009313	57.16	57.15	15038	14858	5286	5078	17140.4	16980.9	42	43	126	130	6	6	89662	1	0	0	0	0 + 0 part	0	98.796	1.002	56.82	66.29	7.24	37325	1989737	14430	14351	5098	4811	16866.8	16709.8	43	44	130	133
spades-short-only_broken	251	146	67	7	0	1974517	1656619	1100607	218550	0	251	37325	1974517	2009313	57.14	57.15	10881	10693	4226	3858	13257.4	13027.8	57	58	173	181	6	6	72453	0	0	0	0	0 + 0 part	0	97.968	1.002	0.00	63.76	2.43	37325	1973078	10474	10448	4075	3747	13054.1	12828.0	58	59	177	185
spades-illumina-ont	62	56	46	32	10	2012247	1995911	1920560	1655899	870754	62	182044	2012247	2009313	57.18	57.15	43262	43262	21060	21060	61073.5	61162.7	13	13	39	39	6	6	386593	0	0	0	0	0 + 0 part	0	99.825	1.003	3.88	75.67	17.75	177969	2011368	42119	42119	15002	16367	58629.6	58715.2	14	14	43	42
spades-illumina-ont_broken	65	59	47	33	10	2011891	1995843	1905765	1641104	832327	65	182044	2011891	2009313	57.18	57.15	42119	42119	20498	20498	58377.3	58452.2	14	14	41	41	6	6	386593	0	0	0	0	0 + 0 part	0	99.812	1.003	0.00	75.58	17.55	177969	2011012	41569	41569	15002	15002	55938.9	56010.7	15	15	44	44
spades-illumina-hifi	89	76	60	34	6	2072494	2035427	1919063	1475642	426490	89	102506	2072494	2009313	57.01	57.15	38117	38461	12901	13923	39339.1	40576.1	20	19	56	52	9	8	333967	1	0	0	0	0 + 21 part	59799	99.627	1.004	6.47	107.87	3.98	102506	2009865	31983	32448	8144	10958	34736.6	35828.8	23	22	66	60
spades-illumina-hifi_broken	95	81	60	33	6	2070556	2030183	1877476	1414095	421272	95	102506	2070556	2009313	57.00	57.15	33535	35377	11794	13237	37969.1	39126.4	21	20	59	55	9	8	320206	1	0	0	0	0 + 21 part	59799	99.541	1.004	0.00	107.38	3.34	102506	2007878	30411	31046	8054	9358	33592.5	34616.4	23	22	70	64
flye-ont	24	24	23	21	16	2023522	2023522	2017171	1984258	1793461	24	226151	2023522	2009313	57.33	57.15	118845	118845	43441	43441	116552.6	117376.8	7	7	17	17	1	1	115545	0	0	0	0	0 + 4 part	22110	98.290	1.013	0.00	576.46	1606.72	225994	2000658	117064	118843	42422	42422	111569.1	112358.1	8	7	18	18
flye-ont-polypolish-default	24	24	23	21	16	2022704	2022704	2016361	1983506	1792845	24	226138	2022704	2009313	57.29	57.15	118768	118768	43472	43472	116524.9	117301.5	7	7	17	17	1	1	115473	0	0	0	0	0 + 3 part	21260	98.341	1.013	0.00	386.97	936.83	225981	2000684	116990	118766	42425	42425	111592.7	112336.4	8	7	18	18
flye-ont-polypolish-careful	24	24	23	21	16	2022725	2022725	2016382	1983531	1792866	24	226134	2022725	2009313	57.29	57.15	118766	118766	43474	43474	116525.7	117303.5	7	7	17	17	1	1	115474	0	0	0	0	0 + 3 part	21259	98.341	1.013	0.00	390.46	948.02	225977	2000706	116994	118764	42424	42424	111593.5	112338.4	8	7	18	18
flye-hifi	1	1	1	1	1	2010005	2010005	2010005	2010005	2010005	1	2010005	2010005	2009313	57.15	57.15	2010005	2010005	2010005	2010005	2010005.0	2010697.2	1	1	1	1	1	1	2010005	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	2.29	3.18	1734081	2010005	1734081	1734081	275924	275924	1533912.1	1534440.4	1	1	2	2
