Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	59	38	34	28	17	2711800	2658397	2632033	2519902	2107936	59	246847	2711800	2774417	59.77	59.76	115749	115749	31089	28609	127669.0	124787.6	8	8	26	28	1	1	220441	0	0	1	0	0 + 0 part	0	97.533	1.002	3.69	13.02	2.07	246847	2711676	115749	115749	31089	28609	122094.3	119338.7	8	8	27	29
spades-short-only_broken	60	39	33	28	17	2711700	2658297	2618162	2519902	2107936	60	246847	2711700	2774417	59.77	59.76	115749	115749	31089	28609	127639.7	124754.3	8	8	26	28	1	1	220441	0	0	0	0	0 + 0 part	0	97.536	1.002	0.00	13.02	2.07	246847	2711676	115749	115749	31089	28609	122065.8	119306.5	8	8	27	29
spades-illumina-ont	20	16	14	13	10	2751742	2745252	2729734	2705826	2617022	20	582989	2751742	2774417	59.75	59.76	407534	407534	119755	77284	346215.0	343385.5	3	3	8	9	1	1	434031	0	0	4	0	0 + 0 part	0	98.886	1.001	204.45	22.25	3.90	582989	2746188	247910	247910	119755	77284	311237.8	308694.1	4	4	9	10
spades-illumina-ont_broken	28	21	17	16	12	2746116	2731172	2701346	2677438	2550884	28	582989	2746116	2774417	59.75	59.76	247910	247910	77284	77284	284200.9	281301.8	4	4	11	11	1	1	221397	0	0	0	0	0 + 0 part	0	98.885	1.001	0.00	22.25	3.79	582989	2746110	247910	247910	51031	51031	278667.3	275824.7	4	4	12	12
spades-illumina-hifi	17	14	14	14	10	2748071	2739476	2739476	2739476	2623194	17	580891	2748071	2774417	59.77	59.76	407534	407534	110888	77284	345995.0	342709.5	3	3	8	9	1	1	434736	0	0	2	0	0 + 0 part	0	99.033	1.000	13.65	21.87	3.13	580891	2747690	250120	250120	110607	77284	311572.0	308613.3	4	4	9	10
spades-illumina-hifi_broken	19	16	16	15	10	2747696	2739101	2739101	2716479	2554244	19	580891	2747696	2774417	59.77	59.76	407534	407534	67126	64660	341175.1	337889.2	3	3	9	10	1	1	434736	0	0	0	0	0 + 0 part	0	99.033	1.000	0.00	21.87	3.13	580891	2747690	250120	250120	67126	64654	306783.2	303828.5	4	4	10	11
flye-ont	2	2	2	2	2	2777769	2777769	2777769	2777769	2777769	2	2383397	2777769	2774417	59.86	59.76	2383397	2383397	394372	394372	2101006.4	2103544.8	1	1	2	2	1	1	2383397	0	0	0	0	0 + 0 part	0	100.000	1.001	0.00	39.20	363.93	1351981	2777769	1031416	1031416	394372	394372	1096995.8	1098321.1	2	2	3	3
flye-ont-polypolish-default	2	2	2	2	2	2786546	2786546	2786546	2786546	2786546	2	2390966	2786546	2774417	59.80	59.76	2390966	2390966	395580	395580	2107699.6	2116913.9	1	1	2	2	1	1	2390966	0	0	0	0	0 + 0 part	0	100.000	1.004	0.00	7.36	19.34	1356359	2786546	1034607	1034607	395580	395580	1100504.0	1105315.1	2	2	3	3
flye-ont-polypolish-careful	2	2	2	2	2	2786172	2786172	2786172	2786172	2786172	2	2390641	2786172	2774417	59.80	59.76	2390641	2390641	395531	395531	2107410.9	2116339.8	1	1	2	2	1	1	2390641	0	0	0	0	0 + 0 part	0	100.000	1.004	0.00	9.51	38.01	1356186	2786172	1034455	1034455	395531	395531	1100356.5	1105018.6	2	2	3	3
flye-hifi	1	1	1	1	1	2774457	2774457	2774457	2774457	2774457	1	2774457	2774457	2774417	59.76	59.76	2774457	2774457	2774457	2774457	2774457.0	2774497.0	1	1	1	1	1	1	2774457	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.04	1.44	2552675	2774457	2552675	2552675	2552675	2552675	2366350.2	2366384.3	1	1	1	1
