Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	6	5	5	5	5	4635505	4634492	4634492	4634492	4634492	6	1630363	4635505	4636964	64.27	64.27	1599795	1599795	494517	494517	1268929.9	1268530.6	2	2	4	4	1	1	510907	0	0	0	0	0 + 0 part	0	99.957	1.000	0.00	0.35	0.13	1630363	4635505	1599795	1599795	374538	374538	1246893.3	1246501.0	2	2	5	5
spades-short-only_broken	6	5	5	5	5	4635505	4634492	4634492	4634492	4634492	6	1630363	4635505	4636964	64.27	64.27	1599795	1599795	494517	494517	1268929.9	1268530.6	2	2	4	4	1	1	510907	0	0	0	0	0 + 0 part	0	99.957	1.000	0.00	0.35	0.13	1630363	4635505	1599795	1599795	374538	374538	1246893.3	1246501.0	2	2	5	5
spades-illumina-ont	1	1	1	1	1	4637260	4637260	4637260	4637260	4637260	1	4637260	4637260	4636964	64.27	64.27	4637260	4637260	4637260	4637260	4637260.0	4637556.0	1	1	1	1	1	1	4637260	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.35	0.13	3147103	4637260	3147103	3147103	1490157	1490157	2614652.9	2614819.8	1	1	2	2
spades-illumina-ont_broken	1	1	1	1	1	4637260	4637260	4637260	4637260	4637260	1	4637260	4637260	4636964	64.27	64.27	4637260	4637260	4637260	4637260	4637260.0	4637556.0	1	1	1	1	1	1	4637260	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.35	0.13	3147103	4637260	3147103	3147103	1490157	1490157	2614652.9	2614819.8	1	1	2	2
spades-illumina-hifi	1	1	1	1	1	4637269	4637269	4637269	4637269	4637269	1	4637269	4637269	4636964	64.27	64.27	4637269	4637269	4637269	4637269	4637269.0	4637574.0	1	1	1	1	1	1	4637269	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.35	0.11	3147103	4637269	3147103	3147103	1490166	1490166	2614653.6	2614825.6	1	1	2	2
spades-illumina-hifi_broken	1	1	1	1	1	4637269	4637269	4637269	4637269	4637269	1	4637269	4637269	4636964	64.27	64.27	4637269	4637269	4637269	4637269	4637269.0	4637574.0	1	1	1	1	1	1	4637269	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.35	0.11	3147103	4637269	3147103	3147103	1490166	1490166	2614653.6	2614825.6	1	1	2	2
flye-ont	1	1	1	1	1	4632881	4632881	4632881	4632881	4632881	1	4632881	4632881	4636964	64.23	64.27	4632881	4632881	4632881	4632881	4632881.0	4628801.6	1	1	1	1	1	1	4632881	0	0	0	0	0 + 0 part	0	100.000	0.999	0.00	16.71	152.35	4357351	4632881	4357351	4357351	4357351	4357351	4114594.0	4110971.0	1	1	1	1
flye-ont-polypolish-default	1	1	1	1	1	4637139	4637139	4637139	4637139	4637139	1	4637139	4637139	4636964	64.27	64.27	4637139	4637139	4637139	4637139	4637139.0	4637314.0	1	1	1	1	1	1	4637139	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.32	0.39	4361376	4637139	4361376	4361376	4361376	4361376	4118411.3	4118566.8	1	1	1	1
flye-ont-polypolish-careful	1	1	1	1	1	4637113	4637113	4637113	4637113	4637113	1	4637113	4637113	4636964	64.27	64.27	4637113	4637113	4637113	4637113	4637113.0	4637262.0	1	1	1	1	1	1	4637113	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.32	0.91	4361350	4637113	4361350	4361350	4361350	4361350	4118385.5	4118517.9	1	1	1	1
flye-hifi	1	1	1	1	1	4637184	4637184	4637184	4637184	4637184	1	4637184	4637184	4636964	64.27	64.27	4637184	4637184	4637184	4637184	4637184.0	4637404.0	1	1	1	1	1	1	4637184	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.32	0.13	2972139	4637184	2972139	2972139	1665045	1665045	2502808.8	2502927.6	1	1	2	2
