Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	93	71	60	41	14	2704187	2657405	2568148	2251097	1238485	93	196180	2704187	2812094	50.69	50.72	46406	45832	15987	12616	67800.6	65198.9	17	18	50	57	3	2	252339	0	1	0	0	0 + 0 part	0	96.055	1.001	3.70	3.33	0.81	160786	2703818	45832	45704	15746	12452	63258.2	60830.8	18	19	52	59
spades-short-only_broken	94	71	60	41	14	2704087	2655609	2566352	2251097	1238485	94	196180	2704087	2812094	50.69	50.72	46406	45832	15987	12616	67784.6	65181.1	17	18	50	57	3	2	252339	0	0	0	0	0 + 0 part	0	96.049	1.001	0.00	3.33	0.81	160786	2703818	45832	45704	15746	12452	63243.2	60814.2	18	19	52	59
spades-illumina-ont	8	7	6	6	5	2789483	2788078	2780294	2780294	2740694	8	1424844	2789483	2812094	50.71	50.72	1424844	1424844	294513	294513	906776.0	899484.9	1	1	4	4	10	4	2425523	0	1	3	0	0 + 0 part	0	98.946	1.001	103.60	18.34	1.36	845223	2786183	315171	315171	167542	167542	457424.7	453746.8	3	3	7	7
spades-illumina-ont_broken	13	10	9	8	7	2786593	2779342	2771558	2747141	2707541	13	830841	2786593	2812094	50.71	50.72	354606	354606	206244	176704	487496.0	483075.3	3	3	6	7	10	5	2186126	0	0	0	0	0 + 0 part	0	98.946	1.001	0.00	18.34	1.33	638979	2786173	266271	266271	167542	63008	316699.7	313827.8	4	4	9	10
spades-illumina-hifi	5	4	3	3	3	2793691	2792286	2784502	2784502	2784502	5	2272957	2793691	2812094	50.72	50.72	2272957	2272957	294513	294513	1897216.6	1884800.8	1	1	2	2	13	3	2784502	0	1	2	0	0 + 0 part	0	99.069	1.000	81.58	18.76	1.36	824191	2787173	318181	318181	167542	167542	445287.6	442373.6	3	3	7	7
spades-illumina-hifi_broken	11	8	7	6	5	2791412	2785130	2777346	2752929	2706522	11	1018648	2791412	2812094	50.72	50.72	836487	836487	217032	217032	712726.9	707485.1	2	2	5	5	12	5	2706522	0	0	0	0	0 + 0 part	0	99.069	1.001	0.00	18.76	1.29	824191	2788465	293175	293175	61696	46407	393124.2	390232.9	3	3	9	10
flye-ont	2	2	2	2	2	2792785	2792785	2792785	2792785	2792785	2	2046896	2792785	2812094	50.80	50.72	2046896	2046896	745889	745889	1699426.8	1687757.8	1	1	2	2	12	2	2792785	1	0	0	0	0 + 0 part	0	99.125	1.001	0.00	20.74	239.76	600361	2791157	405503	405503	220924	220924	392387.8	389693.5	3	3	7	7
flye-ont-polypolish-default	2	2	2	2	2	2799736	2799736	2799736	2799736	2799736	2	2051934	2799736	2812094	50.76	50.72	2051934	2051934	747802	747802	1703603.8	1696117.2	1	1	2	2	12	2	2799736	1	0	0	0	0 + 0 part	0	99.126	1.004	0.00	11.79	3.68	601784	2798094	406540	406540	221544	221544	393356.0	391627.3	3	3	7	7
flye-ont-polypolish-careful	2	2	2	2	2	2799545	2799545	2799545	2799545	2799545	2	2051814	2799545	2812094	50.76	50.72	2051814	2051814	747731	747731	1703506.2	1695904.3	1	1	2	2	12	2	2799545	1	0	0	0	0 + 0 part	0	99.126	1.004	0.00	12.62	11.94	601732	2797905	406488	406488	221531	221531	393329.1	391573.9	3	3	7	7
flye-hifi	3	2	2	2	2	2806453	2803990	2803990	2803990	2803990	3	2625891	2806453	2812094	50.77	50.72	2625891	2625891	2625891	2625891	2468250.4	2463299.2	1	1	1	1	16	3	2806453	1	0	0	0	0 + 0 part	0	99.127	1.006	0.00	11.95	1.11	601806	2804436	293174	293174	167538	167538	322662.8	322015.6	4	4	9	9
