Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	9	7	7	6	5	1734355	1727088	1727088	1712496	1669491	9	659895	1734355	1738505	41.88	41.88	515811	515811	136697	136697	453233.9	452152.0	2	2	5	5	2	1	659895	0	0	0	0	0 + 0 part	0	99.724	1.000	5.77	18.05	1.33	515557	1734101	489181	489181	136697	136697	351592.4	350753.1	2	2	6	6
spades-short-only_broken	10	8	8	7	6	1734255	1726988	1726988	1712396	1669391	10	532270	1734255	1738505	41.88	41.88	515811	515811	127525	127525	374905.1	373988.6	2	2	6	6	2	2	659795	0	0	0	0	0 + 0 part	0	99.722	1.000	0.00	18.05	1.27	515557	1734001	394134	394134	94947	94947	308400.2	307646.3	2	2	7	7
spades-illumina-ont	2	1	1	1	1	1737387	1733536	1733536	1733536	1733536	2	1733536	1737387	1738505	41.88	41.88	1733536	1733536	1733536	1733536	1729702.1	1728589.7	1	1	1	1	2	1	1733536	0	0	0	0	0 + 0 part	0	99.906	1.000	2.59	19.69	1.61	669616	1737133	574633	574633	489033	489033	585797.4	585420.7	2	2	3	3
spades-illumina-ont_broken	4	3	3	3	3	1737342	1733491	1733491	1733491	1733491	4	1064004	1737342	1738505	41.88	41.88	1064004	1064004	541416	541416	829803.7	829248.6	1	1	2	2	2	2	1192075	0	0	0	0	0 + 0 part	0	99.904	1.000	0.00	19.69	1.55	669616	1737088	541416	541416	394134	394134	522053.5	521704.2	2	2	3	3
spades-illumina-hifi	1	1	1	1	1	1737372	1737372	1737372	1737372	1737372	1	1737372	1737372	1738505	41.88	41.88	1737372	1737372	1737372	1737372	1737372.0	1736239.7	1	1	1	1	2	1	1737372	0	0	0	0	0 + 0 part	0	99.906	1.000	1.73	19.69	1.73	676816	1737118	571294	571294	489008	489008	589157.4	588773.4	2	2	3	3
spades-illumina-hifi_broken	4	4	3	3	3	1737342	1737342	1730152	1730152	1730152	4	1064004	1737342	1738505	41.88	41.88	1064004	1064004	538077	538077	827750.2	827196.5	1	1	2	2	2	2	1192075	0	0	0	0	0 + 0 part	0	99.904	1.000	0.00	19.69	1.55	669616	1737088	538077	538077	394134	394134	520000.0	519652.2	2	2	3	3
flye-ont	1	1	1	1	1	1732286	1732286	1732286	1732286	1732286	1	1732286	1732286	1738505	41.61	41.88	1732286	1732286	1732286	1732286	1732286.0	1726089.2	1	1	1	1	2	1	1732286	0	0	0	0	0 + 0 part	0	99.921	0.997	0.00	207.60	363.41	662965	1732202	581776	581776	487461	487461	586279.7	584182.5	2	2	3	3
flye-ont-polypolish-default	2	1	1	1	1	1740418	1737131	1737131	1737131	1737131	2	1737131	1740418	1738505	41.86	41.88	1737131	1737131	1737131	1737131	1733856.4	1735764.3	1	1	1	1	2	1	1737131	0	0	0	0	0 + 0 part	0	99.921	1.002	0.00	4.83	4.37	664774	1740335	583329	583329	488945	488945	586798.8	587444.5	2	2	3	3
flye-ont-polypolish-careful	1	1	1	1	1	1737091	1737091	1737091	1737091	1737091	1	1737091	1737091	1738505	41.87	41.88	1737091	1737091	1737091	1737091	1737091.0	1735678.2	1	1	1	1	2	1	1737091	0	0	0	0	0 + 0 part	0	99.921	1.000	0.00	4.32	5.35	664767	1737008	583307	583307	488934	488934	587890.1	587412.0	2	2	3	3
flye-hifi	2	2	2	1	1	1755094	1755094	1755094	1733398	1733398	2	1733398	1755094	1738505	41.86	41.88	1733398	1733398	1733398	1733398	1712238.4	1728576.8	1	1	1	1	2	1	1733398	0	0	0	0	0 + 0 part	0	99.921	1.010	0.00	0.91	1.54	669864	1755011	574537	574537	488914	488914	580207.2	585743.6	2	2	3	3
