Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	75	57	49	46	36	7066418	7036249	6974969	6931227	6541094	75	503237	7066418	7145576	55.40	55.40	232929	232929	60057	56598	230858.3	228300.9	12	12	33	34	2	2	205827	4	2	2	0	0 + 0 part	0	98.862	1.000	12.74	5.12	0.27	503237	7065968	232929	232929	56598	55217	229610.4	227066.8	12	12	34	35
spades-short-only_broken	84	65	57	49	38	7065518	7032369	6971089	6854729	6436251	84	503237	7065518	7145576	55.40	55.40	208819	208819	55217	52762	213321.9	210931.9	13	13	37	38	2	2	205827	4	0	0	0	0 + 0 part	0	98.858	1.000	0.00	5.12	0.20	503237	7065468	208819	208819	52762	48610	212093.1	209716.9	13	13	38	39
spades-illumina-ont	7	7	7	7	6	7143922	7143922	7143922	7143922	7109321	7	3884629	7143922	7145576	55.40	55.40	3884629	3884629	585994	585994	2640752.1	2640140.9	1	1	4	4	3	3	6203968	6	0	0	0	0 + 1 part	1895	99.924	1.000	7.14	9.00	0.34	3239829	7141096	1111104	1111104	427727	427727	1842919.6	1842493.0	2	2	6	6
spades-illumina-ont_broken	12	12	11	11	10	7143410	7143410	7134853	7134853	7100252	12	2152714	7143410	7145576	55.40	55.40	1731815	1731815	458468	458468	1392126.0	1391704.0	2	2	6	6	3	3	3937830	6	0	0	0	0 + 1 part	1895	99.921	1.000	0.00	9.00	0.27	1731815	7140584	1035449	1035449	219099	219099	1053397.7	1053078.4	3	3	8	8
spades-illumina-hifi	8	8	8	8	7	7143331	7143331	7143331	7143331	7108730	8	3884398	7143331	7145576	55.40	55.40	3884398	3884398	419919	419919	2621159.6	2620336.1	1	1	4	4	3	3	5783558	7	0	0	0	0 + 1 part	1895	99.914	1.000	4.34	9.40	0.31	3238920	7139842	1111104	1111104	419919	419919	1841312.7	1840734.2	2	2	6	6
spades-illumina-hifi_broken	11	11	10	10	9	7143019	7143019	7134462	7134462	7099861	11	2152483	7143019	7145576	55.40	55.40	1731815	1731815	419919	419919	1542151.4	1541599.6	2	2	5	5	3	3	3975988	7	0	0	0	0 + 1 part	1895	99.913	1.000	0.00	9.40	0.27	1731815	7139530	1035449	1035449	419919	419919	1088459.7	1088070.2	3	3	7	7
flye-ont	1	1	1	1	1	7136817	7136817	7136817	7136817	7136817	1	7136817	7136817	7145576	55.38	55.40	7136817	7136817	7136817	7136817	7136817.0	7128068.7	1	1	1	1	3	1	7136817	2	0	0	0	0 + 1 part	1729	99.967	0.999	0.00	49.20	257.53	3315791	7134333	1496902	1496902	1029167	1029167	2236971.6	2234229.5	2	2	4	4
flye-ont-polypolish-default	1	1	1	1	1	7146565	7146565	7146565	7146565	7146565	1	7146565	7146565	7145576	55.40	55.40	7146565	7146565	7146565	7146565	7146565.0	7147554.1	1	1	1	1	3	1	7146565	2	0	0	0	0 + 1 part	1730	99.967	1.000	0.00	2.23	4.98	3320488	7144080	1499126	1499126	1030403	1030403	2240146.0	2240456.0	2	2	4	4
flye-ont-polypolish-careful	1	1	1	1	1	7146324	7146324	7146324	7146324	7146324	1	7146324	7146324	7145576	55.40	55.40	7146324	7146324	7146324	7146324	7146324.0	7147072.1	1	1	1	1	3	1	7146324	2	0	0	0	0 + 1 part	1728	99.967	1.000	0.00	3.57	11.41	3320418	7143841	1499065	1499065	1030358	1030358	2240095.1	2240329.6	2	2	4	4
flye-hifi	1	1	1	1	1	7147007	7147007	7147007	7147007	7147007	1	7147007	7147007	7145576	55.40	55.40	7147007	7147007	7147007	7147007	7147007.0	7148438.3	1	1	1	1	3	1	7147007	2	0	0	0	0 + 1 part	1730	99.967	1.000	0.00	2.04	0.10	4351902	7145277	4351902	4351902	790742	790742	3087365.0	3087983.3	1	1	3	3
