Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	23	19	18	15	14	2130469	2120410	2110722	2073317	2033744	23	321668	2130469	2154946	56.55	56.53	153723	153723	72055	72055	174814.5	172828.9	5	5	13	13	2	2	294923	1	0	0	0	0 + 0 part	0	98.822	1.000	3.29	12.44	1.27	321668	2130427	140910	140356	72055	55415	169933.0	168002.8	5	6	13	14
spades-short-only_broken	30	26	24	19	16	2130399	2120340	2101182	2040007	1936980	30	187252	2130399	2154946	56.55	56.53	134406	134406	55415	39573	125031.4	123607.2	7	7	16	17	2	2	179722	1	0	0	0	0 + 0 part	0	98.815	1.000	0.00	12.44	0.94	187252	2130203	129823	129823	39573	38551	120307.9	118937.5	7	7	17	18
spades-illumina-ont	7	7	7	6	6	2149769	2149769	2149769	2138923	2138923	7	687190	2149769	2154946	56.53	56.53	589250	589250	226327	226327	469096.9	467970.0	2	2	5	5	1	1	169163	1	0	1	0	0 + 0 part	0	99.570	1.000	169.13	25.86	4.61	683552	2145977	589250	589250	226322	226322	461834.6	460725.1	2	2	5	5
spades-illumina-ont_broken	8	8	8	6	6	2146133	2146133	2146133	2123926	2123926	8	672193	2146133	2154946	56.53	56.53	589250	589250	226327	226327	460452.6	458569.5	2	2	5	5	1	1	169163	1	0	0	0	0 + 0 part	0	99.570	1.000	0.00	25.86	4.61	672193	2145977	589250	589250	226322	226322	455501.5	453638.6	2	2	5	5
spades-illumina-hifi	8	8	8	7	7	2150865	2150865	2150865	2140019	2140019	8	687190	2150865	2154946	56.52	56.53	449215	449215	169162	169162	410574.9	409797.4	2	2	6	6	1	1	169162	1	0	0	0	0 + 0 part	0	99.769	1.000	0.46	31.01	7.02	687188	2150709	449215	449215	140291	140291	405633.5	404865.4	2	2	6	6
spades-illumina-hifi_broken	9	9	9	8	8	2150855	2150855	2150855	2140009	2140009	9	687190	2150855	2154946	56.52	56.53	235151	235151	140291	140291	387369.6	386634.2	3	3	7	7	1	1	169162	1	0	0	0	0 + 0 part	0	99.769	1.000	0.00	31.01	6.97	687188	2150587	235034	235034	127908	127908	382388.2	381662.2	3	3	7	7
flye-ont	1	1	1	1	1	2150013	2150013	2150013	2150013	2150013	1	2150013	2150013	2154946	56.59	56.53	2150013	2150013	2150013	2150013	2150013.0	2145091.3	1	1	1	1	1	1	2150013	0	0	0	0	0 + 0 part	0	100.000	0.998	0.00	88.05	526.09	1340961	2150006	1340961	1340961	809045	809045	1140797.9	1138186.4	1	1	2	2
flye-ont-polypolish-default	1	1	1	1	1	2153885	2153885	2153885	2153885	2153885	1	2153885	2153885	2154946	56.54	56.53	2153885	2153885	2153885	2153885	2153885.0	2152824.5	1	1	1	1	1	1	2153885	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	5.85	59.61	1343455	2153878	1343455	1343455	810423	810423	1142891.5	1142328.8	1	1	2	2
flye-ont-polypolish-careful	1	1	1	1	1	2153809	2153809	2153809	2153809	2153809	1	2153809	2153809	2154946	56.54	56.53	2153809	2153809	2153809	2153809	2153809.0	2152672.6	1	1	1	1	1	1	2153809	0	0	0	0	0 + 0 part	0	100.000	0.999	0.00	8.45	71.83	1343416	2153802	1343416	1343416	810386	810386	1142855.3	1142252.3	1	1	2	2
flye-hifi	1	1	1	1	1	2154838	2154838	2154838	2154838	2154838	1	2154838	2154838	2154946	56.53	56.53	2154838	2154838	2154838	2154838	2154838.0	2154730.0	1	1	1	1	1	1	2154838	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	0.28	0.37	2037126	2154838	2037126	2037126	2037126	2037126	1932274.5	1932177.6	1	1	1	1
