Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	5	3	3	3	3	1296549	1291182	1291182	1291182	1291182	5	835435	1296549	1297538	56.52	56.52	835435	835435	193935	193935	620202.1	619729.3	1	1	3	3	1	1	835435	0	0	0	0	0 + 0 part	0	99.920	1.000	0.00	2.78	0.31	563460	1296549	271975	271975	193935	193935	383809.9	383517.3	2	2	4	4
spades-short-only_broken	5	3	3	3	3	1296549	1291182	1291182	1291182	1291182	5	835435	1296549	1297538	56.52	56.52	835435	835435	193935	193935	620202.1	619729.3	1	1	3	3	1	1	835435	0	0	0	0	0 + 0 part	0	99.920	1.000	0.00	2.78	0.31	563460	1296549	271975	271975	193935	193935	383809.9	383517.3	2	2	4	4
spades-illumina-ont	1	1	1	1	1	1297565	1297565	1297565	1297565	1297565	1	1297565	1297565	1297538	56.52	56.52	1297565	1297565	1297565	1297565	1297565.0	1297592.0	1	1	1	1	1	1	1297565	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	4.16	0.39	1146349	1297565	1146349	1146349	151216	151216	1030377.9	1030399.3	1	1	2	2
spades-illumina-ont_broken	1	1	1	1	1	1297565	1297565	1297565	1297565	1297565	1	1297565	1297565	1297538	56.52	56.52	1297565	1297565	1297565	1297565	1297565.0	1297592.0	1	1	1	1	1	1	1297565	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	4.16	0.39	1146349	1297565	1146349	1146349	151216	151216	1030377.9	1030399.3	1	1	2	2
spades-illumina-hifi	1	1	1	1	1	1297565	1297565	1297565	1297565	1297565	1	1297565	1297565	1297538	56.52	56.52	1297565	1297565	1297565	1297565	1297565.0	1297592.0	1	1	1	1	1	1	1297565	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	4.16	0.39	1146349	1297565	1146349	1146349	151216	151216	1030377.9	1030399.3	1	1	2	2
spades-illumina-hifi_broken	1	1	1	1	1	1297565	1297565	1297565	1297565	1297565	1	1297565	1297565	1297538	56.52	56.52	1297565	1297565	1297565	1297565	1297565.0	1297592.0	1	1	1	1	1	1	1297565	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	4.16	0.39	1146349	1297565	1146349	1146349	151216	151216	1030377.9	1030399.3	1	1	2	2
flye-ont	9	9	8	7	6	1369856	1369856	1363913	1346136	1316412	9	380207	1369856	1297538	56.05	56.52	369247	369247	114191	125411	266383.9	281230.8	2	2	6	5	1	1	380207	0	0	0	0	0 + 2 part	72973	99.578	1.003	0.00	93.80	590.96	369235	1296368	178203	178203	62187	114181	206299.4	217797.5	3	3	7	6
flye-ont-polypolish-default	9	9	8	7	6	1372927	1372927	1366997	1349200	1319408	9	381104	1372927	1297538	56.16	56.52	370163	370163	114450	125525	267041.3	282556.8	2	2	6	5	1	1	381104	0	0	0	0	0 + 2 part	72964	99.578	1.006	0.00	9.85	34.86	370151	1299448	178651	178651	62320	114440	206839.4	218857.1	3	3	7	6
flye-ont-polypolish-careful	9	9	8	7	6	1372888	1372888	1366942	1349144	1319347	9	381098	1372888	1297538	56.15	56.52	370114	370114	114450	125523	267017.7	282523.8	2	2	6	5	1	1	381098	0	0	0	0	0 + 2 part	72966	99.578	1.006	0.00	14.85	51.64	370102	1299407	178637	178637	62318	114440	206816.0	218826.1	3	3	7	6
flye-hifi	2	2	2	2	2	1299095	1299095	1299095	1299095	1299095	2	992780	1299095	1297538	56.52	56.52	992780	992780	306315	306315	830917.7	831914.8	1	1	2	2	1	1	992780	0	0	0	0	0 + 0 part	0	99.969	1.002	0.00	0.38	2.31	769916	1299089	769916	769916	222862	222862	566751.9	567432.0	1	1	3	3
