Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	312	1	0	0	0	483117	5178	0	0	0	312	5178	483117	3284156	65.31	66.61	1491	-	1079	-	1816.7	267.2	110	-	266	-	4	4	10377	0	0	2	0	0 + 7 part	4786	14.219	1.000	436.13	196.11	35.11	5178	467083	1410	-	1019	-	1705.8	250.9	115	-	279	-
spades-short-only_broken	262	0	0	0	0	391426	0	0	0	0	262	4173	391426	3284156	65.25	66.61	1448	-	1068	-	1701.2	202.8	97	-	225	-	3	3	6142	0	0	0	0	0 + 3 part	2128	11.662	1.000	0.00	202.06	14.62	4173	383049	1406	-	1037	-	1631.3	194.4	99	-	231	-
spades-illumina-ont	238	67	28	1	0	1034178	694091	417961	26573	0	238	26573	1034178	3284156	65.55	66.61	8184	-	1582	-	9468.0	2981.5	39	-	154	-	5	5	71418	0	0	0	0	0 + 10 part	32281	30.129	1.006	74.26	604.91	736.95	22876	995857	7287	-	1279	-	8548.7	2692.0	42	-	181	-
spades-illumina-ont_broken	224	66	27	1	0	1008194	682466	407632	26573	0	224	26573	1008194	3284156	65.53	66.61	8184	-	1643	-	9574.9	2939.4	38	-	145	-	5	5	71418	0	0	0	0	0 + 8 part	30992	29.420	1.007	0.00	614.00	750.74	22876	972642	7287	-	1330	-	8640.3	2652.5	41	-	169	-
spades-illumina-hifi	287	165	90	21	0	2618677	2276407	1737224	681149	0	287	45882	2618677	3284156	66.70	66.61	14971	10847	4225	-	17277.8	13776.7	55	81	183	-	9	9	141498	1	0	0	0	0 + 13 part	70468	77.226	1.001	13.44	269.81	52.09	44038	2539938	13590	10013	3368	-	15816.9	12611.8	59	88	205	-
spades-illumina-hifi_broken	288	163	90	21	0	2609634	2260637	1736033	680877	0	288	45882	2609634	3284156	66.70	66.61	14971	10828	4166	-	17285.0	13734.9	55	81	183	-	9	9	141498	1	0	0	0	0 + 12 part	68112	77.033	1.002	0.00	269.99	51.50	44038	2533807	13590	10013	3368	-	15829.5	12578.4	59	88	204	-
flye-ont	16	16	16	9	3	559480	559480	559480	425030	225496	16	118265	559480	3284156	64.01	66.61	36196	-	20262	-	52139.8	8882.4	5	-	13	-	0	0	0	0	0	0	0	6 + 6 part	301839	7.775	1.007	0.00	879.15	2009.49	54886	257180	-	-	-	-	14836.8	2527.6	-	-	-	-
flye-ont-polypolish-default	16	16	16	9	3	559335	559335	559335	424930	225413	16	118242	559335	3284156	64.01	66.61	36194	-	20256	-	52127.0	8877.9	5	-	13	-	0	0	0	0	0	0	0	6 + 6 part	301777	7.775	1.007	0.00	835.87	1913.29	54850	257097	-	-	-	-	14829.4	2525.6	-	-	-	-
flye-ont-polypolish-careful	16	16	16	9	3	559351	559351	559351	424942	225430	16	118250	559351	3284156	64.01	66.61	36194	-	20256	-	52130.4	8878.7	5	-	13	-	0	0	0	0	0	0	0	6 + 6 part	301784	7.775	1.007	0.00	839.34	1924.89	54863	257106	-	-	-	-	14831.2	2526.0	-	-	-	-
flye-hifi	21	21	21	20	16	3246885	3246885	3246885	3222308	3065345	21	505898	3246885	3284156	66.60	66.61	267260	267260	69537	67167	265575.0	262561.1	5	5	14	15	7	4	790857	1	0	0	0	0 + 0 part	0	98.628	1.002	0.00	2.40	32.55	505897	3246866	192917	192917	60855	60855	222294.0	219771.3	6	6	19	19
