Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	106	74	53	25	10	2082808	2010950	1854189	1417079	903482	106	154200	2082808	2140433	27.75	27.71	34847	34847	9536	8265	56525.0	55003.2	14	14	56	62	4	4	194286	0	0	4	0	0 + 4 part	5165	96.672	1.001	33.61	32.39	6.08	154200	2071467	34847	34700	8927	7928	56120.5	54609.6	14	15	57	63
spades-short-only_broken	111	73	52	25	10	2081278	1997503	1838313	1415769	903482	111	154200	2081278	2140433	27.75	27.71	34847	34847	9094	7930	56448.6	54888.5	14	14	56	63	4	4	191537	0	0	0	0	0 + 4 part	5165	96.622	1.001	0.00	22.12	5.94	154200	2070568	34847	34700	8492	7179	56055.3	54506.1	14	15	57	64
spades-illumina-ont	30	18	15	10	9	2198269	2171491	2151808	2056032	2027620	30	465455	2198269	2140433	27.78	27.71	356791	356791	82007	95956	297624.1	305666.1	3	3	9	8	23	7	1284351	14	0	7	0	1 + 6 part	18115	97.469	1.025	1302.12	120.38	12.87	461266	2137414	102956	136141	18712	28275	192234.2	197428.5	5	4	19	17
spades-illumina-ont_broken	64	43	37	21	13	2169645	2119592	2071258	1808094	1488510	64	224196	2169645	2140433	27.78	27.71	82798	95956	17575	18598	107580.3	109048.5	8	7	29	27	13	7	456897	13	0	0	0	1 + 7 part	16551	97.412	1.026	0.00	40.96	11.46	223759	2138427	80625	80625	12122	13430	103015.1	104421.0	8	8	33	31
spades-illumina-hifi	34	25	22	14	10	2190530	2167769	2147187	2001484	1826350	34	421226	2190530	2140433	27.76	27.71	159155	159155	35226	45829	218318.0	223427.7	4	4	14	13	15	8	1024827	17	0	1	0	0 + 7 part	17198	97.977	1.026	237.25	65.80	14.03	323283	2151846	136033	157881	22842	28568	175847.5	179963.2	5	4	18	16
spades-illumina-hifi_broken	43	32	27	15	12	2185333	2156397	2120387	1930221	1790313	43	421226	2185333	2140433	27.76	27.71	137361	159155	22842	45829	189829.9	193812.0	5	4	17	15	14	9	905570	15	0	0	0	0 + 7 part	16606	97.991	1.026	0.00	45.71	13.38	323283	2152490	136033	136033	18486	22842	155031.6	158283.7	5	5	21	19
flye-ont	1	1	1	1	1	2224823	2224823	2224823	2224823	2224823	1	2224823	2224823	2140433	27.81	27.71	2224823	2224823	2224823	2224823	2224823.0	2312540.2	1	1	1	1	18	1	2224823	16	0	0	0	0 + 1 part	35883	99.305	1.027	0.00	99.26	459.52	471153	2183161	352361	352361	58474	73601	307955.3	320096.9	3	3	8	7
flye-ont-polypolish-default	1	1	1	1	1	2234024	2234024	2234024	2234024	2234024	1	2234024	2234024	2140433	27.71	27.71	2234024	2234024	2234024	2234024	2234024.0	2331707.3	1	1	1	1	19	1	2234024	16	0	0	0	0 + 1 part	34412	99.299	1.032	0.00	52.93	34.60	456875	2193492	353823	353823	58710	73847	302414.7	315637.9	3	3	8	7
flye-ont-polypolish-careful	1	1	1	1	1	2232983	2232983	2232983	2232983	2232983	1	2232983	2232983	2140433	27.73	27.71	2232983	2232983	2232983	2232983	2232983.0	2329534.8	1	1	1	1	18	1	2232983	15	0	0	0	0 + 1 part	35053	99.345	1.031	0.00	81.93	76.04	473815	2192143	353635	353635	58692	73836	309537.5	322921.5	3	3	8	7
flye-hifi	1	1	1	1	1	2242428	2242428	2242428	2242428	2242428	1	2242428	2242428	2140433	27.72	27.71	2242428	2242428	2242428	2242428	2242428.0	2349283.2	1	1	1	1	21	1	2242428	24	0	0	0	0 + 1 part	34404	99.391	1.035	0.00	52.68	9.85	452902	2202027	354504	354504	58720	92813	300555.3	314877.3	3	3	8	7
