Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	1113	307	78	2	0	4669056	2547972	999750	58131	0	1113	29276	4669056	5163189	42.00	42.20	5492	4966	2077	1056	6667.9	6029.7	267	314	803	1092	9	9	61265	0	0	2	0	1 + 3 part	6716	89.957	1.002	147.95	93.09	14.08	29276	4652529	5465	4924	2033	910	6603.9	5971.9	270	317	813	1114
spades-short-only_broken	1312	249	35	1	0	4528508	1857239	437068	28867	0	1312	28867	4528508	5163189	41.98	42.20	4315	3775	1755	-	5198.7	4559.7	337	416	978	-	9	9	51353	0	0	0	0	1 + 3 part	6716	87.227	1.002	0.00	90.56	4.56	28867	4513892	4249	3734	1723	-	5148.9	4515.9	341	420	990	-
spades-illumina-ont	245	184	141	73	24	5039592	4853684	4535165	3375418	1625170	245	131234	5039592	5163189	42.10	42.20	35770	35655	9735	8108	41912.0	40908.7	45	47	142	154	15	14	402230	2	0	0	0	1 + 9 part	47272	96.202	1.004	4.96	130.44	65.33	131234	4987123	35017	32487	8751	7183	39980.0	39023.0	47	49	155	169
spades-illumina-ont_broken	250	188	145	74	22	5035094	4845474	4523028	3308940	1482901	250	131234	5035094	5163189	42.10	42.20	35017	32517	9735	8108	40397.1	39394.9	48	50	146	159	15	14	392694	2	0	0	0	1 + 9 part	47272	96.116	1.004	0.00	129.91	65.05	131234	4982581	31613	31178	8751	7044	38580.7	37623.6	50	52	159	174
spades-illumina-hifi	279	208	156	68	21	5155677	4961177	4583285	3128372	1487691	279	131179	5155677	5163189	42.20	42.20	32486	31382	9132	9132	39195.9	39138.9	48	49	163	163	16	14	474284	0	0	1	0	0 + 18 part	162927	96.070	1.005	85.21	100.66	4.94	131179	4982873	29761	29761	6535	6382	35961.9	35909.6	53	53	189	190
spades-illumina-hifi_broken	293	218	163	65	19	5144063	4938425	4535889	2908266	1297198	293	131179	5144063	5163189	42.20	42.20	27572	27572	8881	8140	36219.2	36085.0	53	53	174	176	16	14	474284	0	0	0	0	0 + 18 part	162927	95.932	1.004	0.00	100.58	4.40	131179	4975237	26340	26340	6318	6028	33057.2	32934.8	58	58	201	204
flye-ont	85	84	82	59	38	5116719	5113937	5100474	4732533	3982699	85	302113	5116719	5163189	42.41	42.20	90694	90694	32061	31900	116285.8	115239.2	17	17	55	56	8	6	1102936	1	0	0	0	0 + 19 part	179184	94.149	1.015	0.00	451.80	1282.78	218317	4934513	79153	79153	22169	19419	94216.6	93368.6	20	20	65	68
flye-ont-polypolish-default	86	85	83	60	38	5148488	5145700	5132253	4764491	3981138	86	302079	5148488	5163189	42.38	42.20	90632	90632	32060	32060	115703.8	115374.4	17	17	56	56	8	6	1102498	2	0	0	0	0 + 19 part	132472	95.425	1.017	0.00	375.84	934.72	225856	5012712	87811	87811	22365	22365	98347.5	98067.5	19	19	64	64
flye-ont-polypolish-careful	85	84	82	59	38	5114515	5111730	5098284	4730525	3981173	85	302076	5114515	5163189	42.37	42.20	90634	90634	32060	31918	116247.6	115151.7	17	17	55	56	8	6	1102507	2	0	0	0	0 + 18 part	111102	95.180	1.017	0.00	378.67	946.88	225863	5000108	87805	87805	23806	22365	98970.6	98037.6	19	19	62	64
flye-hifi	9	9	9	8	7	5168064	5168064	5168064	5151162	5122553	9	3497718	5168064	5163189	42.20	42.20	3497718	3497718	267358	267358	2483916.1	2486261.4	1	1	4	4	6	2	4109406	0	0	0	0	0 + 0 part	0	99.550	1.003	0.00	25.46	6.75	2961239	5157075	2961239	2961239	161920	161920	1797708.4	1799405.7	1	1	8	8
