Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	1151	278	81	8	0	4800244	2642644	1279083	249757	0	1151	48677	4800244	5358884	46.16	46.27	5765	4896	1917	-	8283.6	7420.1	233	286	811	-	3	3	48877	0	2	182	0	0 + 1 part	2157	86.847	1.027	516.64	252.66	7.43	48677	4779083	5665	4871	1884	-	8137.1	7288.8	238	291	824	-
spades-short-only_broken	1405	221	44	5	0	4793974	1881174	697670	167613	0	1405	48677	4793974	5358884	46.17	46.27	4035	3651	1699	-	6297.3	5633.4	337	411	1046	-	2	2	19648	0	0	0	0	0 + 0 part	0	87.286	1.025	0.00	254.47	6.59	48677	4793541	4028	3651	1699	-	6275.8	5614.3	339	413	1048	-
spades-illumina-ont	641	281	144	46	11	5514020	4602897	3628060	2103184	828172	641	130354	5514020	5358884	46.22	46.27	17641	18350	3625	4241	27719.5	28522.0	78	74	364	329	16	12	487977	5	7	207	2	0 + 24 part	181153	88.065	1.113	1431.82	361.31	13.78	109955	5254285	14322	14877	2215	2830	22976.9	23642.1	97	91	468	414
spades-illumina-ont_broken	993	319	103	18	5	5226962	3557246	2060362	799855	393228	993	105794	5226962	5358884	46.27	46.27	7483	7386	2222	1953	15716.5	15329.6	168	177	659	716	7	6	93875	0	0	0	0	0 + 1 part	1384	87.794	1.111	0.00	333.77	9.30	105794	5225156	7439	7356	2208	1945	15378.2	14999.6	170	179	665	722
spades-illumina-hifi	526	272	179	79	38	7912827	7271205	6600268	5006399	3577204	526	248235	7912827	5358884	46.32	46.27	43157	68610	6155	26856	64868.0	95782.8	47	24	245	73	28	19	1174674	16	13	350	3	0 + 48 part	430306	91.494	1.402	7650.20	492.47	18.80	235646	6873365	22269	37496	-	14103	46868.0	69204.3	79	34	-	130
spades-illumina-hifi_broken	1061	334	138	33	11	6392846	4579141	3193628	1637987	838504	1061	127024	6392846	5358884	46.37	46.27	9999	13321	2349	4434	21997.2	26241.4	139	95	673	386	3	3	63058	2	0	0	0	0 + 2 part	9028	89.842	1.326	0.00	399.16	11.34	127024	6382476	9865	13208	2337	4359	21759.3	25957.6	141	96	679	390
flye-ont	59	46	39	25	19	5851364	5817995	5768566	5571986	5357326	59	842750	5851364	5358884	46.16	46.27	672372	672372	54876	115333	489253.1	534215.3	4	4	18	12	67	18	5160219	28	0	0	0	1 + 19 part	476997	97.789	1.026	0.00	626.93	380.72	331584	5374083	91748	97779	7918	26712	101121.5	110414.6	21	18	91	61
flye-ont-polypolish-default	59	45	38	24	19	5828108	5790362	5740825	5544142	5366082	59	844096	5828108	5358884	46.08	46.27	673460	673460	56310	115538	492573.7	535703.4	4	4	17	12	69	19	5214021	31	0	0	0	1 + 17 part	400324	98.213	1.031	0.00	606.84	120.81	332055	5427500	91897	97909	10268	28883	104474.5	113622.3	21	18	84	59
flye-ont-polypolish-careful	60	46	39	25	19	5864513	5826769	5777264	5580540	5365696	60	844043	5864513	5358884	46.10	46.27	673432	673432	54987	115524	489704.0	535909.2	4	4	18	12	67	18	5168254	29	0	0	0	1 + 19 part	449740	98.326	1.028	0.00	609.48	156.45	332039	5414488	91897	97911	9594	27365	103507.5	113273.8	21	18	88	60
flye-hifi	6	6	6	6	5	10588244	10588244	10588244	10588244	10557188	6	5210076	10588244	5358884	46.28	46.27	5134120	5210076	5134120	5210076	5054722.5	9987272.6	2	1	2	1	126	5	10557188	64	0	0	0	0 + 1 part	1960680	99.976	1.609	0.00	841.50	25.70	2356084	8622082	123375	1563369	-	501287	846456.7	1672454.7	6	2	-	4
