Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	793	477	246	36	5	6995744	6166309	4496993	1290740	323367	793	87688	6995744	7211789	41.26	41.27	13495	12897	4449	3613	17204.0	16688.6	160	169	505	553	12	12	215954	6	0	4	0	0 + 3 part	1614	96.817	1.001	101.29	45.61	8.63	87688	6988181	13259	12684	4397	3472	16897.0	16390.8	163	171	512	561
spades-short-only_broken	1092	505	191	16	3	6912651	5370272	3117248	623177	218586	1092	87688	6912651	7211789	41.28	41.27	9250	8901	2897	2284	12788.6	12258.2	227	243	726	830	11	11	165634	5	0	0	0	0 + 3 part	1614	95.668	1.001	0.00	43.64	2.53	87688	6906113	9165	8784	2816	2248	12661.0	12135.9	229	245	734	840
spades-illumina-ont	243	193	162	101	42	7135793	6992450	6769498	5757573	3696122	243	408667	7135793	7211789	41.25	41.27	51439	51059	15285	14763	78991.8	78159.4	40	41	135	140	16	11	944289	6	0	0	0	0 + 1 part	509	98.743	1.002	19.30	65.30	33.02	186336	7132847	48741	47938	15250	14487	60556.3	59918.2	45	46	144	149
spades-illumina-ont_broken	303	234	191	100	39	7123491	6936268	6629456	5112521	2957138	303	200711	7123491	7211789	41.25	41.27	41776	41279	12739	11746	52657.0	52012.3	53	54	172	179	15	12	819189	5	0	0	0	0 + 1 part	509	98.559	1.002	0.00	64.62	31.87	161866	7120444	39820	39703	12089	11602	47066.7	46490.5	57	59	181	187
spades-illumina-hifi	164	148	132	92	48	7165187	7116559	6998882	6323974	4732354	164	408571	7165187	7211789	41.26	41.27	68090	68090	23075	21855	104347.5	103673.2	29	29	98	100	15	11	970763	4	0	0	0	0 + 0 part	0	99.151	1.002	3.52	49.94	2.65	257107	7164222	62094	62094	22094	20804	85937.2	85381.9	33	33	105	107
spades-illumina-hifi_broken	169	151	135	94	46	7163546	7110524	6992847	6296266	4552772	169	408571	7163546	7211789	41.26	41.27	66935	62011	22094	21673	102409.8	101724.8	29	30	101	103	15	11	969769	4	0	0	0	0 + 0 part	0	99.115	1.002	0.00	49.63	2.55	257107	7162536	60686	60570	21847	20804	83999.4	83437.5	33	34	108	110
flye-ont	144	140	133	77	31	5039602	5022810	4968857	4038447	2478552	144	407398	5039602	7211789	41.63	41.27	49698	29267	17664	-	78408.6	54792.0	32	62	102	-	12	8	808333	1	0	0	0	8 + 26 part	379285	63.914	1.010	0.00	739.31	1701.40	164723	4655696	38440	24454	10519	-	48562.9	33935.8	40	75	130	-
flye-ont-polypolish-default	174	170	157	87	33	5708783	5692013	5589530	4410653	2592447	174	408450	5708783	7211789	41.60	41.27	40729	33553	17264	-	72866.7	57680.6	39	59	123	-	13	9	863971	3	0	0	0	8 + 26 part	318080	73.862	1.011	0.00	600.92	1197.90	165164	5384589	36772	29154	11991	-	47017.8	37218.9	47	70	148	-
flye-ont-polypolish-careful	171	167	156	87	33	5681663	5664893	5579746	4410808	2592522	171	408391	5681663	7211789	41.61	41.27	40728	33552	17549	-	73167.0	57643.2	39	59	122	-	12	8	808825	3	0	0	0	6 + 27 part	308512	73.622	1.011	0.00	607.75	1218.47	165145	5367050	36775	29160	11991	-	47196.6	37182.9	47	70	147	-
flye-hifi	14	14	14	14	13	7195229	7195229	7195229	7195229	7154889	14	1759040	7195229	7211789	41.27	41.27	1123054	1123054	284308	284308	1071809.0	1069347.9	3	3	8	8	12	8	3957535	0	0	0	0	0 + 0 part	0	99.632	1.001	0.00	1.81	2.81	1632849	7195189	881744	881744	117669	117669	930285.8	928149.6	3	3	13	13
