Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	12	11	11	9	9	1735827	1730862	1730862	1698072	1698072	12	587512	1735827	1739927	31.20	31.29	304786	304786	83231	83231	317860.0	317111.0	2	2	7	7	6	6	1024815	1	0	0	0	0 + 1 part	1446	99.583	1.001	12.10	6.86	4.44	357230	1734292	228836	228836	57191	57191	208742.3	208250.4	3	3	10	10
spades-short-only_broken	15	14	14	10	9	1735617	1730652	1730652	1668381	1629702	15	587512	1735617	1739927	31.20	31.29	289159	289159	58555	58555	308094.8	307331.6	2	2	8	8	6	6	1010851	0	0	0	0	0 + 1 part	1446	99.579	1.001	0.00	7.04	4.27	357230	1733997	228836	228836	42301	42301	200027.6	199532.1	3	3	11	11
spades-illumina-ont	4	3	3	2	2	1741723	1738088	1738088	1721463	1721463	4	1662908	1741723	1739927	31.28	31.29	1662908	1662908	1662908	1662908	1589794.3	1591435.3	1	1	1	1	6	3	1738088	0	0	1	0	0 + 1 part	1446	99.959	1.000	17.45	7.42	4.71	926507	1739428	926507	926507	291682	291682	625082.6	625727.8	1	1	3	3
spades-illumina-ont_broken	7	6	6	5	5	1741419	1737784	1737784	1721159	1721159	7	749001	1741419	1739927	31.28	31.29	575137	575137	98434	98434	552887.0	553361.1	2	2	4	4	6	4	890349	0	0	0	0	0 + 1 part	1446	99.935	1.000	0.00	7.42	4.66	749001	1739566	373827	373827	63040	63040	447003.2	447386.5	2	2	6	6
spades-illumina-hifi	4	3	3	2	2	1742023	1738388	1738388	1721763	1721763	4	1663208	1742023	1739927	31.28	31.29	1663208	1663208	1663208	1663208	1590093.3	1592008.8	1	1	1	1	6	3	1738388	0	0	0	0	0 + 1 part	1446	99.984	1.000	0.00	7.64	4.60	927569	1740170	927569	927569	291682	291682	625968.0	626722.1	1	1	3	3
spades-illumina-hifi_broken	4	3	3	2	2	1742023	1738388	1738388	1721763	1721763	4	1663208	1742023	1739927	31.28	31.29	1663208	1663208	1663208	1663208	1590093.3	1592008.8	1	1	1	1	6	3	1738388	0	0	0	0	0 + 1 part	1446	99.984	1.000	0.00	7.64	4.60	927569	1740170	927569	927569	291682	291682	625968.0	626722.1	1	1	3	3
flye-ont	3	3	3	2	2	1735563	1735563	1735563	1719074	1719074	3	1660695	1735563	1739927	31.34	31.29	1660695	1660695	1660695	1660695	1591177.0	1587186.1	1	1	1	1	6	3	1735563	0	0	0	0	0 + 1 part	1439	99.982	0.997	0.00	17.07	407.02	837662	1733809	372454	372454	99883	99883	541717.3	540358.5	2	2	4	4
flye-ont-polypolish-default	3	3	3	2	2	1742287	1742287	1742287	1725739	1725739	3	1667110	1742287	1739927	31.29	31.29	1667110	1667110	1667110	1667110	1597306.8	1599473.4	1	1	1	1	6	3	1742287	0	0	0	0	0 + 1 part	1447	99.982	1.001	0.00	3.10	4.77	840869	1740520	373827	373827	100309	100309	543775.4	544512.9	2	2	4	4
flye-ont-polypolish-careful	3	3	3	2	2	1742145	1742145	1742145	1725597	1725597	3	1666968	1742145	1739927	31.28	31.29	1666968	1666968	1666968	1666968	1597165.3	1599201.3	1	1	1	1	6	3	1742145	0	0	0	0	0 + 1 part	1447	99.982	1.000	0.00	5.63	13.56	840810	1740379	373810	373810	100257	100257	543747.0	544440.1	2	2	4	4
flye-hifi	3	3	3	2	2	1742304	1742304	1742304	1725756	1725756	3	1667125	1742304	1739927	31.29	31.29	1667125	1667125	1667125	1667125	1597320.1	1599502.3	1	1	1	1	6	3	1742304	0	0	0	0	0 + 1 part	1446	100.000	1.000	0.00	3.22	4.31	579695	1740538	373187	373187	291682	291682	400173.9	400720.6	2	2	4	4
