Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	19	14	12	10	8	1548705	1537650	1526373	1479726	1417855	19	399887	1548705	1559514	34.79	34.85	248857	248857	50247	50247	243679.7	241990.7	3	3	8	8	1	1	93599	0	0	0	0	0 + 0 part	0	99.269	1.000	17.18	11.24	0.90	399887	1548438	248833	248833	50247	33857	241649.4	239974.5	3	3	8	9
spades-short-only_broken	26	20	18	14	9	1548439	1533546	1522269	1438448	1267047	26	246339	1548439	1559514	34.79	34.85	153448	153448	27987	27987	142027.7	141019.1	4	4	13	13	1	1	89661	0	0	0	0	0 + 0 part	0	99.249	1.000	0.00	11.24	0.45	246339	1548172	153448	153448	27566	27566	140120.8	139125.7	4	4	14	14
spades-illumina-ont	9	8	8	7	7	1549614	1548058	1548058	1524237	1524237	9	462979	1549614	1559514	34.79	34.85	327579	327579	93599	93599	295751.6	293874.1	2	2	6	6	1	1	93599	0	0	0	0	0 + 0 part	0	99.351	1.000	6.45	11.23	1.23	462979	1549398	327492	327492	72421	72421	293731.4	291866.7	2	2	6	6
spades-illumina-ont_broken	10	8	8	7	7	1549514	1544120	1544120	1520299	1520299	10	462979	1549514	1559514	34.79	34.85	327579	327579	89661	89661	295314.4	293420.8	2	2	6	6	1	1	89661	0	0	0	0	0 + 0 part	0	99.338	1.000	0.00	11.23	1.16	462979	1549298	327492	327492	68483	68483	293401.7	291520.4	2	2	6	6
spades-illumina-hifi	12	10	10	9	7	1550345	1547619	1547619	1524793	1469204	12	440185	1550345	1559514	34.79	34.85	327581	327581	54296	54296	292361.5	290642.6	3	3	6	6	2	2	450008	0	0	0	0	0 + 1 part	1033	99.325	1.000	2.32	18.46	1.55	440158	1549069	259588	259588	54296	50233	266092.9	264528.5	3	3	7	8
spades-illumina-hifi_broken	14	12	12	11	9	1550309	1547583	1547583	1524757	1469168	14	440185	1550309	1559514	34.79	34.85	202526	202526	54296	54296	236772.5	235375.0	3	3	8	8	2	2	382073	0	0	0	0	0 + 1 part	1033	99.324	1.000	0.00	18.46	1.42	440158	1549033	191653	191653	54296	50233	216639.3	215360.6	3	3	9	10
flye-ont	151	108	53	10	0	1476630	1318230	925077	299149	0	151	37373	1476630	1559514	35.27	34.85	12944	12052	4947	3972	15087.7	14285.8	37	40	111	128	5	5	109526	1	0	0	0	0 + 16 part	81155	85.823	1.040	0.00	139.64	910.59	33325	1391401	11412	10704	3789	-	12612.1	11941.8	43	47	133	-
flye-ont-polypolish-default	151	108	53	10	0	1478821	1320171	926622	299540	0	151	37336	1478821	1559514	35.19	34.85	12941	12117	4949	4060	15109.3	14327.5	37	40	111	127	5	5	109670	1	0	0	0	0 + 16 part	81089	85.825	1.041	0.00	79.86	195.89	33340	1393658	11413	10706	3804	-	12623.6	11970.4	43	47	133	-
flye-ont-polypolish-careful	151	108	53	10	0	1478828	1320182	926635	299571	0	151	37336	1478828	1559514	35.19	34.85	12941	12117	4951	4060	15110.0	14328.3	37	40	111	127	5	5	109705	1	0	0	0	0 + 16 part	81089	85.823	1.041	0.00	88.54	243.75	33340	1393665	11413	10710	3804	-	12637.8	11983.9	43	47	133	-
flye-hifi	31	22	9	1	0	269569	234186	139019	25249	0	31	25249	269569	1559514	35.01	34.85	10293	-	4650	-	11827.1	2044.4	9	-	24	-	0	0	0	0	0	0	0	0 + 0 part	0	17.236	1.003	0.00	18.18	22.63	25248	269533	10292	-	4650	-	11824.9	2044.0	9	-	24	-
