Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	332	102	22	0	0	1459295	870748	281572	0	0	332	20717	1459295	1661137	32.73	33.10	6440	5475	2078	-	6870.6	6035.7	78	95	236	-	0	0	0	0	0	0	0	0 + 0 part	0	87.552	1.001	95.46	78.50	10.23	20717	1456045	6440	5475	2047	-	6856.4	6023.3	78	95	237	-
spades-short-only_broken	376	88	17	0	0	1432787	729708	219530	0	0	376	20717	1432787	1661137	32.72	33.10	5150	4257	1821	-	6156.4	5310.1	86	110	272	-	0	0	0	0	0	0	0	0 + 0 part	0	86.001	1.001	0.00	77.17	3.98	20717	1430565	5150	4257	1788	-	6144.4	5299.8	86	110	273	-
spades-illumina-ont	258	85	41	2	1	1445444	1020599	700365	98337	66172	258	66172	1445444	1661137	32.70	33.10	9555	8498	2286	-	13136.7	11430.9	44	56	167	-	0	0	0	1	0	0	0	0 + 0 part	0	86.463	1.005	50.71	98.35	47.96	66172	1442772	9555	8498	2286	-	13122.7	11418.7	44	56	167	-
spades-illumina-ont_broken	278	85	36	2	1	1430285	977595	628649	94281	62116	278	62116	1430285	1661137	32.68	33.10	8753	7048	2145	-	12370.6	10651.4	46	60	183	-	0	0	0	1	0	0	0	0 + 0 part	0	85.594	1.004	0.00	97.69	44.89	62116	1427948	8753	6935	2135	-	12357.2	10639.9	46	61	183	-
spades-illumina-hifi	261	83	37	6	2	1512672	1068937	738098	263301	117671	261	65182	1512672	1661137	32.76	33.10	9675	8908	2415	1171	15882.8	14463.3	39	47	168	245	1	1	24196	0	0	0	0	0 + 0 part	0	89.199	1.019	51.17	146.45	11.19	65182	1509714	9675	8908	2415	1102	15686.3	14284.3	40	48	169	248
spades-illumina-hifi_broken	282	80	34	6	2	1496386	1013818	687664	263301	117671	282	65182	1496386	1661137	32.76	33.10	9013	7189	2219	1010	15414.5	13885.7	41	51	184	281	0	0	0	0	0	0	0	0 + 0 part	0	88.149	1.020	0.00	147.63	7.96	65182	1494253	9013	7189	2188	-	15404.1	13876.3	41	51	184	-
flye-ont	18	18	18	14	8	2139689	2139689	2139689	2065995	1876493	18	569930	2139689	1661137	33.19	33.10	546999	546999	37108	206404	351850.0	453213.4	2	2	10	4	0	0	0	0	0	0	4	0 + 10 part	1218063	54.018	1.027	0.00	1083.65	1442.95	209726	921513	-	22584	-	-	35391.3	45587.0	-	16	-	-
flye-ont-polypolish-default	19	19	19	13	8	2150810	2150810	2150810	2040115	1879720	19	570757	2150810	1661137	33.06	33.10	548028	548028	37156	206734	351133.8	454641.7	2	2	10	4	0	0	0	0	0	0	4	0 + 10 part	1147491	58.123	1.039	0.00	1067.94	970.91	209821	1002869	-	25663	-	-	36805.7	47655.4	-	15	-	-
flye-ont-polypolish-careful	19	19	19	14	8	2164021	2164021	2164021	2069109	1879524	19	570744	2164021	1661137	33.13	33.10	547970	547970	37133	206699	349210.5	454928.7	2	2	10	4	0	0	0	0	0	0	4	0 + 11 part	1224592	54.949	1.029	0.00	1074.72	1107.30	209828	939316	-	22593	-	-	35167.3	45813.7	-	16	-	-
flye-hifi	1	1	1	1	1	1661144	1661144	1661144	1661144	1661144	1	1661144	1661144	1661137	33.10	33.10	1661144	1661144	1661144	1661144	1661144.0	1661151.0	1	1	1	1	0	0	0	0	0	0	0	0 + 0 part	0	99.394	1.000	0.00	0.06	0.61	1651080	1651080	1651080	1651080	1651080	1651080	1641077.0	1641083.9	1	1	1	1
