Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	1211	58	8	0	0	2597217	424989	103792	0	0	1211	20768	2597217	4602594	53.90	53.67	2319	1216	1189	-	3300.8	1862.6	327	943	973	-	0	0	0	2	0	8	0	0 + 5 part	4623	55.802	1.000	276.37	120.86	20.47	20768	2569076	2284	1184	1154	-	3266.4	1843.2	329	957	988	-
spades-short-only_broken	1167	35	5	0	0	2315176	261374	63311	0	0	1167	16332	2315176	4602594	53.91	53.67	2066	1008	1151	-	2886.2	1451.8	338	1154	951	-	0	0	0	2	0	0	0	0 + 3 part	3386	49.945	1.001	0.00	105.39	4.95	16332	2300911	2059	-	1136	-	2866.6	1442.0	339	-	960	-
spades-illumina-ont	660	216	85	12	2	3441867	2501145	1565060	449199	152277	660	100100	3441867	4602594	53.89	53.67	9169	5840	1947	-	14370.9	10746.7	102	179	407	-	2	2	114256	2	0	2	0	0 + 4 part	5717	73.977	1.005	135.74	331.54	330.66	78548	3422542	9169	5708	1881	-	13334.6	9971.7	103	181	414	-
spades-illumina-ont_broken	645	211	82	12	2	3338450	2399845	1471450	419099	104541	645	52364	3338450	4602594	53.91	53.67	8982	5440	1963	-	12666.9	9187.8	103	193	402	-	2	2	56307	2	0	0	0	0 + 3 part	4155	71.907	1.005	0.00	333.88	331.72	52364	3327530	8968	5440	1927	-	12300.2	8921.9	105	194	408	-
spades-illumina-hifi	411	204	119	48	9	4392753	3907775	3287196	2177006	807361	411	223745	4392753	4602594	53.50	53.67	24992	23192	4560	2833	38712.3	36947.3	49	54	214	267	4	4	163760	2	0	2	0	0 + 9 part	273192	88.562	1.003	638.46	124.83	18.93	95011	4089561	19540	18304	1962	-	25109.1	23964.3	62	68	316	-
spades-illumina-hifi_broken	408	205	120	47	7	4147457	3671153	3055689	1921709	530937	408	98153	4147457	4602594	53.90	53.67	21944	18461	4350	1019	28311.5	25511.8	54	65	219	403	4	4	163760	2	0	0	0	0 + 8 part	88822	87.843	1.003	0.00	124.70	17.57	95011	4056905	20385	17712	3353	-	25986.4	23416.7	58	70	244	-
flye-ont	37	36	27	11	2	727419	723752	657026	404609	108736	37	55265	727419	4602594	54.20	53.67	27522	-	10980	-	28362.7	4482.6	10	-	27	-	2	2	64451	0	0	0	1	3 + 5 part	97402	13.540	1.010	0.00	874.89	1769.47	55198	629566	21263	-	-	-	21752.9	3437.9	12	-	-	-
flye-ont-polypolish-default	44	43	33	14	3	913623	909956	834008	531701	171647	44	63104	913623	4602594	54.55	53.67	27739	-	11071	-	30239.6	6002.6	12	-	32	-	2	2	64356	0	0	0	1	3 + 6 part	102079	17.310	1.017	0.00	827.16	1589.55	63083	810608	23516	-	-	-	24611.9	4885.5	14	-	-	-
flye-ont-polypolish-careful	43	42	32	14	3	898251	894584	818635	531727	171664	43	63104	898251	4602594	54.52	53.67	28067	-	10986	-	30496.3	5951.7	11	-	32	-	2	2	64364	0	0	0	1	3 + 6 part	102092	17.006	1.016	0.00	825.55	1591.23	63083	795232	24467	-	-	-	24771.0	4834.3	13	-	-	-
flye-hifi	48	47	44	38	27	3997413	3996333	3975158	3866582	3469502	48	602525	3997413	4602594	53.86	53.67	112068	107631	39388	-	201492.7	174999.0	9	12	30	-	2	2	699937	1	0	0	0	0 + 0 part	0	86.374	1.006	0.00	2.05	37.67	345598	3997370	112067	107630	37218	-	156819.6	136199.8	10	13	32	-
