Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
spades-short-only	5	5	4	4	4	1978182	1978182	1973028	1973028	1973028	5	1063511	1978182	1983966	37.03	37.08	1063511	1063511	752983	752983	865234.4	862711.9	1	1	2	2	2	2	1116538	0	0	0	0	0 + 0 part	0	99.691	1.000	0.00	4.75	0.76	987398	1977979	752983	752983	103507	103507	788964.4	786664.3	2	2	3	3
spades-short-only_broken	5	5	4	4	4	1978182	1978182	1973028	1973028	1973028	5	1063511	1978182	1983966	37.03	37.08	1063511	1063511	752983	752983	865234.4	862711.9	1	1	2	2	2	2	1116538	0	0	0	0	0 + 0 part	0	99.691	1.000	0.00	4.75	0.76	987398	1977979	752983	752983	103507	103507	788964.4	786664.3	2	2	3	3
spades-illumina-ont	2	2	2	2	2	1978225	1978225	1978225	1978225	1978225	2	1925198	1978225	1983966	37.03	37.08	1925198	1925198	1925198	1925198	1875013.8	1869588.1	1	1	1	1	3	2	1978225	0	0	0	0	0 + 0 part	0	99.700	1.000	0.00	1.21	0.15	1091245	1977995	1091245	1091245	757988	757988	896431.3	893837.3	1	1	2	2
spades-illumina-ont_broken	2	2	2	2	2	1978225	1978225	1978225	1978225	1978225	2	1925198	1978225	1983966	37.03	37.08	1925198	1925198	1925198	1925198	1875013.8	1869588.1	1	1	1	1	3	2	1978225	0	0	0	0	0 + 0 part	0	99.700	1.000	0.00	1.21	0.15	1091245	1977995	1091245	1091245	757988	757988	896431.3	893837.3	1	1	2	2
spades-illumina-hifi	2	2	2	2	2	1978225	1978225	1978225	1978225	1978225	2	1925198	1978225	1983966	37.03	37.08	1925198	1925198	1925198	1925198	1875013.8	1869588.1	1	1	1	1	3	2	1978225	0	0	0	0	0 + 0 part	0	99.700	1.000	0.00	1.21	0.15	1091245	1977995	1091245	1091245	757988	757988	896431.3	893837.3	1	1	2	2
spades-illumina-hifi_broken	2	2	2	2	2	1978225	1978225	1978225	1978225	1978225	2	1925198	1978225	1983966	37.03	37.08	1925198	1925198	1925198	1925198	1875013.8	1869588.1	1	1	1	1	3	2	1978225	0	0	0	0	0 + 0 part	0	99.700	1.000	0.00	1.21	0.15	1091245	1977995	1091245	1091245	757988	757988	896431.3	893837.3	1	1	2	2
flye-ont	2	2	2	2	2	1976733	1976733	1976733	1976733	1976733	2	1923922	1976733	1983966	37.18	37.08	1923922	1923922	1923922	1923922	1873932.8	1867101.0	1	1	1	1	4	2	1976733	0	0	0	0	0 + 0 part	0	99.696	0.999	0.00	38.40	346.47	1092690	1976504	1092690	1092690	256329	256329	767031.8	764235.4	1	1	3	3
flye-ont-polypolish-default	2	2	2	2	2	1983014	1983014	1983014	1983014	1983014	2	1930045	1983014	1983966	37.08	37.08	1930045	1930045	1930045	1930045	1879905.7	1879003.7	1	1	1	1	4	2	1983014	0	0	0	0	0 + 0 part	0	99.696	1.002	0.00	0.20	0.45	1096175	1982784	1096175	1096175	257142	257142	769459.9	769090.7	1	1	3	3
flye-ont-polypolish-careful	2	2	2	2	2	1982962	1982962	1982962	1982962	1982962	2	1929993	1982962	1983966	37.08	37.08	1929993	1929993	1929993	1929993	1879853.8	1878902.5	1	1	1	1	4	2	1982962	0	0	0	0	0 + 0 part	0	99.696	1.002	0.00	1.21	3.28	1096154	1982732	1096154	1096154	257137	257137	769442.4	769053.1	1	1	3	3
flye-hifi	2	2	2	2	2	1983041	1983041	1983041	1983041	1983041	2	1930070	1983041	1983966	37.08	37.08	1930070	1930070	1930070	1930070	1879928.9	1879052.4	1	1	1	1	3	2	1983041	0	0	0	0	0 + 0 part	0	99.697	1.000	0.00	0.20	0.05	1096179	1977949	1096179	1096179	757916	757916	899019.5	898600.3	1	1	2	2
