Label	WallSeconds	PeakRAMGiB	ExitStatus	Command	MeasurementStatus
transmission-primary	3.21	0.074	0	conda run -n metagenome-strain-transmission-2026.07 python ${PROJECT_ROOT}/scripts/summarize_article53_transmission.py --project-root ${PROJECT_ROOT} --work-dir ${ARTICLE53_WORK_DIR} --output-dir ${ARTICLE53_WORK_DIR}/summary	GNU time exact
transmission-replay	3.29	0.073	0	conda run -n metagenome-strain-transmission-2026.07 python ${PROJECT_ROOT}/scripts/summarize_article53_transmission.py --project-root ${PROJECT_ROOT} --work-dir ${ARTICLE53_WORK_DIR} --output-dir ${ARTICLE53_WORK_DIR}/replay-summary	GNU time exact
