AssumedCHDPrevalence	ExposureR2	OutcomeLiabilityR2	CorrectCausalDirection	SteigerPValue
0.03	0.0158071603884064	0.00169848793784073	TRUE	1.73262632867953e-187
0.06	0.0158071603884064	0.00169860832151261	TRUE	1.75822888851775e-187
0.1	0.0158071603884064	0.00169876785074062	TRUE	1.79273837757355e-187
0.2	0.0158071603884064	0.00169916176214123	TRUE	1.88086775819516e-187
