id.exposure	id.outcome	outcome	exposure	egger_intercept	se	pval
ieu-a-2	ieu-a-7	Coronary heart disease || id:ieu-a-7	Body mass index || id:ieu-a-2	-0.00171930408495601	0.00398596236458835	0.66742659211265
