AssetID	File	ExpectedBytes	ObservedBytes	ExpectedSHA256	ObservedSHA256	ChecksumPass
cook-article-xml	PMC10926689.xml	140775	140775	74d28ef0c7d21a14eaf80a8f517f5f9eadf5385f586b8f20cf280535491d4c4e	74d28ef0c7d21a14eaf80a8f517f5f9eadf5385f586b8f20cf280535491d4c4e	True
deeppl-article-xml	PMC11521287.xml	157363	157363	a28b8f2478ace607d497eb61f23e5c097107e30810d2ee077473cfd36b6f44eb	a28b8f2478ace607d497eb61f23e5c097107e30810d2ee077473cfd36b6f44eb	True
cook-supplement-workbook	mgen-10-1198-s002.xlsx	376869	376869	4f7b44c6c276a6b2b60142543c5f2515917370ddac340a40bd85b37f13475642	4f7b44c6c276a6b2b60142543c5f2515917370ddac340a40bd85b37f13475642	True
ena-run-filereport	ena-prjeb56639-filereport.tsv	3158	3158	c56c6b024f43dccbb56b22b8aeccdd7b3345a00081b7b19afce713b099eeb096	c56c6b024f43dccbb56b22b8aeccdd7b3345a00081b7b19afce713b099eeb096	True
