Label	Command	ExitStatus	Stdout	Stderr	Timing
genomad	conda run -n metagenome-virus-discovery-2026.07 genomad end-to-end --cleanup --restart --threads 16 --splits 16 ${ARTICLE55_WORK_DIR}/input/cook15-phage-reference.fna ${PROJECT_ROOT}/results/55-virus-taxonomy-abundance/genomad ${PROJECT_ROOT}/db/virus-discovery-cache/databases/genomad_db	0	${ARTICLE55_WORK_DIR}/logs/genomad.stdout.log	${ARTICLE55_WORK_DIR}/logs/genomad.stderr.log	${ARTICLE55_WORK_DIR}/logs/genomad.time.txt
makeblastdb	conda run -n metagenome-virus-discovery-2026.07 makeblastdb -in ${ARTICLE55_WORK_DIR}/input/cook15-phage-reference.fna -dbtype nucl -out ${PROJECT_ROOT}/results/55-virus-taxonomy-abundance/votu/cook15	0	${ARTICLE55_WORK_DIR}/logs/makeblastdb.stdout.log	${ARTICLE55_WORK_DIR}/logs/makeblastdb.stderr.log	${ARTICLE55_WORK_DIR}/logs/makeblastdb.time.txt
blastn	conda run -n metagenome-virus-discovery-2026.07 blastn -query ${ARTICLE55_WORK_DIR}/input/cook15-phage-reference.fna -db ${PROJECT_ROOT}/results/55-virus-taxonomy-abundance/votu/cook15 -out ${PROJECT_ROOT}/results/55-virus-taxonomy-abundance/votu/all-vs-all-blast.tsv -outfmt '6 std qlen slen' -max_target_seqs 10000 -num_threads 16	0	${ARTICLE55_WORK_DIR}/logs/blastn.stdout.log	${ARTICLE55_WORK_DIR}/logs/blastn.stderr.log	${ARTICLE55_WORK_DIR}/logs/blastn.time.txt
anicalc	conda run -n metagenome-virus-discovery-2026.07 anicalc -i ${PROJECT_ROOT}/results/55-virus-taxonomy-abundance/votu/all-vs-all-blast.tsv -o ${PROJECT_ROOT}/results/55-virus-taxonomy-abundance/votu/ani.tsv	0	${ARTICLE55_WORK_DIR}/logs/anicalc.stdout.log	${ARTICLE55_WORK_DIR}/logs/anicalc.stderr.log	${ARTICLE55_WORK_DIR}/logs/anicalc.time.txt
aniclust	conda run -n metagenome-virus-discovery-2026.07 aniclust --fna ${ARTICLE55_WORK_DIR}/input/cook15-phage-reference.fna --ani ${PROJECT_ROOT}/results/55-virus-taxonomy-abundance/votu/ani.tsv --out ${PROJECT_ROOT}/results/55-virus-taxonomy-abundance/votu/votu-clusters.tsv --min_ani 95 --min_tcov 85	0	${ARTICLE55_WORK_DIR}/logs/aniclust.stdout.log	${ARTICLE55_WORK_DIR}/logs/aniclust.stderr.log	${ARTICLE55_WORK_DIR}/logs/aniclust.time.txt
