Exposure	Label	N	Minimum	Q05	Median	Q95	Maximum	MaximumIPTW
0	Insufficient	71	0.0643835715850472	0.120912494303598	0.224371609845165	0.391042437585739	0.418382578940312	1.71934327238347
1	Sufficient	23	0.105593815631906	0.177278451284048	0.25130669544095	0.390958316591081	0.418382578940312	9.47025158638028
