IndexName	AssetName	ExpectedBytes	ObservedBytes	ExpectedSHA256	ObservedSHA256	Status
human-t2t-hla	human-t2t-hla.tar	3934284979	3934284979	5b584f5c28abeec5dba78bd37b53fa476dd42af57051d2fb7d2f2098e3a2df13	5b584f5c28abeec5dba78bd37b53fa476dd42af57051d2fb7d2f2098e3a2df13	VERIFIED
