Category	CheckID	Status	Detail
Controls	fragment-total-invariant	PASS	169457769/169457769
Controls	fragment-n50-lower	PASS	50000
Controls	chimera-total-invariant	PASS	169457769/169457769
Controls	chimera-n50-invariant	PASS	2013697/2013697
Controls	chimera-misassemblies-increase	PASS	323/284
Controls	block-count	PASS	20
Controls	block-size	PASS	{'100000'}
