	PRISM.7122	PRISM.7147	PRISM.7150	PRISM.7153	PRISM.7184	PRISM.7238	PRISM.7406	PRISM.7408	PRISM.7421	PRISM.7445	PRISM.7486	PRISM.7496	PRISM.7506	PRISM.7547	PRISM.7658	PRISM.7662	PRISM.7744	PRISM.7759	PRISM.7762	PRISM.7776	PRISM.7791	PRISM.7843	PRISM.7847	PRISM.7852	PRISM.7855	PRISM.7858	PRISM.7860	PRISM.7861	PRISM.7862	PRISM.7870	PRISM.7874	PRISM.7875	PRISM.7879	PRISM.7897	PRISM.7899	PRISM.7904	PRISM.7906	PRISM.7908	PRISM.7909	PRISM.7910	PRISM.7911	PRISM.7912	PRISM.7938	PRISM.7941	PRISM.7947	PRISM.7948	PRISM.7955	PRISM.7971	PRISM.7989	PRISM.8095	PRISM.8096	PRISM.8101	PRISM.8106	PRISM.8129	PRISM.8226	PRISM.8244	PRISM.8264	PRISM.8275	PRISM.8283	PRISM.8332	PRISM.8336	PRISM.8361	PRISM.8374	PRISM.8377	PRISM.8406	PRISM.8441	PRISM.8444	PRISM.8447	PRISM.8452	PRISM.8458	PRISM.8462	PRISM.8464	PRISM.8466	PRISM.8467	PRISM.8475	PRISM.8480	PRISM.8483	PRISM.8485	PRISM.8496	PRISM.8502	PRISM.8503	PRISM.8511	PRISM.8513	PRISM.8515	PRISM.8523	PRISM.8534	PRISM.8537	PRISM.8550	PRISM.8564	PRISM.8565	PRISM.8573	PRISM.8577	PRISM.8589	PRISM.8591	PRISM.8592	PRISM.8605	PRISM.8624	PRISM.8628	PRISM.8629	PRISM.8667	PRISM.8675	PRISM.8683	PRISM.8692	PRISM.8696	PRISM.8728	PRISM.8734	PRISM.8735	PRISM.8746	PRISM.8749	PRISM.8753	PRISM.8754	PRISM.8758	PRISM.8764	PRISM.8765	PRISM.8774	PRISM.8776	PRISM.8778	PRISM.8783	PRISM.8784	PRISM.8785	PRISM.8788	PRISM.8789	PRISM.8794	PRISM.8795	PRISM.8800	PRISM.8802	PRISM.8803	PRISM.8805	PRISM.8806	PRISM.8807	PRISM.8809	PRISM.8815	PRISM.8841	PRISM.8843	PRISM.8844	PRISM.8846	PRISM.8847	PRISM.8849	PRISM.8878	PRISM.8882	PRISM.8892	PRISM.8894	PRISM.8898	PRISM.8924	PRISM.8932	PRISM.8982	PRISM.8998	PRISM.9010	PRISM.9018	PRISM.9030	PRISM.9033	PRISM.9074	PRISM.9079	PRISM.9126	PRISM.9148
MT038	9.4092322134881	4.791359254308535	6.898620685324895	4.691430447627867	7.687231520473711	8.212394800308203	5.273168775015066	5.273578877905376	7.83266079680091	7.325695580598704	9.061393628155434	8.438729902470689	6.26883488590847	8.072938397249265	8.621448696775	4.139736896809113	4.505870157311869	8.386467003380776	6.064361786620647	8.77565137553655	5.036536931618909	5.887846956118577	7.4895518166187065	6.758345344044983	7.839576781654277	6.447602173628822	7.833921091353471	9.422536215221887	8.056404573237376	9.008550939850357	8.837583954367613	7.938424145298867	4.6773140877605766	8.900032250120628	7.656767537383476	7.685216034066265	6.294577572644994	7.719551786526424	4.375632485604107	5.477287480191808	9.133145023392208	4.271579593439588	8.106227985462477	7.749469005646839	6.895954927896356	8.978601234228043	5.86604870556171	6.150781856886599	7.234465738401396	6.979247690680763	8.8867796222095	4.563456127029977	8.914776654131893	8.640187513589575	7.593117233157766	7.882269634936093	4.747294553030633	7.706711874429572	9.276736541615865	7.0552869586216564	6.9838548380380026	9.249339906825192	8.376781037699493	8.803185336745203	8.269925990621445	4.866941967279777	4.520460521660699	4.396700938490882	8.560294825582453	8.05890625288325	9.59286433278278	8.330996134563886	7.487084054341865	9.158371059666313	9.392386890950704	8.65815267731939	7.969900659293587	9.149878861856312	8.37329510698664	8.440892971889406	6.652333857108344	9.23326556995056	8.43021817740183	8.156570465229407	8.033619504001802	8.652134839163383	6.360492132060582	9.469923850563067	7.984530873041072	8.386767827230171	7.916001478993438	4.780190150920524	7.281750359620814	8.9460857218551	9.035922697050704	8.184022698036856	8.886362158969922	4.275107961274088	9.055342500049687	7.212146964996865	8.195444036347906	6.490415444559055	3.9769995556169833	8.375680317053932	5.076429276812029	7.149830490175204	6.588660967735955	8.787006565325536	6.288516336344646	8.556711937076496	4.609055627873069	7.923916684871488	4.029839818291851	3.9832193142297836	8.58378585136537	3.4999772925572383	4.071640429627638	8.724470740747167	8.778604694458366	7.746391449290455	4.834176517570676	4.541884213417279	7.535339413758322	8.019379214491025	9.063653104800089	5.251058030063776	7.6265799528318565	7.706891777462323	8.271328457965003	8.1916320121215	7.220008005368123	9.679011864321426	7.406340291203224	9.098562643313885	7.66132941476494	9.09035453693771	9.358148120738262	8.269326527046521	9.244519551776277	8.029765032956249	8.086890160160634	4.4536295969084705	8.68289574779175	3.4585665140401343	6.600338416933147	4.240614268598483	5.1685161510116115	5.336008063669663	6.25051563676061	8.645867808979416	3.8039432404050975	5.883467224795652	5.002293934820492	8.900572187059296	7.540207210231585
MT039	6.7035831272371	3.469245362436002	3.517874620965863	2.661363822423404	6.121235440409693	4.710232657235094	4.6468206372432785	4.211576334849826	6.836507366801068	3.9042569273570904	6.012849255586813	7.081128586005257	3.780879616394926	6.44092421183499	6.114367785458937	2.516332639787853	0.0	6.966778619431598	5.051764441440253	4.981034824319965	3.229194404741058	2.9732156667448733	5.912497094473826	6.377728147211558	3.9391730837793966	3.8388499806902314	6.105910911150769	8.312814964880042	6.399045748044957	7.306356887068898	8.607536511313839	4.285914883697204	3.5243555748705337	5.5045995607868345	6.38525847788898	4.7318645090285045	3.858297281396606	5.686426052957964	0.0	3.5699185375280966	7.6873370035288735	5.432113724066261	4.5865723126842965	4.90248570740811	3.8574928992654085	3.9241590646476454	3.98152108261054	5.387956953432996	4.3722780209744405	3.9304305423911288	5.850076658598535	3.4849409250950147	5.582379143631646	5.174153390926726	3.7433415973922495	5.754323486149919	4.243748278739921	3.9671019252850943	7.3260642175021164	4.04681435397474	3.933551593377338	7.481155621888177	5.559115019905522	6.679411982393262	6.967749113658894	3.2158191580182978	2.7278332203630162	2.7098618923314763	6.26855257531758	6.682530814068238	4.827737571350573	7.046603760800945	3.560477739309412	7.058990283785639	5.655306261199086	0.0	5.315833067094057	4.638721009499173	7.022529347790387	4.312652440492672	3.7854638217959917	7.440123192424423	6.633282906333513	5.924226385217292	4.1068049415862875	5.323078269489496	4.460870162079623	5.220377446466203	6.80184572374077	4.037333196393592	5.610460317424828	3.401127379212041	4.462803303701105	4.518096988905821	5.902146876302481	4.693318416514784	6.638586113605957	0.0	7.220534760132069	5.482287563587516	5.405668399810583	2.654698649605145	3.056987284868502	5.845238633210195	3.4238586642052344	4.711761943356662	6.196307662271712	4.925984764475747	3.626293691767912	5.893873768714516	3.296136821013327	5.4855062254520925	3.1998438605350197	2.5118974325692287	5.1605943441620985	2.9191805486365485	2.4146808757317824	5.473752768104036	6.380896813341569	4.7190076704063	3.374596699864976	3.347508237060036	6.129261516709757	5.024978601945018	5.77880954811641	3.754798272203224	6.301442459745473	4.928282141621751	4.765978653479416	6.682646046982893	5.6735569168492255	5.40210965317727	5.809264982872633	4.682112708434231	6.099432909375974	7.010645746581391	5.617447232672136	5.357906157959694	5.597336184573418	4.884739438329322	7.837795058035904	0.0	5.772446847749018	0.0	4.794905856854373	0.0	4.565128095596866	3.725481356558485	5.247339811783169	5.546832324410108	2.520957279429364	4.189294070931819	3.8786688900887434	4.778316444846594	5.162291436579325
MT040	7.60528285160106	5.469173445232713	7.303250856052811	5.862417371053506	8.136822566357205	5.89083172715334	4.422132773030242	7.327990765993752	7.47022983388943	8.189522110748094	7.120282677833157	6.956640676711948	5.298662307049221	6.573330943978225	7.773552396639306	7.965764299207699	7.656204707326737	7.679824539546916	6.326907682958023	7.411562330088981	7.056666542723476	7.263091326999619	7.908956849926689	8.001247817400017	7.588242661395292	8.028354083035728	8.400688588216726	7.388952278069054	7.32503037384966	7.9616595601302675	7.415921369322222	6.706173835581625	6.571987394246885	8.05692442426739	7.6164607984579344	7.502180967823899	6.818337007745063	8.341612861408619	8.12416245508825	7.875240900402245	7.478395785049286	7.2773306533933795	7.533276510533634	7.261800768934766	7.108816807150144	6.508471029949054	8.42138248637005	6.460810147400146	6.873686471940746	7.282603091508953	5.815288070573741	6.781548992142682	6.643919933004637	7.287006451207592	5.938498802323027	5.991337038979166	3.5091964133730245	7.832791655970856	5.735168086229434	5.075055058182487	0.0	6.72492919493571	7.334499048694683	8.246868930066173	7.422194366317963	7.252408247693544	6.307836112022192	6.346150263845537	2.392433109581358	7.408997124706269	7.925453925267602	6.87117324146028	7.014643626909618	7.649206791428406	8.093129191231869	2.8099085914718644	7.994092536774634	7.978139546193693	7.215262037310334	4.516510542261958	7.207748754148067	6.7933685941910085	7.196207055136008	5.910007715031681	7.610357618312838	5.392208357962565	6.622979645408602	5.476283619426637	7.3057324221243976	6.861045150038759	6.781661302937398	7.24463457560033	7.728288130849186	6.600296258904451	7.167130465218383	7.098069806705016	7.14775594736277	6.2813317304651	0.0	6.415573114204232	6.9646175378614235	7.59860482199336	5.488297025083813	5.5822022387514325	5.250098289277435	5.4132296187794	5.4393567535128735	5.135245342945443	6.394653733937672	6.64895475683485	6.277723732736267	4.039812695984032	6.008132364055712	5.693971167472128	7.150560271155602	6.89207295158003	5.772702010120799	6.298202644688481	4.344461051037737	7.806244499990393	6.702401300717571	6.35581595148623	6.266984206355501	5.804230945953007	6.618716286330401	5.724454005392179	4.63270752898118	5.2027531544802486	5.133130174519502	6.854857540267145	5.4119406513135	6.129520687603921	5.32696798952932	5.149463467311324	4.6998165091246955	5.4089638866351	5.394899464394281	2.875974163722075	5.893686324189277	6.733835131308918	7.596593187953984	5.229877913325516	6.984058696523855	3.8698751323192186	8.319873320111485	4.507077638987644	6.717724885309355	5.771344545257801	5.004100656448915	6.872957808849963	4.217950611181273	4.789115423898144	6.892481222214285	6.265652861928501	7.197135908069499
MT041	6.7007926082717315	3.17243809156231	5.602259032451813	3.3665541757185813	7.926642309584252	6.4001610951523435	3.8003090157981445	2.5351322911034555	6.2454883572523405	7.1891677384203225	5.986655502165482	5.027879094830768	2.8725302064331664	3.9065319571788613	5.863219158912697	4.802363934779733	4.70950317392007	5.37322537572963	5.6481464308345135	6.389497102098821	5.9303149437628555	7.14118177909336	6.094526422916305	6.691507894355769	4.422269661624754	7.24231855183374	5.363383873276682	4.45379249121486	5.612218934092075	4.362475500750592	4.939661891222579	8.1739589438439	4.126832726647546	6.177971084641247	6.165598510181058	5.321750649930775	6.817959665965734	6.302457790594104	4.339652655197766	4.952963807480508	5.03632903141026	7.209680435421924	7.262923087763028	7.4303039188916395	7.385795279916317	4.696664001821505	6.579034521867821	6.0385556496417045	7.228098133673466	8.125571815128723	5.44721570552229	3.27001370717992	5.910254491682439	6.5496464503791065	6.4492279444271805	3.5040818344047135	6.7866526144497765	6.9016667816415795	3.5186574021918067	3.1141106874931004	5.70647551184085	5.177143588817544	4.616733077352544	4.388008706351429	2.3386749485852456	4.356358765425297	4.562900268733454	4.979756754717962	7.843578013301576	4.295531488050788	6.906458438447837	6.659673334876077	7.0651692000699065	5.938111237608711	6.094709075643243	6.452225594986785	6.676832800111336	6.001343093206469	5.269881883147574	6.523638661530988	4.698797131766716	4.658597202370943	5.119405988479298	4.499431821176485	7.328017041333033	7.097019347342666	4.9445809580248214	7.946061853310749	5.050451983466579	6.729067511969804	5.201723863636755	5.445521115084667	6.144513906418658	6.236083835093887	4.947972346304174	6.509682281776023	6.431004136383105	4.2510590954237895	4.584258043407405	5.754320317095105	5.497709062620882	6.7919021298961235	3.8999463756026853	4.943148430866511	0.0	4.121074123213999	4.282772437447816	3.9686528351476755	4.54128211992541	3.8495431637550883	4.214877886439352	3.3212266158451857	3.002817116677202	0.0	2.5628086061492215	3.176047652651857	0.0	3.543469215102143	0.0	0.0	5.62285437513896	3.6776718832656714	4.577991159831857	3.670336083620997	5.23521780960472	0.0	3.164056320704092	5.76472077276128	3.7517556568655626	7.183263550502209	4.641781728984658	6.16026383878033	8.30845537740963	2.2521388082136116	5.589141995991056	2.819931410750165	4.134992141532908	6.2926074891756105	4.551889655195701	7.932268826223153	6.295712396255598	3.3204319128597093	5.226799882335098	2.6705006241559963	7.491768165464682	3.058336111899144	7.454748884130572	0.0	4.94741146392922	3.4933389102256984	4.78525591184047	5.298327366498037	7.871124234300576	7.583110110282335	7.615180047960214
MT042	5.673268282842012	6.467636612374093	8.436486263197068	4.7686911133183285	6.138100634404408	6.052169165724587	9.920413497125722	5.931494242429392	5.378892240288398	6.277588531370528	4.566958323773528	4.896361095265521	6.53021414236202	6.911568001310054	6.210989559399477	5.386818050635756	6.364597560952786	6.320223181674939	6.025525336104728	8.828070658625961	5.436787170123479	8.994847479592496	6.364203274825086	8.65506813714124	7.068938316573527	5.763054024620901	5.786412601303152	5.075036305779835	5.60416469712666	5.30985060236171	4.250399142765335	9.957165750778335	5.5861356797186295	7.01632264718743	6.190272372140325	5.988510187281546	6.246381921421144	6.736672727294386	6.3997257425181475	8.771917576956639	6.582670360055757	5.377710632610785	6.572250374344444	4.680129224453546	7.290920243595332	7.107425474110705	7.296657306790831	8.0107944213253	9.9644038965034	7.658812812826916	7.229621363213988	5.718135640047051	10.102002289224833	6.441531696349664	10.45318863755513	5.68403884561959	9.701408087446085	6.334779391032346	4.921199161579719	5.404108789352042	11.219002626048955	6.877302257045308	6.9301232404440825	7.145724386614907	6.056502943287204	5.442041016204774	6.8275620599823394	5.411351365582162	10.668194640259147	6.077410565137563	6.684937924459969	6.3244951538236815	4.743034677166848	6.669259482713255	8.332657184536556	11.574236909693331	4.93835846488931	4.5460197894673495	5.415206669611066	10.98884910332792	4.988839481725798	8.125095342085567	7.577208972659349	6.770192915758133	10.884644251931435	9.11260625681273	6.222086068578148	9.000341302205786	6.7628913435466105	9.929350212061856	5.522080725741652	4.552574991865156	6.0371355660835455	7.178209805767292	6.529699090958572	9.751576862058467	6.396519571143165	4.674089721452689	9.906353441949173	7.675012217408495	6.011828291458342	6.086224575606826	7.2678603333600345	6.23095967966398	5.3630699272775	6.900769938198404	8.465244945752811	8.052022663895634	6.03392280222343	6.741008601609962	7.1153871437322564	6.148895555056811	5.555096834260001	5.760644733535487	5.0127397448522775	5.749685936624575	5.564026032265917	4.886741123434011	6.618792386630633	5.632780443301478	6.223615410515479	5.841736987512819	6.259623528189776	5.140065789524472	8.607487174753519	5.477542467600573	5.8988008622445625	9.720729900666537	6.418568830319628	7.27722008284926	9.217693273021366	8.454479138257655	10.89793675648789	4.8100764442310044	7.218528682657316	4.964437766139161	6.028285749120233	10.190090292718342	6.131802410565274	10.302870870661707	7.7583761833662725	5.637742382280151	6.354192633757305	5.389861372304693	8.940397361224392	4.959215675940721	8.602326305574094	5.331679606154438	4.7355403371499465	6.196731255612153	5.848707875002721	8.315079455271523	6.359771081058646	8.248175844193613	6.321620449049137
MT043	5.8788444107208955	2.590774536711255	6.6754372707467216	3.0382025089786033	5.583849629815117	8.967358842740968	2.7922810493354704	5.528071022901853	5.837409696022337	8.30822371165791	6.738886822067929	4.202925387113685	2.4120939921981837	3.5941620985545897	4.466948956105649	6.8577884728409675	7.71744917571483	4.6238447262529	6.898639859493456	7.520429659392035	8.47929192740696	9.10933480419661	5.781829345818564	5.507479633621696	6.991241282471887	5.575286004557154	5.698099691520703	6.7964325803378705	6.777397131998232	6.4188297544818695	6.084071075337992	6.856751416389374	6.434721463355349	6.270188490061992	6.342323863016654	6.548164660019649	4.381701581849936	6.289821316709179	6.798769310415937	5.335699852735367	6.118779784409519	5.889628369224962	8.199475189582525	5.185193460272377	4.876250203842252	5.960897086341418	7.174846813817909	5.220961047299808	6.983178100627997	5.659098867029561	6.662118132964457	4.247140038461373	7.061102779204137	6.7144071523976	7.568699464501982	3.8026210006106	3.5908889354085054	6.970786414584768	3.2543086036171114	3.3842343189836943	5.260854307814826	8.060912569502042	6.091886638798483	7.310189130804909	5.5002372814106195	7.553706024711108	6.974282446451186	4.270997303824127	3.974287693365299	6.006296507750742	5.792357905653208	6.1091898033173875	5.913208367642164	5.9043749852438125	5.162829776101292	5.701075480718601	5.514005192890865	8.098487816545752	6.661710228825223	6.529437816184333	6.5976053506657975	6.48588788585577	8.377965606246834	4.940985063739155	7.7257317232351985	6.125665403091895	8.316050829181245	4.768597702595559	6.780386572226135	6.109980647340194	5.562844674564576	6.876085029203293	4.845737065722233	7.052539371830329	4.032616310797151	7.79916708090992	7.000316228568469	5.037381082031697	4.882316956524489	4.980162340812607	4.69101755244691	6.2015086743757735	2.7946559402763884	4.767084933004384	3.1068084238077005	2.2517559014204376	3.832735179426399	4.6666038921721835	4.966982908907868	4.0010169158989255	2.370207292205463	8.62778241353235	2.5073120959606703	2.657970205457687	4.004414384219632	3.947627572815687	3.5531771353049018	3.85158274161673	3.3763854286176618	4.799486187630414	2.7060548784359457	2.947644362746936	3.4170805732896934	2.568910731617264	4.1447540495005155	3.1683485528000968	3.976489648982586	7.665476917533917	6.633674948668581	6.689586831290671	5.363444776756397	5.655558150369184	4.551308332517294	4.479000203007399	5.040912284980528	4.265393094344526	2.797848247275653	5.962046035025313	3.2475993268873187	5.548601264014419	7.961683960023607	3.8641575136174295	4.841490540658863	2.6587409022056603	5.8032929119249825	3.0678761753264765	5.4711776395524785	2.994801840835685	5.379026006285742	3.5492322551555	2.835452012836903	6.251923150803003	3.9529326761047345	4.489275491293133	4.644967655862158
MT044	5.167103286878675	4.422411333594352	5.0469479367545755	4.479618300816953	4.3045852281807875	3.4952704329020445	5.5870875967413784	4.407900256914806	5.7459028259464064	7.377340070527607	4.296614432867189	5.457830784015982	6.423680311183304	3.8905868847077283	6.147069882696062	4.4759176260884095	3.7255175081493395	6.610936930910964	6.031624722674379	6.031168316647662	5.676058355021442	5.347731145752995	4.9189000499213655	5.4836095067868245	4.236600493469248	5.961543854391978	4.231216826249086	5.127736615957102	4.789157022101107	4.237236384019231	5.892326299593001	6.195543518701883	4.481006210366781	5.047789771489809	7.1450147305317575	4.740836797409625	5.847198601923101	4.634728988229636	4.39483549978464	4.520459433259087	5.822240837783203	4.283738274489617	7.185538519254671	4.708565772436312	4.583307939130957	5.216450913528139	5.924969446449787	6.845282888592323	5.270391031107195	6.4168548240234164	7.044006718921564	5.963844090061016	7.111846481470871	6.423402795546925	4.850959378226159	5.096892497879864	5.468114991951473	5.725680943357317	4.364420044322507	4.401750827521611	5.856552201406528	5.118251264303114	4.200732549849773	2.963611893270999	6.127663628285157	4.540926021523344	4.184278193043609	4.027085900409621	6.0581484215785295	3.614277129018701	4.077949223519636	8.122813413370237	4.812273782268022	5.734534739195496	7.524302153333286	3.7733745429041448	4.193821805321586	6.631603806252509	6.959284545526068	5.117203080709147	4.038590455998129	5.8411822089235	5.46260647834822	3.9344731054657376	4.425469192516719	5.7760566235262205	6.194535994820534	6.813528112507105	6.171817500807092	4.261725901024097	5.801640920023666	4.72180589705259	5.17581069205524	4.495587435897044	4.388351589906068	5.653246787948307	4.512299129103462	3.7804234598705926	7.034581743731511	5.160376265434814	6.7751834258523145	5.4795550027789535	4.350697203293345	6.089033537514091	5.400779185039649	4.706914169871375	5.111861274329885	6.2396499183252745	5.365859185767674	6.120429278388981	4.7760768399667475	4.791035456405411	4.652215972472174	5.093191762700635	4.706444363928724	4.536139456641683	4.449215546670565	3.703006693092576	4.292126543910733	4.345580468901748	4.9757953712535485	4.9245035301336335	4.942078041999113	4.091996808403622	5.196788390049008	5.4838213540332905	5.153216447165619	7.654376873557906	7.219334525795947	6.693684198066809	7.608389362607422	6.970570440989047	6.3945451478701605	3.1738491698056137	4.512992395127079	6.5086215851028335	4.336375289254793	6.024633330374457	4.3113721155577025	5.69698609818915	6.433226225432756	5.415117697285848	4.729800834250784	4.4250957026325155	7.042758088541613	4.397812627652527	7.026613292198607	5.394817746873545	7.186098883354539	6.629108267166351	4.268944718916768	6.464321913070943	5.942927975781167	7.715551701102166	4.904274278104846
MT045	3.519084115645385	3.4888938017339615	6.541500307048241	4.185130888450064	4.411297774185247	4.192574717170807	5.297692171154118	4.05753879739903	3.6979680276222675	5.755897264856982	3.6253990396506715	6.237869443335033	3.9274297102898506	3.836872644021624	5.079296555050957	4.370184290091015	4.196531045965858	5.2079713448967855	5.130986880053039	7.875461297802448	4.153482589408009	7.746568676463735	4.5886606505081895	6.9328965713884685	5.213108001323141	5.569057989627526	5.169170632955622	3.650894577000619	5.399876164827392	4.423988778976282	5.671789445419983	8.330217621484472	4.4250957026325155	4.811891629605581	3.7590559581647405	4.302155162338738	3.369558784813068	4.917605844781063	3.89440267518863	4.270593551577223	4.365669838675997	4.369422535690859	5.41905159869252	5.245528217084819	4.872713324598986	4.716273181999502	6.223302194998839	5.358819627937564	7.702474809150484	6.602924334907711	5.423892189456103	4.441764981511707	7.875970306120909	5.255268937026428	8.925800025796649	3.043526704049912	7.316102895335475	6.234979191562023	2.823008510231679	4.051113418029823	6.263123939254132	6.662036309738377	4.8976158942888945	6.232833011192853	6.4597542083493815	4.492330661022659	3.033056959614145	3.7849620627909806	7.74259297580513	3.4006872515679216	3.758111630298568	5.562856188028613	3.3166375426506964	4.430746558281265	4.742633837140219	9.050750090974311	4.205337187731556	5.3533451789344815	3.108913626579555	8.53698405393733	4.312375064149488	6.084043728401075	5.910422590351331	3.5322402638447308	9.029088243140249	5.395348791432492	4.975415632716225	7.3173916751591115	4.739552466504814	6.807941573512203	4.599576570851531	4.131877955215133	5.232311102135431	5.763795144562372	5.242910359276298	8.587230317479541	4.646868596343767	3.121223303923513	6.683280842432932	5.865966514751446	4.680555912893981	4.843887829087145	4.512978139748552	3.6674693855760414	4.1680286350193745	2.9101580451895663	3.5922474010199497	5.471947091912779	4.813321919483064	4.999358617368486	3.869480782162471	4.635272529804535	3.594326987172702	3.5562647840280213	5.7113041160550475	4.97881433510642	3.489751456969472	3.76457580697999	2.2365328934898527	4.611059808064274	5.432520408565599	5.21770908229955	4.337524700389923	3.2512810576168767	4.676941859692144	2.741588131119993	4.984558223586136	7.558125430186024	3.4173889216601863	3.8971164527734716	7.269052523610246	6.345478453625067	7.811110709407797	2.939685594449086	3.5565188044737517	3.09315385913516	4.496295725874905	7.4643952148874195	3.4021502608618706	7.801849480459202	5.669908508806924	4.22150570783878	4.008872000648488	2.3828443925944724	7.047265015643065	3.4946725455207504	6.353968220948132	4.317702757165385	2.927437372714561	3.55464781637502	3.2273081724844	3.5886391411506815	3.608095013090886	5.615759677262444	5.557055834985032
MT046	5.330537672388304	5.1437199202688415	6.877825828058856	5.357458535651206	6.316583290332314	5.220766551529477	4.7065889431131875	7.342151160447774	6.789755219777847	5.789642077497456	6.136590339156073	6.44667174711096	5.884833780578564	6.234081259685692	6.4425529052405635	5.6517380210261905	7.465025460990729	6.1982734108657045	5.862892266308219	7.42754262627819	7.497656373568109	6.1856055614364385	8.561476070161783	6.7463839260605285	6.811307151961401	8.02577142263686	7.700811140921662	6.127724713241261	7.896325741365695	5.797767534452443	5.88395728439225	7.727226692875576	6.349355751102495	8.129985399578905	6.221935189608603	8.114875126169942	6.407302339109935	8.058725961284827	6.339372926765347	6.114009559865858	7.404662489458886	6.643905611850142	5.60965126625855	6.261688229890193	6.976618808771478	6.591614745358143	7.842683253473106	6.896558832048722	6.3913206206182815	6.708309943570728	6.670313746966874	7.368156704271504	7.2865341218277955	5.587229931633145	7.247023602905351	6.791455143285925	5.857578805995163	6.326589447908361	5.361437695025624	6.213191094946799	6.909194243176391	6.775391204776287	5.932101941114474	6.865831636203543	6.89445218389111	5.989993465597972	5.795854082610008	5.027472745285924	6.605922894758875	6.430190334910575	6.415604195480955	6.7348805599733526	6.733256643194048	8.106086197760662	6.189907535800219	8.623635721485284	6.492854797407487	5.405205714475518	6.03697075355742	8.36131101341083	6.652061417826079	7.058018412082203	6.908944571493356	4.802265406140663	8.756896470448298	5.724731503406584	6.456020552458508	6.053553977920637	5.907286425384655	6.479693273238141	4.787758373899477	5.256489658133727	7.908530531364717	6.683523635910739	5.528972634146085	7.723580163408522	7.340718815792111	6.934231665554985	6.183462057183028	6.383820774726107	5.8208956563808965	6.3063628743530025	6.293666937640467	5.68068783462733	6.169801090941174	5.243327775581145	5.4511886568768935	5.33433584262397	5.547834068776237	5.785583635344601	6.455454819811804	4.797780300258523	6.356067729343089	7.0970441740727805	6.744458399901216	7.11092466828893	6.332124431850031	5.742060435866178	6.150975833177336	6.8585293198678805	5.351915003896828	7.1906082098769435	7.394075072712809	5.568642169377955	7.357517934872095	7.023794572982111	4.5702474233988255	5.764375723431487	3.782743133695611	6.451604060533927	6.095934916703328	6.526667611851769	6.18353014285133	6.3513899525682165	4.886333557802757	5.587016421697566	5.748127854757026	6.832278216205254	6.372514004268358	7.683265549967206	5.659733055376873	7.066356042483006	6.030567464862119	5.078181786748131	6.825976732278039	6.239798148245756	8.197995683764502	6.085710524486088	4.436704195964578	5.74544571522975	4.555132944540933	7.136618442086995	7.573012114651155	8.623193302489302	7.938463389036374
MT047	3.201534326508098	3.7727310525905997	2.7019248124886146	3.180172417889005	5.463730104939077	1.5185543208160128	0.0	2.6006505708255148	5.356128622795555	4.227011831599649	4.4693412990005905	4.178049785459063	4.393435060405704	3.8810399494185486	3.660351370499398	5.462076027261405	3.5147135493932304	1.749328542180858	3.674473687531335	5.4702855112624995	1.8547859102484678	1.122481798374583	5.158463169917585	5.285551225018363	3.3758419661331036	6.522142796920194	3.2226008782340623	3.399515968879617	4.766072309158638	2.955430976780465	4.931123001283439	1.5091135827647373	3.060287982043859	4.361644064243187	3.6836935304264546	4.136792434286841	3.9815639933385083	4.794061779413947	4.609564516758555	4.916786046610437	3.8776365085993625	5.3491340473733855	6.14645344695923	3.1626525031051154	3.7896044925288255	3.1015776716373313	4.742912699384078	2.179500654702373	0.0	2.1633690016151217	5.051476488432193	5.117610505431084	3.0067760657662674	2.4874450918826474	1.6196773104142315	3.716168692551574	0.0	3.253516836409367	3.519401069572713	3.238337217479859	0.0	2.685347773446016	4.894670604246656	3.2785060701031314	3.4961196074341667	3.635251858416398	3.158820041232646	3.8296973605019318	0.0	3.0621378007506026	5.0691997560241795	6.96514644351132	3.4582832002745416	4.481325440233105	4.8616866159216725	0.0	5.251220517910305	4.243761196976811	4.253933286191094	1.6321715342837506	5.041158032896141	2.5710843460290524	3.097688501193251	2.724769648908978	0.0	2.3424286890385715	3.5126940326758307	4.251688708930282	4.352637730498843	2.4856397143638294	4.195130631033536	3.668431818844831	4.351444997014493	4.701270962279547	3.7821420845736258	2.100729584807308	3.7896067529803052	3.7219321456097365	2.579026727762597	2.3446718873177024	3.7768537007291236	4.522763102045268	3.5339755740359053	4.9118236580090455	3.7995080689377474	3.919219051669925	3.466860270461436	4.919031570223175	4.198503356101465	4.033691815010151	5.757339039247757	1.171345268333725	3.7274148363277613	4.202277765678861	4.57693633561004	5.093903563279266	3.1569025440198777	5.188256934677716	3.0825794704001317	4.030394312463431	4.7810460136319834	5.861045449123251	4.349136640167209	3.615423961356921	4.8888367068935	2.9392836077832825	2.633017699138378	4.431881707816902	4.5693357329788755	3.9396479000402653	3.4918756385338403	5.705640746998165	4.789431526850516	2.507556527007889	3.6887844496011506	4.708385402135597	2.4037508228269915	0.0	4.269347738208375	1.970231961200379	4.994505912166372	3.1377265051253236	5.0627469202257	3.3867941513514115	4.351384420753796	2.000996099365209	2.319561180367685	3.4185165355326217	5.010555290896085	4.599841011127024	2.569845046304191	2.522940761772595	2.8882862514051433	2.695970872206849	2.361716836315818
