	PRISM.7122	PRISM.7147	PRISM.7150	PRISM.7153	PRISM.7184	PRISM.7238	PRISM.7406	PRISM.7408	PRISM.7421	PRISM.7445	PRISM.7486	PRISM.7496	PRISM.7506	PRISM.7547	PRISM.7658	PRISM.7662	PRISM.7744	PRISM.7759	PRISM.7762	PRISM.7776	PRISM.7791	PRISM.7843	PRISM.7847	PRISM.7852	PRISM.7855	PRISM.7858	PRISM.7860	PRISM.7861	PRISM.7862	PRISM.7870	PRISM.7874	PRISM.7875	PRISM.7879	PRISM.7897	PRISM.7899	PRISM.7904	PRISM.7906	PRISM.7908	PRISM.7909	PRISM.7910	PRISM.7911	PRISM.7912	PRISM.7938	PRISM.7941	PRISM.7947	PRISM.7948	PRISM.7955	PRISM.7971	PRISM.7989	PRISM.8095	PRISM.8096	PRISM.8101	PRISM.8106	PRISM.8129	PRISM.8226	PRISM.8244	PRISM.8264	PRISM.8275	PRISM.8283	PRISM.8332	PRISM.8336	PRISM.8361	PRISM.8374	PRISM.8377	PRISM.8406	PRISM.8441	PRISM.8444	PRISM.8447	PRISM.8452	PRISM.8458	PRISM.8462	PRISM.8464	PRISM.8466	PRISM.8467	PRISM.8475	PRISM.8480	PRISM.8483	PRISM.8485	PRISM.8496	PRISM.8502	PRISM.8503	PRISM.8511	PRISM.8513	PRISM.8515	PRISM.8523	PRISM.8534	PRISM.8537	PRISM.8550	PRISM.8564	PRISM.8565	PRISM.8573	PRISM.8577	PRISM.8589	PRISM.8591	PRISM.8592	PRISM.8605	PRISM.8624	PRISM.8628	PRISM.8629	PRISM.8667	PRISM.8675	PRISM.8683	PRISM.8692	PRISM.8696	PRISM.8728	PRISM.8734	PRISM.8735	PRISM.8746	PRISM.8749	PRISM.8753	PRISM.8754	PRISM.8758	PRISM.8764	PRISM.8765	PRISM.8774	PRISM.8776	PRISM.8778	PRISM.8783	PRISM.8784	PRISM.8785	PRISM.8788	PRISM.8789	PRISM.8794	PRISM.8795	PRISM.8800	PRISM.8802	PRISM.8803	PRISM.8805	PRISM.8806	PRISM.8807	PRISM.8809	PRISM.8815	PRISM.8841	PRISM.8843	PRISM.8844	PRISM.8846	PRISM.8847	PRISM.8849	PRISM.8878	PRISM.8882	PRISM.8892	PRISM.8894	PRISM.8898	PRISM.8924	PRISM.8932	PRISM.8982	PRISM.8998	PRISM.9010	PRISM.9018	PRISM.9030	PRISM.9033	PRISM.9074	PRISM.9079	PRISM.9126	PRISM.9148
MT001	6.404572044291367	5.848139639905405	3.5107749928599987	5.227025425653796	6.687895081557381	0.0	0.0	6.279192868490265	7.47809620361318	0.0	7.071344135903379	0.0	0.0	3.2922972757057964	7.701860297622611	3.9116589391640657	5.727651984362674	7.321188556739479	7.260227403434949	3.679957269537199	5.860333129381251	3.975803114043632	5.028743676512264	6.29093745860843	2.9593224062695107	5.763220510404814	7.554779983925304	2.860513744228679	3.365369838524036	4.242461360458273	3.499194856543392	3.037171677437853	0.0	6.616659386070509	3.7813560777324917	6.9758530833493335	7.23889187779954	6.809322930276984	3.3164706655734153	2.9583626460839874	7.182716787024537	3.6416410852870653	0.0	6.017558616223624	0.0	5.470314981038089	6.093583313971475	0.0	0.0	0.0	5.711423209752154	7.8138582918287804	0.0	6.4557392976201315	0.0	0.0	0.0	5.736075399852464	0.0	0.0	0.0	5.5480015778581535	7.389625718292707	0.0	7.30549058902836	0.0	0.0	0.0	0.0	6.21695334617753	8.02792355886591	6.823756088074246	5.660039551708282	7.6321152330246	7.593404419364725	5.579854346535104	6.124387942439603	6.09385641067536	5.837774177988159	0.0	0.0	6.969489872786974	0.0	6.420011214659468	5.2823505730259575	0.0	6.230613328645571	2.9546550381292143	6.757150970008201	0.0	7.049515224019968	0.0	3.53126611954462	1.6243915474443833	7.2543404923520125	3.3752195268350373	6.865615750228045	3.6503724861839215	0.0	7.206518231094694	5.8660515396070965	4.961375019442204	0.0	5.867243959808799	0.0	4.877873129349618	5.007450227151481	0.0	0.0	5.434542627449018	3.3165722462412504	0.0	0.0	2.7413624680726487	2.394772219321482	3.9927713102632922	0.0	4.688858547873646	6.347849699061073	2.455228923808642	0.0	3.243790851747071	6.655131422345419	6.0776812334146	6.335796883480073	0.0	5.123725855815993	0.0	0.0	0.0	0.0	0.0	3.358477754441994	4.372495103611837	0.0	5.210714905811914	0.0	0.0	6.312034219860445	7.104012613514571	5.351194406148804	0.0	6.013937625182238	5.189378233046589	0.0	0.0	6.1651447076866015	3.129891593990574	3.1721405479710265	7.625946229981514	0.0	0.0	7.959254995536054	5.062563386956615	3.6334513072043193
MT002	4.26622429239863	2.9613633713077325	4.3064177289904615	0.0	0.0	3.8611780315825532	0.0	4.968291308601786	4.9979214816761806	5.540800692960833	6.33442284653013	3.892989002664434	3.036509467070696	2.776867057099344	4.923260214611255	3.645549107975131	3.7957835278727807	5.108723429986974	5.994350379086439	5.061752906385943	2.6483921952952914	8.016571991631563	4.96839562848838	5.896142367231657	3.280219247109231	4.314542445981074	4.298552630162143	3.755589054252972	3.909379514482729	4.037731881795522	4.000198704331871	0.0	3.1817386995374335	4.868464786789269	4.731494419321586	3.717690403968047	3.482457809152338	0.0	3.5063798814761014	4.892992248640787	4.75846621499107	4.220457254211695	6.669132540819467	3.0539257071317216	7.201141054350596	5.024058136650603	3.1162493461008287	7.2015585784388545	5.558564005813748	6.873443298264392	4.76567208264212	3.657414586483358	6.34440050975986	5.040989896110003	5.095564504881561	0.0	0.0	7.230490739491305	0.0	0.0	4.687735862144505	0.0	3.474859778371405	2.8966299125107797	3.9431572650139066	3.052589808801182	4.04370193329884	3.360663540066303	4.331120107587478	0.0	5.02536625869625	5.250009086253918	3.4840975413897985	5.5240774916454	4.880192460293082	0.0	4.404535156556566	7.120209906750737	6.730427233830654	3.966513084649816	0.0	3.004810937487195	4.437812509791133	6.809712368668727	4.465565531242585	0.0	6.717366872470288	7.387319311584045	7.669737985317513	4.572848420275945	4.412938889517136	2.922182607057119	3.551979537233781	6.676134648546289	3.9647786300894143	6.135863547778089	4.576291172637713	3.414659690111397	4.370351241756366	7.466107411698646	8.033703837169762	0.0	0.0	0.0	0.0	3.582090140432402	0.0	0.0	4.617464302681569	6.617886818124203	0.0	0.0	6.397021317681681	0.0	0.0	5.2635861604594645	0.0	0.0	0.0	0.0	2.986721800895709	0.0	4.906518449203687	2.7783781809352397	4.458170212147987	0.0	4.85135816311046	3.9594465218741393	6.476541500851195	6.501423295245845	4.129341624717727	6.878794947621165	0.0	3.047802765844993	3.9220367006103865	5.142774050786687	5.5859894389498175	0.0	3.141044004714045	3.2966106406375832	4.043631801046917	0.0	5.01244033070372	0.0	6.698546683605339	5.022656087322883	7.134635838973256	3.302359988548335	0.0	3.720799543990144	4.658464477045809	4.734679751898899	5.6315020622665655	4.688242146991168	3.640277272274719
MT003	5.320963985080264	5.127090040559607	6.60460214444577	4.447572070577589	5.619469272498616	2.30903027809396	0.0	4.502094835128981	5.8593892367381235	4.397765870506674	4.079286760416646	6.21274035527538	5.715780213089817	4.408136535120093	5.613839532096895	6.496645268348518	5.642009902530197	5.320054396190823	4.5101196724675585	3.5913327752089237	6.094675253581109	4.796269769593552	6.270264162076814	5.6428569742470085	7.290217845524985	5.555692281810547	6.427604339484065	7.315105276236787	6.617368218012068	6.189173360524943	6.167134866716416	4.077993272203604	7.614573582427572	5.765419916730329	6.421184773745963	6.516975314393453	5.33823495221387	5.275550149194063	6.7740032905995875	7.539388692553209	5.721180251832622	6.401529061711042	5.477563365325021	4.894176381402003	3.7805078645156356	4.252648035824015	6.563039961327075	4.8392299381864605	3.5481738165985552	4.552134321575331	4.066334243793764	6.640740819096015	4.750110004344436	4.9550239182697835	4.5485194079851485	6.377293114126889	2.6672837605943576	4.731670669597433	4.386166802339718	6.469853235778783	3.2038677652409255	5.1651973178814155	4.605826970258076	5.328041203714258	5.299566585948469	6.705772500893703	6.4204475944079515	5.269238649047369	4.0198311232624375	5.526679278503645	4.946843161008476	4.214394655789284	4.933588649296238	6.330389131407902	6.1882394821219195	5.699600408662643	4.616218923272974	5.048348461216422	5.543288943633846	0.0	7.311752643815266	5.435654632639582	6.934202448996985	6.1813304899844725	4.617809966334527	0.0	3.844352116879422	3.816760224500477	4.809644547423179	2.98525760525997	4.910387611528932	6.560321786695414	6.242571453857784	4.313704966451041	4.92606457264597	3.630079104800104	5.455338209228694	5.109067866881383	0.0	5.1086448575870005	3.811656664758528	3.9980025168942785	5.5036512632759695	4.940520364766356	6.788532457331161	5.1520769843250305	4.539574039094854	3.9020272135416407	3.5875801251070185	4.920214475195684	6.422213962639299	0.0	5.512363663036233	6.566573972073175	6.1165607760585905	4.913463382343982	5.284968667778305	4.24187480380208	6.228658921644851	6.235049737193318	5.832583111547395	6.498735360014034	5.941078735570128	5.8743294265092985	5.917449262966286	6.609644347867683	4.760882502967931	3.4834192516972755	3.804085839723536	4.451355616336146	0.0	3.2174668327047806	3.5764439697841466	3.413086426054569	0.0	4.505085727430609	5.548562334270922	4.453755260569847	4.180844836398715	4.696180224331455	3.8816153430067204	7.126465015450397	4.466583752431638	7.14595294633501	3.8082257117463776	5.134432799108748	4.326677759102168	6.373944167991075	3.807260088950133	4.600957324335111	3.6881842124894773	3.8522708778778676	5.603236277473266	4.46977076396829	5.600164883666796
MT004	3.5097408264224708	2.631723358819469	0.0	0.0	3.509991994054264	5.860150693924414	0.0	3.9153773732407195	3.57598787326286	6.463124616199434	5.708106446136256	4.144184968345124	0.0	2.8987476927223357	3.3680128142711117	4.859486769953194	3.6703513642497443	3.9165149017393346	3.321944917219727	3.8381783832101704	3.8966575592672896	6.111607019325712	5.185367009665809	3.79490474875724	4.9523491858243585	3.9616794609255357	4.566536420547295	4.354918763944377	4.613907900731315	6.081161273650279	5.205302550379849	4.9348120054742	4.750888268336262	4.786958267175902	4.524551062218712	4.722775428062355	3.630474086679812	0.0	5.434149859609036	4.828921552545186	4.085803188322752	4.965651875069656	6.095752487762836	3.6269801139391613	2.79791528018579	6.068740353515139	5.058758569277984	4.550407723093357	3.587336641744306	3.125435096550029	4.652912181973512	4.227650929530326	4.633679894433807	5.900738095949971	3.1866211921387726	3.5492035080409896	0.0	5.0187092782527	3.8827466033079334	3.305794530897343	3.8168064212436144	4.404439822079147	6.5304606311739155	4.736321247871875	2.8065069404432417	5.670766737427583	5.240158452374504	3.8779469557699566	3.3656945486195005	4.550522852040545	3.4767314792725217	4.865632643165986	3.5521715932803386	5.068205845218189	5.4416338536026645	4.736698323436147	3.3779492253423453	5.427563339866027	3.5799904986049893	4.0353585970741745	5.310097705083568	5.276935392740466	5.712223416129049	3.0434170651194017	5.329418667846385	3.3348510051161093	5.931292479123613	4.715422716206343	2.752876965814719	4.254267124072576	4.304223188814508	4.78553148940686	5.554024908735509	3.810107659463219	2.533657130630377	6.256948938911717	3.9716231025983917	4.272673436635188	0.0	4.137368929737555	4.071872274551699	3.963915020546664	3.4638747970162482	0.0	3.9036419825668087	2.7389673037369318	0.0	0.0	3.5824683868199307	2.7730823503853586	3.0149464924777956	3.7979513241679976	4.4059531001899845	3.3006696138881337	3.6805095237697385	6.5415753050291	3.6814922356799187	2.5462760921959156	2.6847542793515977	3.080100995137011	0.0	4.0628229348991445	3.1426425188686116	2.758686279570683	3.8083787938552605	4.352327447578845	0.0	5.082875332270864	3.255720640888764	4.9085804198915834	3.8084253794113065	3.625023366732137	4.332946678518808	2.7788938033743755	3.6638872341457565	2.937037974964319	0.0	3.6297980159768373	3.1426252512902164	3.7308583791319387	5.2542087269219735	4.276602228086184	3.0810563945941865	2.8823395861989005	4.5666206075735	3.102364480269872	4.466596387490365	3.442767895971563	3.564896614328015	0.0	0.0	3.766661917050045	3.643324924628209	0.0	4.219237080325211
MT005	4.519497911999691	3.669477446558951	4.227755947646047	6.029590911680227	3.984449707896866	4.4391132403801326	4.479545736648654	3.1728067551609556	2.7770288502658027	3.5914154565083902	3.164229547088171	3.4578108322217713	4.195641332038244	3.1117136872637463	3.6374466763148163	3.598623729004799	3.7078238701148742	3.1648926000701225	5.384114256346565	2.838347202050068	3.4241323529446515	5.365704950249732	3.979160022548877	3.8017817092267925	5.755080602365404	3.767267717025102	3.3882202078716186	3.6073710895565654	3.389947673650676	3.180334560837078	4.279718400506343	3.1213379656275118	4.353037994858845	3.72064698037627	3.588111155844603	3.565134305330832	3.699374191206578	3.0099162043203473	3.7489203761990586	3.3865201968160044	3.0819558403026086	3.909796528667254	3.826395397860573	3.0095217600625324	5.655001810441644	4.80850278997151	4.130107380665622	3.775781658477785	4.685975679589535	3.3480989502226906	3.429169164736904	4.313790619556019	3.124464041385022	3.5446019569494798	5.9808104937001705	5.4249323961807745	4.046760170816425	3.224241404366611	5.514259046531502	6.1140714845742785	4.810255667380598	2.816707277129188	3.801888892038345	3.4398057278698855	3.348344977757927	2.786331358156086	4.220693766233411	4.078288009618417	4.939490108041162	2.65021626503084	4.527243238514595	3.064861802369571	3.6378545447605317	3.9648450307109484	4.898168104262108	0.0	3.1292661661753884	4.601474364846965	2.766243634679941	3.719702020575775	4.563089065768337	4.218876623733155	4.371952308633628	3.1320535209122293	4.034858146569866	6.086231397517438	4.0649311994037305	3.0741136019008612	2.7481743521863646	4.0846106746100705	3.8826971760463174	4.829952393970809	3.637093933339694	5.450476063694502	3.6639615661509732	3.858322605759488	3.4228871161398855	6.589809169002189	4.007300457424194	3.7272777137604196	2.7801041604532917	7.6829800185775365	5.347340836832814	5.64122598798994	4.610767491803841	3.1742633221066274	5.664057100849818	4.372434527151074	8.018681439771528	4.896121907307495	4.157411688889562	5.067897406263051	4.841719477485141	4.91005592312135	5.8745711156364315	6.316077453323888	4.583045224159344	5.019951760733605	4.79571616266511	5.277910556770374	3.284652329388024	3.139477576153039	3.7531140228126447	5.005254175143776	3.4823041384192415	4.611743534119506	4.616505695651837	4.012384044503711	4.045070280886861	4.127477874432953	4.364886833906186	3.4749681541133044	3.3843428045925066	6.332263125885876	5.1881955337885	3.4891807860800195	3.621106374093082	3.717787559261144	5.668058573855378	3.692273687181952	3.1674267288705256	5.233426783443924	3.2823575377806224	6.921618735641291	3.828608787261768	5.384343675183775	3.9783667711307835	4.283161644009618	7.082330241577262	5.093105821459837	3.0986092076748024	5.106218163989985	0.0	4.679210298696556	4.445979828290717
MT006	4.460076203519071	4.237226270743316	4.070744935438399	3.4167294652448916	4.2564860871784065	2.746802856015373	4.065542057248998	3.5984431277663687	4.307386597921969	3.3549230501301657	3.6005208063260845	4.494947870913357	4.194598561791693	3.573740731677632	5.204973252768672	5.30752484729895	4.784888356911931	4.151187926439128	4.311185627865015	3.498463223669511	5.028763317411164	4.0789584676713355	5.610365168901572	4.167714285746874	6.9800573357375315	4.499422928888767	5.565875810188164	7.3888101180398875	5.417241972587156	4.936723200193034	4.971346845315636	4.052334362065036	8.578681440199524	5.346554997146525	5.065817682809802	5.118185410827074	4.237403960559485	4.369021179176436	7.949857179090672	3.669031275780324	4.463006211041167	5.466146919688556	3.5790366859317535	3.556607268355576	3.260938649240587	3.4722272880950316	4.917700956409263	3.9268249146558882	3.8878819407072807	3.3608787326645078	3.5524667717006406	6.67976751338505	3.4240932591390596	3.3199728648160667	4.390056806369146	5.785304088209137	3.1551817470879566	3.6366040987149204	4.020999375996285	5.482516326583811	3.083683625295568	4.03010644040458	3.468927678659496	4.492162729081721	4.377993512559716	5.766472413217362	7.597080163868341	4.150948563144347	4.063168603086926	4.538313246060082	4.2139747796761355	3.8650487914226925	3.832854249081205	4.957086827138581	5.52634099091219	5.552998343860403	3.843881200252928	4.047686124308874	3.8851984218017397	3.723913530907546	8.177619751029729	4.800062399955898	6.6713086325769	5.042708731344107	4.765109791888915	3.5661636473215896	3.462094907413394	3.9698578570990968	3.399465883484007	3.4985902396706736	3.9999020059236248	5.419605363755236	4.874143332833895	3.8868877448836225	3.738999685732315	3.6149799217735885	4.386682031478736	5.11616579530572	3.892336491390561	3.8288044266772125	3.447183618498853	3.1026565658754985	5.460096022110662	4.3316000698308965	6.936537080407589	3.7190448684456627	4.135822341668409	4.223397190136715	3.674846450482507	4.236116078253765	3.908928221520755	3.606187824475716	4.677481545198869	5.375301555564399	4.661569422837211	4.486632115364531	6.1217447227497015	4.505616113597312	5.850689842061795	5.563262912025947	5.17150619968165	5.123291134045963	5.958866455903309	4.913661731637737	4.105259773962606	8.277213707811205	3.972463139639554	3.7594520771360966	4.328238124560043	3.6518056347341052	3.6158678038566117	3.4239173180984035	3.8412142004172156	0.0	3.273670781275016	4.21454393544134	3.748004128041355	3.837788563739028	3.936020742502095	4.731688292916609	3.4051329604357905	7.182921858363499	3.8585610453947714	7.159027484149438	3.9388187706953075	6.598334626486367	3.3897352753187215	5.826557474146625	4.243260134182012	3.662083631326773	2.8521909483001497	3.9905624298913125	4.436666323632205	3.628784379562596	5.225983204877285
MT007	6.227072099041898	5.350658361905204	6.240045799219051	5.60056041161859	4.966314129057799	3.0175720401584467	4.088688597365944	5.89812317792348	4.029430859601647	2.9829965170019865	2.8313940430725055	5.731773705857933	5.450948320748496	6.807210924755377	4.626226928513701	5.594097808505959	5.520312258405494	4.481129612716903	2.9873119216858424	4.206170631070992	6.072438359630368	3.212104954170489	4.318691389309564	5.106884426885619	6.028107421256754	5.795486158866415	5.129744856933693	6.131165618065296	5.203385615130657	4.307196671177894	5.838071496873597	3.2673306947375425	5.32990808363424	3.4795062794633376	5.907493090329849	5.436190569856255	4.718784544772255	3.9024069187091834	5.7725433192269895	4.7625670199228365	4.850388291620612	4.816427373546294	3.4187392855130696	4.613849412300359	6.173323496915823	3.9969467047344183	5.789244318405712	4.2349800360010645	4.40604462951696	3.005459807312502	3.267860255880893	6.370263930653326	3.0625213852117152	3.197214912028457	3.493028790279764	5.909687628225748	2.907179709545532	4.045126306434526	6.8149105574363515	7.692952786339896	3.581928785944589	3.3520526546427445	4.908654246782324	4.82068471013781	3.2238912266876554	5.145841949351071	5.1261876955889125	5.219934114549316	4.368158413903379	6.09067619717893	4.197350808761896	3.394108984899297	5.897137383984402	4.282800045741349	3.4196985087795224	5.0447146077491185	3.8447115766665894	3.3466074312001854	5.382635536776614	3.208267757753955	5.800912210185737	5.466569579322822	6.33849336641814	4.273406646034158	4.612346375437059	3.7969330900656235	3.4894707397962814	3.3078056937082385	2.9219296393952634	3.7410424951621817	3.950233593191898	5.675225237347673	4.393573462724164	3.5564388948857006	4.658644600003915	3.3013844128353167	5.448274982040812	4.968847555617609	4.57057770602125	3.684542563383762	2.8712568940364824	3.601470725463318	5.822388874958569	4.1042041298805065	5.68880080783303	6.2963355399804435	3.507618334857295	6.455993844504484	4.096340901543404	3.881582354472295	5.961551582158229	3.800092062823528	6.263866724274885	6.2646393968276906	5.17922973027021	5.574872766528068	6.286601264520561	4.092045254171518	6.586338537480719	5.348244978816136	5.8035735095091585	5.685890021814613	4.091667649151902	4.606462350783461	3.5817061853003542	5.409966070046945	5.65553366392855	3.2653165646335722	3.5228838999187544	3.284697272703275	3.9700711344652317	3.5941208721515463	3.429165923345634	4.598241236162889	3.4411005541947417	3.2186037878694918	3.9346451834644256	3.7719836245704905	3.8081879922661477	3.7668816197584754	3.1488266814366885	6.441797852805011	3.3332289852213917	5.54503680959094	4.6505641132779765	5.969042542235718	3.8946469117166376	5.889199236357458	3.5508780860179616	3.810869184764286	5.340639035993506	5.69952676529068	5.506728933101732	5.725967881791428	3.8678683805257243
MT008	4.724480942972642	4.666415791424869	3.2748326281743974	4.79853883171211	5.058790335983303	6.303117020198343	0.0	3.9272879017980413	3.559294549565245	3.985533656363921	5.759986359003714	3.7329178703993984	5.090770305202007	3.9202887498451786	3.348355520442622	2.883850540905899	0.0	0.0	3.787026515253461	3.13534637891484	4.255171477737891	5.837188026029712	4.578724562772047	4.204623960317568	4.188851389121844	3.7238724932337486	4.243260134182012	2.926253569783931	3.4446431311250745	4.379395676737277	3.8235545674405156	4.334016104011251	3.6457370612170945	4.42750775857486	3.6174908580262835	3.492484327588622	6.88702488144021	4.263160043433121	0.0	4.430602490166564	5.683426694399127	4.107231172045179	3.814888562667531	3.825689217005343	4.858089991627582	5.300504971993449	3.4297977959940975	4.388214947507707	0.0	5.272655909779677	3.713018254842239	4.8482575311046086	4.845595542936828	7.347319030453251	5.67352943148518	4.578346629548759	6.268577209616674	4.08247270308202	3.1495986272501195	4.6625896768555775	5.300579805302289	3.919125721315152	5.756403387368411	5.1437607710148106	3.5792766191979775	3.8456353089525663	3.386831349266304	3.6400725398042213	3.816799821839541	2.7698600026685236	6.276741228925878	0.0	4.455656903459802	3.9877833259877553	4.618066667723111	0.0	3.9369828993688456	4.813419364791962	3.5346204350848653	4.054398919704344	3.078905460774745	5.179590135279236	3.2264828181899485	3.5824238946700073	3.5536981296716266	5.448472933672408	3.9750316068351337	0.0	2.783293718756221	4.302017051451725	3.4107614993307505	4.508813458743985	3.974199363854822	4.975084106657313	4.771616393623756	3.4155932619458875	3.231981568206652	0.0	3.3704597849152877	0.0	3.4550824810860967	7.126770319712566	4.875716272493137	5.247139854931087	4.933415819569095	0.0	3.967701769570641	4.3035879523635545	4.044464304116109	5.561131529795893	3.1850501323841036	3.843634951002476	5.7961945195275995	6.911817018936809	4.3074687536340255	6.023367686620906	5.1404640069212935	4.164639918440757	4.021551622470026	5.588708266810736	0.0	3.458305238668573	3.1176976620779664	4.705476952943231	3.8547730579873605	4.107968006912382	4.9611228691593	3.9283135903641266	5.439751822535701	3.268458056221965	0.0	4.242201190282513	0.0	5.168624312354284	4.895725626361553	3.728626471052772	3.477862082597567	4.464142192508349	4.090251195817318	0.0	3.3520666595094357	3.2088456908308434	3.959867961123998	0.0	0.0	0.0	5.059425458265688	3.8200370941156105	0.0	4.389802573546319	4.370005924563918	0.0	0.0	0.0	4.092137127630092
MT009	8.262546073030652	8.18709897193268	7.393078462335705	9.43592095132381	7.685482550015146	7.472614439240552	6.229392271964848	7.033162509791337	5.864054381488396	7.215813343736727	6.981386709036278	6.05239970893717	8.668137593767863	6.830764077391187	7.470429243069181	6.931354611232462	6.103280928745743	5.683583168693441	6.973271447067155	5.769954036656408	7.6149483525154436	7.7960250655064325	7.3546757809708225	5.987049816509443	9.141484276849205	6.952824242349715	5.953373195985259	6.321609666816101	7.189394127886633	5.124856438186279	6.2707161830817375	7.291329180229485	6.810097245124277	6.858083826592295	6.685865940813693	5.42844171177244	8.4976168185226	6.916596083647619	5.460457474301914	6.36608033728399	7.008414762081315	7.642648826698282	6.710417135506084	7.440299340765267	8.648410909558981	6.444759040525031	6.757198632871342	6.834790960299714	6.300262722104827	7.3002634743293635	5.917196177475888	8.065230638847021	5.863162315700471	6.918081776699441	7.59291060961253	9.077501311063314	7.98345711606714	7.240398766718437	8.541998968334992	8.418739877136007	7.222865244122808	5.282995585250225	6.004274646309003	7.405191665629111	7.428927194802272	6.540468514025279	6.881839343437268	6.962262403480798	8.183517440980074	6.235717714373728	7.215556105227439	5.920263883096861	7.164325869408747	6.781318658833481	7.56477256488433	5.475492369189112	6.6270753012137416	6.815226527417444	6.0836425540489705	6.4622272631744035	7.533966399938038	6.586574332389882	6.9105812820712	5.785752554523318	7.080859486226482	9.17734909552944	7.158179310977896	6.679925765677213	5.245686335684638	7.003047276802989	6.352669465203209	7.529895060255918	6.733480460179358	7.307477260196508	7.190072988934768	6.3979674498542884	6.638362270666842	8.155904764569252	6.18073068438623	6.56111694223124	6.61429253057133	9.285967190099175	9.047036428553234	8.761764715104068	8.5951999818622	7.549293325808852	8.741022907265709	7.174456280045176	9.1742571318031	8.804029406231292	8.722324288118553	7.790968946783483	9.023372035605245	8.222338792548028	9.186062023566555	8.884545132815065	8.331839040954856	7.775154041504888	8.968043307645528	8.370130664507363	6.939806119147271	7.215114970916947	6.948109964330468	8.383595510880435	7.722252459344554	8.927245097398517	9.004181756501215	6.968229301223731	7.717947445128728	7.5939634401360765	7.313467023339747	6.672278484934036	4.912088548927043	8.979868786082617	8.223868562978266	7.879370967161942	7.328516141649421	6.354969860869318	9.376498670927718	6.41998678479151	6.481820591214504	8.801737345748519	7.679440959539209	8.482400898320593	7.291656209174461	8.906787691697687	7.679755228750345	7.66644204195058	6.920908396227049	8.431336783556546	8.82676688416875	7.225939882980126	4.64736723468788	7.893247393936524	6.880241214838095
MT010	5.308059754990601	5.489693638729882	5.782673750455642	4.566948973167894	5.097418311680528	4.297062252070055	6.1027666266646765	5.06845756161066	4.492954001622369	4.459356820630639	4.936234971520006	5.128477587256138	5.357788382040023	4.817317499679287	5.345491940640067	5.156252524533845	4.734662181220846	5.441707501673227	4.594152715944384	5.16142604998122	5.093124238061789	4.725749308946476	6.213223139809609	5.388354577747248	5.327089451641792	5.235643772019978	5.600261007652023	5.372143870521878	5.559927500576789	4.834955631010838	5.616505607881822	5.527868346378849	5.611689115332502	5.564861345365296	4.909524992727124	5.270576111566312	5.031731202390989	4.608613251828288	5.315783934046668	5.009294395493415	4.937706114073498	5.887178454051421	5.483435010643992	4.853544741519253	5.001782893630209	4.167697249219785	5.68632090494508	5.340878647632111	5.670335991834773	4.662240262593088	5.140569390870245	5.721255593367299	5.405753726150202	5.199132188626698	5.778797178461646	5.3974475137052105	5.323390394576157	4.808143682512907	5.520552505380539	4.9806433313875935	5.511224706149039	5.160353307012516	4.518751360677761	4.68234416741379	5.022359628032807	5.397180318685223	5.5338992402050815	5.35700599789665	5.992806146760578	5.040161733354577	4.964437766139161	5.411163792729656	4.709755401178166	5.57478554769026	5.2126341980080015	7.397212209811047	4.793283272782167	5.112210655086174	4.712911864426311	5.726072202630262	5.849883701530884	5.261850458191376	5.7630885805536085	5.094332853117822	6.343585135697	5.339032155321961	4.914293248768434	4.739185211643304	3.109355558319455	5.835202473189486	5.407736634316578	5.570033915595612	5.526754880083356	4.710169636469732	4.690852346627619	5.830438620174066	5.141716186696614	5.64929460937208	5.505949231298156	5.894937126766896	5.038256946192507	4.548248450020078	5.075779881538535	5.852532884954786	5.73478037035569	5.3990853526673215	5.7000488466669115	6.21079483717413	5.422100145473118	4.903836707873405	5.185439779480921	5.144332506305284	5.664847587317496	5.313511351130197	5.221900577279988	5.282635039145929	5.2549870204092315	5.033042370007084	5.125242923110745	4.985303810804784	5.4410097934646195	5.203088683422767	5.681956000763397	5.087509911744895	5.011774644789682	5.45214513710285	5.236138725368756	5.03771854277264	5.467878690074727	5.285373960912107	6.318025327120414	5.694849359596913	5.590998174478055	4.935063687249094	5.69094374305361	4.183183850896114	5.3698144332525395	5.949743711250856	5.0007061630183705	6.18124571171578	5.103415002228715	5.541149813200996	5.298392363735677	5.3379418443312545	5.784357348396562	5.672353725152541	6.265474201576559	5.5603315697512325	5.7350485565302	4.862421401068759	5.303981296172475	6.3466639029018115	6.089473355064913	6.128230702242434	6.120253461940899
