Nodes	InitialLargestComponent	InitialLargestComponentFraction	TargetedAUC	RandomMedianAUC	RandomLower95AUC	RandomUpper95AUC	RandomOrders	EmpiricalLowerP	Normalization	Interpretation
46	38	0.826086956521739	0.120274102079395	0.314508506616257	0.235148865784499	0.385361531190926	1000	0.000999000999000999	largest connected component / initial non-isolate nodes	topological deletion diagnostic; not ecological resilience
