Metric	Observed	NullMean	NullSD	NullLower95	NullUpper95	EmpiricalUpperP
Modularity	0.513877551020408	0.467767959183673	0.0177057141886598	0.432765306122449	0.505604591836735	0.00599400599400599
Transitivity	0.266211604095563	0.117788395904437	0.0300343812619966	0.0614334470989761	0.174061433447099	0.000999000999000999
