Springs	CandidateMAGs	ResidualDesignRank	ResidualDF	SelectedLambda	SelectedPathIndex	SelectedStARSVariability	Edges	PositiveEdges	NegativeEdges	Nonisolates	Isolates	ComponentsAmongAllCandidates	ComponentsAmongNonisolates	LargestComponent	Modules	Modularity	Transitivity	DegreeAssortativity	ConsensusEdges70	HighStabilityEdges80	TopologyPriorityCandidates
56	93	8	48	0.570940546595056	5	0.0469464235624123	70	53	17	46	47	50	3	38	7	0.513877551020408	0.266211604095563	0.0146497696763607	30	19	5
