DatabaseID	ReleaseID	Content	CapGB	ArchiveBytes	ArchiveMD5	ArchiveSHA256	InstalledFiles	InstalledBytes	SequenceMapRows	ReferenceTaxIDs	TruthAssemblies	TruthSpecies	ReferencePresentTruthSpecies	ExactAssemblies	AlternateReferenceAssemblies	NoSameSpeciesReferenceAssemblies	ExactExpectedPercent	AlternateExpectedPercent	NoReferenceExpectedPercent	ExactMatchingSequences	InternalMD5Failures
standard8	Standard-8-20260626	Standard	8	5946578575	7685f43cce057c2ca18511c925399b72	b17d05ca1459564b49b63d014c4b2ee6ebe1ca0143e6c184e0dfd6d940a55981	17	8638898739	239409	36609	71	69	63	62	3	6	82.26189564800042	6.751079079724427	10.999181816871914	93	0
standard16	Standard-16-20260626	Standard	16	11995707291	f130daa49fd0befa688330b288a623de	95df8786b08cd08ee0f3dd8b17b06fe3a75fc9eb28719820b1830ff890cfb2c2	17	16636247365	239409	36609	71	69	63	62	3	6	82.26189564800042	6.751079079724427	10.999181816871914	93	0
pluspf8	PlusPF-8-20260626	Standard+RefSeq fungi+protozoa	8	5933654083	79a153b99f045bc2ae95e6d57c17a02d	6d31016bf94bad533f7c14e7209634e2cb59877640e74df10b62322bdc578435	17	8643693403	254010	36798	71	69	63	62	3	6	82.26189564800042	6.751079079724427	10.999181816871914	93	0
