Term	GenesWithTerm	FractionalGeneEquivalent	MOCK1FractionalRawReads	MOCK2FractionalRawReads
GO:0008150	7259	198.67364484013382	5588.407188242623	5587.079256189436
GO:0003674	7181	247.00431137837325	7650.013114766854	7650.241807372422
GO:0005575	6276	258.1658418764602	7463.657006792854	7434.2602358108015
GO:0009987	6156	144.41180538236972	4188.271747435516	4196.030252070445
GO:0005623	6128	244.64880368193087	6896.997686513027	6863.405051910605
GO:0044464	6128	244.64880368193087	6896.997686513027	6863.405051910605
GO:0008152	5918	142.62031760775056	4292.89070392134	4292.633014982194
GO:0044237	5472	118.82906508448045	3535.7888228667507	3530.465345510173
GO:0071704	5423	113.91116808870825	3433.067811046143	3428.2655694203017
GO:0003824	5167	169.3697914485215	5581.359865703094	5579.400854102004
GO:0044238	4849	99.15197588321342	3043.6355009948234	3034.7056108894985
GO:0006807	4811	96.93479081883869	2945.8263574501552	2940.064009506339
GO:0005622	4763	155.97135326278496	4779.342929361424	4742.765733557468
GO:0044424	4734	155.02657353416322	4764.1747684608745	4728.483860857733
GO:0005737	4352	138.5805963090559	3892.932374995572	3884.0552959053102
GO:0034641	3773	71.55902354245502	2280.632013571896	2268.7909643335906
GO:0009058	3484	66.45447118187964	1996.330878301436	1984.1323095307175
GO:0044249	3448	65.33282579671537	1959.4806292505532	1949.5730270808128
GO:1901564	3433	66.08300685404828	1931.0946675047242	1932.7931374190468
GO:1901576	3422	63.69013118187563	1911.5718993928815	1902.0289520076337
GO:0005488	3170	89.78098248678162	2641.813232657582	2621.715408973591
GO:0044444	3158	83.31731559842741	1849.2164768422206	1849.0776679899288
GO:0043170	3152	65.43316435948995	1928.139934670495	1926.6118607429348
GO:1901360	3150	60.37157485832617	1988.902112868364	1979.7383377867861
GO:0046483	3052	58.18393408369821	1938.6721484205618	1929.1368697006826
GO:0006725	3020	58.261828096241935	1927.0883188808243	1920.042432604961
GO:0005829	2978	79.7249092300665	1724.0475215410481	1720.6154197918488
GO:1901566	2593	45.79758437422967	1420.4703520316975	1414.1914707902686
GO:0006139	2518	47.32488274837646	1648.9571302116765	1639.6709785433072
GO:0044281	2497	48.71664911536026	1678.1942526273	1668.9445270137799
GO:0044260	2492	47.89621532956017	1391.8927871909343	1388.367754137572
GO:0044271	2265	38.01524189707315	1157.4413104542728	1152.0464988768053
GO:0010467	1833	34.565653647966926	962.6975300784139	954.3575329184462
GO:0032991	1793	43.506981168452924	1439.7441690686003	1422.8092385181421
GO:0097159	1793	35.799386305820484	911.3401181571846	913.9855710940925
GO:1901363	1793	35.799386305820484	911.3401181571846	913.9855710940925
GO:0090304	1781	36.56875159407706	1288.80946471946	1281.5949356674994
GO:0016740	1746	57.32177146868956	1867.5167638468433	1855.63578382176
GO:0019538	1605	31.117376140540635	824.8930098212918	827.1918704594086
GO:0006082	1588	31.327564520549394	1121.5800402827904	1124.397669288565
GO:0043436	1574	30.90765422013279	1115.8781832153722	1118.0922078576748
GO:0019752	1569	30.784545473087878	1112.7054290782564	1114.0872433186678
GO:0016787	1510	45.23765759586907	1403.9916166200267	1431.49120862667
GO:0009059	1506	26.510946276829426	780.6098389176742	776.1114833586755
GO:0034645	1497	26.207133535516682	771.8141825470177	767.3133655980577
GO:0016020	1455	81.64864080312091	2021.9376004020494	2034.4158986361906
GO:0044267	1427	26.24317587044044	704.2255760332428	701.3702591699873
GO:0016070	1376	27.617193505325748	954.0227161848819	944.7345960343267
GO:1901362	1360	23.1189372069169	671.5280920737961	673.1984709173021
GO:0071944	1357	75.77159946268941	1861.9897280060932	1883.638002207833
GO:0043167	1353	29.92222338894915	770.4199737993779	770.4171534991034
GO:0044283	1325	26.19809953050008	807.6581015816881	810.2188031882196
GO:0018130	1300	21.81422640827666	635.7126452507478	636.4165648807092
GO:0043603	1254	21.38192603251815	677.8903777279198	675.5331437570849
GO:0050896	1231	34.18878786349374	877.664662550033	868.1790763472384
GO:0005886	1211	68.05179398784207	1641.0164176962298	1653.3195455701116
GO:0019438	1178	19.403295890574867	584.9397699497714	591.3798076517085
GO:0043604	1177	19.66536988114989	613.5020469833166	607.5198364519636
GO:0071840	1120	22.15967548722382	524.8028918175922	515.2614380410519
GO:0006520	1118	21.52476307073545	849.7017986593031	846.9249547979209
GO:0006793	1106	21.055894994153782	621.7222421803283	631.9556466989749
GO:0006796	1083	20.296632803604854	601.2459579994703	607.3272854398704
GO:0006518	1048	17.89573595507591	536.1405797712391	535.9958542016767
GO:0003676	1039	19.50394411723308	437.2251758080136	442.10418620989435
GO:0034660	1037	20.70208915903983	737.6663924601921	734.1540105801549
GO:0043043	1011	16.831946674615104	487.5498293200005	483.8993062815569
GO:0006412	997	16.586790421249898	483.293171591328	479.8922307285859
GO:0065007	988	22.57238837799792	472.1522724754425	467.93533256845296
GO:0043226	976	25.8531968349472	436.4241721984939	436.09344938594325
GO:0005515	963	39.646607176963	1411.5891798660589	1405.9502654866749
GO:0043228	946	25.216883221368015	411.6526452062902	410.8513532829741
GO:0044085	944	17.85130833516489	397.70994968629117	388.01917061533265
GO:0043229	922	20.95769060331971	332.6170591081774	331.1179449132995
GO:0016053	906	17.695749955046452	597.5771659447867	600.4097573679812
GO:0055114	903	31.415011292737333	967.9211413427448	960.7119797131021
GO:0046394	901	17.539879509702324	594.1905262686734	596.5514577728394
GO:0043412	897	20.226761131734204	571.6434605890618	570.2684521309022
GO:0043232	892	20.321376989740532	307.84553211597387	305.87584881033024
GO:0044422	878	20.034507119491792	324.26143790808715	326.15906440740764
GO:1990904	865	17.79869486236038	262.5795019544898	262.1429517818579
GO:0140098	860	19.343355090903287	725.8377612627748	707.2433323870872
GO:0006950	849	23.072510556507446	615.2703425077079	617.4066727059312
GO:0044446	849	18.539048491859244	280.0899943218609	282.11986654212296
GO:1901135	843	13.489085224506281	428.92095360238596	431.2999521160288
GO:0036094	842	16.766021264592343	502.69231774945985	499.9069148527318
GO:0005840	817	16.996181961476076	247.1840457454017	247.63943131404878
GO:0019637	798	12.05339754630939	362.9865437886497	365.23727426174486
GO:0044445	794	16.76371595412218	255.02545523371947	259.2108566256493
GO:0044391	789	16.46260484547762	234.903469436166	235.7706688179948
GO:0016491	786	27.465341214701954	885.0766250385152	878.5113610828271
GO:0043168	784	15.422557956755	457.52361585804283	452.7936573745803
GO:0042802	777	30.889199063416243	1043.6201572689042	1025.5201053464766
GO:0055086	759	11.095022292221048	371.8748340811299	369.31442911954395
GO:0006396	749	15.432244608105943	446.58632433489163	443.0425533536916
GO:1901605	749	14.585594009129133	493.5643845548971	493.22946379528025
GO:0034654	746	10.787705819045206	331.2485297543387	335.76469298854937
GO:0005198	744	22.581998874282206	350.76130104830105	354.20993140452634
GO:0016043	741	14.335803538026546	318.6280180524945	314.5449021677193
GO:0043169	738	17.160554365417724	393.6821124830594	397.1136681331342
GO:0022626	736	15.381324597426415	216.4354007575216	216.60635590243027
GO:0003735	724	19.344734344902548	263.5672267246272	266.5093056222988
GO:0050789	720	15.326507458689795	321.5830109121551	317.56837349878793
GO:0051179	716	19.5881905944707	527.2965529589632	538.486366330472
