Term	GenesWithTerm	FractionalGeneEquivalent	MOCK1FractionalRawReads	MOCK2FractionalRawReads
GO:0034470	710	14.497507039082597	423.02470769974104	419.03193408097155
GO:0051186	710	14.030150737599744	360.712220569472	367.1894567092729
GO:0006399	704	14.594586761769227	595.4928002003567	592.9586195684011
GO:0046872	702	16.445769594862476	369.1146744901784	373.0084491790095
GO:0044425	691	19.034587324764676	443.15795630426277	452.86632187150036
GO:0051716	686	16.51091085953988	502.7257842454271	504.68953549465436
GO:0003723	676	11.916855361624256	230.8330537459155	233.20717421538194
GO:0051234	662	17.381065397516277	417.7203448588971	422.48546397104434
GO:0050794	657	13.764779973528084	298.6781312321463	293.650039112668
GO:0009056	653	13.810684434965875	411.67868843900914	414.9370374775472
GO:0006810	639	16.90430111863497	411.13564746672967	417.0551500977083
GO:0048037	632	14.568140122280115	391.1209741020346	378.23828614246236
GO:0090407	631	9.136681638157802	274.5052132861056	276.02657724081917
GO:0016772	630	17.84984345980932	491.878299699883	497.5204216031688
GO:0022613	630	11.097313980273524	245.03846981594722	239.30535269113028
GO:0016817	629	16.189690925731025	536.5701811058774	537.3557761610069
GO:0016818	629	16.189690925731025	536.5701811058774	537.3557761610069
GO:1901575	619	12.359936690083225	394.87005510021123	397.5996558748448
GO:0042254	616	10.90873238148113	242.1119524376025	236.53323031224647
GO:0016462	615	14.073024259064363	502.93684777254396	501.0224428276736
GO:0008652	613	12.400502746377207	444.6867287260186	442.29782663853365
GO:0016874	611	15.049198291051338	655.6567199947098	643.4545904769219
GO:0017144	611	10.87941254897937	294.4150057238005	292.7936178055973
GO:0000166	610	11.91025100019764	343.89461093198156	343.25909487801044
GO:1901265	610	11.91025100019764	343.89461093198156	343.25909487801044
GO:0006753	604	8.092873267570496	249.83542576614585	252.90384230605744
GO:0009117	589	7.825920657708538	242.8405061338422	245.94641929725105
GO:1901137	585	8.86764303232145	267.2188285674575	266.4678757239361
GO:0051188	571	11.450692074266486	290.39359864934175	296.53575628417707
GO:0031224	563	16.636812362601535	405.40179452623954	411.5609107075488
GO:1901607	561	11.30503841333427	415.01189376523183	412.63461478376956
GO:0033554	559	13.733142018376961	397.0651484880758	399.8069851630671
GO:0044248	554	10.820146202349202	253.98662822095628	256.6435778055972
GO:0019222	552	10.164475632655915	200.5017830385941	200.39675167403288
GO:0044459	545	14.579846512185304	343.274970821472	351.5236860330861
GO:0022607	544	9.743488973078136	177.0019585304086	171.9887289451032
GO:0009451	541	12.035850432788163	386.20293185957047	383.76787738813897
GO:1902494	538	17.433246878340643	884.1151575978407	857.8359652341951
GO:0016788	534	15.809567522027669	402.8151157407349	414.5759717193707
GO:0017111	534	11.671754233394209	455.40462133967713	450.2755757959816
GO:0006732	526	9.968603172108992	262.09770631741054	267.99420363775437
GO:0140101	518	11.491174800349459	474.82533638411235	457.81069737764284
GO:0016021	516	15.598369206922145	383.00393389536055	389.30212465585595
GO:0060255	508	9.31076674271969	177.55928306537345	177.0609709888378
GO:0006259	504	10.635473567475854	374.86531096404246	374.5118174603912
GO:0031323	501	9.271284398017192	188.15887637133892	188.3629781646477
GO:0043933	495	8.320201813801118	156.88274481010373	155.04505844014167
GO:0080090	480	8.962190584254968	174.04355855460793	173.16291132240505
GO:0055085	479	11.082438589415641	311.71589401544	311.81011796449843
GO:0051171	469	8.69673112144531	168.50241650124855	168.18403942697012
GO:0005215	455	10.978581929248111	321.7352886846475	323.57231811292417
GO:0015934	453	9.9672286849447	134.06364103490455	137.11073220250688
GO:0022625	453	9.9672286849447	134.06364103490455	137.11073220250688
GO:0009165	452	5.673597982461815	189.57182444713942	192.73539707300367
GO:1901293	452	5.673597982461815	189.57182444713942	192.73539707300367
GO:0006974	451	11.638666010938358	367.5714562578322	369.2095232477367
GO:0065003	450	7.565579115733091	137.87645926342807	134.33721648120198
GO:0010468	441	7.754354941492541	148.98751309296378	150.0954582313993
GO:0016829	439	16.415167406952012	488.85783223572946	478.32438898080846
GO:0016887	437	8.404788569902678	362.9675577789857	364.1342747273474
GO:0031226	432	12.228805026639337	309.056839106911	313.8749233530563
GO:0009108	431	8.441415643439292	218.57550684853769	225.4090266880869
GO:0046914	428	10.242198529301199	213.50396078993137	213.29897903059498
GO:0097367	428	7.815675211495773	207.3929801136441	209.8372538165275
GO:0009889	421	7.849697416672778	154.88978451929972	154.73482308124028
GO:0019693	420	5.213044535658558	155.7439342470156	155.61352350711772
GO:0031326	420	7.794141861117223	154.2786734081886	154.4570453034625
GO:0032553	419	7.560876654366077	203.93490388783488	205.86804657284327
GO:0008144	418	8.23618230133392	245.6139663567906	249.5912300412366
GO:0022857	417	9.090927895219895	249.9950923616544	247.99345718928055
GO:0010556	414	7.735402617351128	152.29828979535023	152.88514341287777
GO:0005887	410	11.772905593859338	304.27079660946436	308.9429704994689
GO:0016741	410	9.21923995559465	260.58051978415955	258.8065554961912
GO:0042221	406	10.518771966959852	277.65603192807384	265.1767883036475
GO:0008033	404	8.92746819313565	293.1250086089032	289.6261110438353
GO:0016310	401	8.823054875998434	257.51257331862564	257.13088337265
GO:0072521	401	5.155680105576534	177.8000014413064	178.64395852420603
GO:0006996	396	6.466717649413947	146.38936661805297	142.8095194458985
GO:0009259	395	4.812295472427457	144.29304536422785	145.00797960111365
GO:2000112	395	7.187317513402165	144.01369357934342	145.22934671276727
GO:0009628	383	10.232065023274583	164.66024161691814	165.5869937562036
GO:0032259	377	8.496644297483321	249.35389086535335	248.03855336172705
GO:0032787	374	6.900270344325381	183.0618544282736	185.7562881081107
GO:0003677	371	7.886921430425612	209.0247823437806	210.65137098232438
GO:0017076	371	6.81799459836373	192.3038208251624	196.19258242627743
GO:0006464	370	8.389158368052186	192.08175985436333	194.0151818779758
GO:0036211	370	8.389158368052186	192.08175985436333	194.0151818779758
GO:0006811	369	8.520421477345785	213.98962776233753	214.47365584234632
GO:0032555	359	6.33170985319832	180.7593954694512	183.07444005369473
GO:0050662	358	7.932804534913102	256.7256425968702	250.56095930862966
GO:0042623	356	6.564508222689705	304.0863533063717	302.0487250015922
GO:0140096	355	8.218129649890967	207.05946252070717	207.12092048293584
GO:0006790	354	8.061297904650617	221.92814018914527	230.16523083782866
GO:0016072	354	6.511305808754682	154.7906269479112	154.38321325035864
GO:0005975	353	8.158278302922334	305.72720511664045	300.98548727077474
GO:0016853	350	11.05957738514042	431.3085370681455	447.0832550556186
GO:0006163	349	4.245876150182279	133.4391989138479	134.99831184713472
GO:0019219	347	6.76424022300132	134.47004676150846	131.6079961769798
GO:0008168	344	7.862736734458119	212.55128582333663	210.8422088239119
GO:0006400	343	7.704962233480894	270.71030881834326	269.7346957381963
GO:0006629	343	8.008554103828372	173.92552386018886	177.0230155036606
GO:0044255	336	7.6310395431500755	168.98386899947758	171.41383844883137
GO:0015935	334	6.377729101709377	100.54571075420252	98.42464249784078
GO:0034622	334	5.196818339070321	79.83257899781805	77.50076972331746
GO:0035639	329	5.833812317388895	169.48616836874587	173.58817852613777
GO:0009150	326	3.8862401378710487	116.97976000781881	116.9816612670188
GO:0016301	325	7.9095413307001055	235.73621487724765	234.84854146521664
GO:0006364	324	5.903135186723908	142.7349155970954	143.04819073028702
GO:0051252	322	6.32718311813386	123.47360964110138	121.68454433791365
GO:0071702	319	8.681341834981326	174.55353127037947	177.19535422265153
GO:0071826	319	4.733338030907386	69.22883314272195	68.58789553781129
GO:0140097	317	6.319432414368449	202.922034784429	200.75488886891463
GO:0043038	309	5.462957384608973	317.1208835947166	315.77269073819696
GO:0043039	309	5.462957384608973	317.1208835947166	315.77269073819696
GO:0046390	309	3.6412220718088744	113.66002827899725	113.89004634800084
GO:0009260	308	3.6273331829199855	113.59058383455282	113.7928241257786
GO:1901361	307	4.921560211698341	112.02197064349595	111.57591270988132
GO:1903506	307	6.15448498548748	120.39490868559601	119.1817693595723
GO:2001141	307	6.15448498548748	120.39490868559601	119.1817693595723
GO:0034220	303	5.963394496036737	170.8939189476842	171.36755531585953
GO:0022618	302	4.495023033577334	63.75964894457295	62.11798461860645
GO:0019439	301	5.523103633521314	114.023296581472	115.04389543303773
GO:0065008	301	6.751192263023148	151.42634019093597	149.05202049372286
GO:0043414	299	5.877168249839617	179.6308793886084	177.94919691016358
GO:0008757	292	6.892391651291564	179.5971020037678	178.86145658612494
GO:0031975	290	12.43604006324682	278.53132406075724	280.21968419944864
GO:0006355	289	5.661955437094072	112.7214235807003	111.80375043723957
GO:0030313	289	12.425287375074776	277.43454986720883	279.18742613493254
GO:0006281	285	5.669457934566132	237.05445956211443	233.83872795330367
GO:0030554	284	5.2836934013458485	147.30337862450557	153.52924759025493
GO:0048519	283	4.415779383422136	74.13014805623197	71.51848510223873
GO:0070925	282	4.218363524631479	58.754645666370415	57.49883768206898
GO:0042255	280	4.174885263761913	57.73290653593563	56.06405507337334
GO:0006418	278	4.596386365957618	264.13881759758584	262.97713837090873
GO:0008610	278	6.147649415480788	139.65146954278632	141.60590652403195
GO:0016879	277	6.8027603933731555	267.90340816129543	261.523902983147
GO:0044270	277	4.354646412897616	108.04721152958535	107.19677821021905
GO:0090305	277	5.206791595120986	108.54128641882184	107.54818959246732
GO:0022627	275	5.257233167383661	76.56783815398948	74.45640801364884
GO:0046700	275	4.270480108313935	105.80672933856488	104.98064523945789
GO:0032559	272	4.79740865618044	135.75895326879436	140.4111052176722
GO:0005524	267	4.726594901109669	134.31849729809394	138.88413613705492
GO:0072522	266	3.0312628372961132	109.25608311845187	109.85170391710534
GO:0004812	264	5.178267261561472	281.526543107235	274.5627924529825
GO:0016875	264	5.178267261561472	281.526543107235	274.5627924529825
GO:0015075	263	5.054169572373301	145.00341584072098	143.3378698046413
GO:0009123	259	2.838065240859902	87.60628431814936	87.09629044474298
GO:0044282	259	4.902696748844506	128.06133352372245	125.07323314617902
GO:0004518	258	4.9019448854174446	96.96118330011775	95.48403591359816
GO:0006091	257	6.1282235261057005	186.70170156165128	179.70589726892322
GO:0006164	256	2.9013970616317284	100.48447297982607	100.92854683316618
GO:0001510	254	5.011853947188988	155.50595078748353	154.8001925908875
GO:0009152	250	2.807279414572905	89.29623768570842	89.21384095081328
GO:0015318	250	4.61047173168907	124.8730870760555	127.18993736708569
GO:1901565	250	4.827582282817011	137.03270623559573	140.07511931342734
GO:0009892	249	3.628431682434857	59.62443055556698	58.19980314248502
GO:0006812	248	4.801893815311223	131.60185194584156	130.4050262050092
GO:0000287	247	5.438961247402575	141.54470885138352	142.60430606147887
GO:0071705	247	6.449073752257245	139.74143523998342	141.72513133013226
GO:0034655	234	3.4576796308896047	79.50377969116211	80.27594801161422
GO:0048523	233	3.6654889540777362	63.851010573498975	60.97788419700329
GO:0016779	232	7.269305308287988	202.74959952672066	208.4375622364537
GO:0044272	231	4.238814678441165	128.22991875015222	128.01898728179472
GO:0006766	230	4.557415572140761	105.08203562961945	105.8720520521472
GO:0006767	226	4.428073506160763	104.06523461454258	104.9809283769718
GO:0009064	226	4.635180383979182	171.53906589176827	169.54082135346965
GO:0010605	225	3.152336375192009	43.18255876615419	42.82581674636745
GO:0022804	225	3.884726452821545	114.32997302760333	113.85739995461441
GO:0009110	224	4.382563285219508	103.87687233824927	104.87841669644288
GO:0009066	223	4.174510448083084	121.57748551068498	121.38316227829424
GO:0008173	221	4.377946384163782	118.70334574546673	117.60384805307234
GO:0098660	221	3.877227166054952	111.11218129908659	113.22626330058924
GO:0042364	220	4.253221219239512	102.86007132317236	103.98729302126749
GO:0008270	219	5.27988983110149	106.22333305386633	103.56027322375095
GO:0042597	217	12.42418808690681	238.79091877561424	235.07893570333943
GO:0009161	216	2.2976127877810004	74.66873353592261	73.4215667316115
GO:0043648	215	4.399457973228357	134.62999929529477	133.25614961112834
GO:0098655	211	3.4538095587023476	100.77355680909885	101.0825817439363
GO:0031324	210	3.1239305944680322	51.78699744689127	50.51738474102033
GO:0034404	208	2.7447967345010307	90.0605792209106	89.14557650163923
GO:0009057	207	4.083067905019451	128.61629929185983	127.84724829369175
GO:1901657	207	3.159165575124002	133.14059592628973	133.84949741571734
GO:0010629	206	2.8498535044249453	36.424351048866185	35.67944221668937
GO:0098796	205	4.065949546146949	72.67800651091743	74.28277011582067
GO:0009141	203	2.170746450412681	56.05175616400754	56.72823978551314
GO:0072527	203	3.483227471535331	97.59305572672832	94.82068088116401
GO:0016757	202	12.866131672236397	544.9317503683242	509.6630174150397
GO:0044262	202	4.441368366730979	168.1338177882793	165.17908987685988
GO:0006508	200	5.463838145613106	151.17826049951984	155.2501926950886
GO:0009116	199	2.9414731226489415	96.50035500778795	95.4083342310759
GO:0019843	197	3.4790486143432178	53.746016637905505	56.608663289497855
GO:0042273	197	2.9249659042537752	47.87382613259519	46.060985993033334
GO:0009124	196	2.0352516818088406	68.08865084064355	66.79746195671476
GO:0009126	196	2.0787999591244595	69.92340257555959	68.66351219547342
GO:0009167	196	2.0787999591244595	69.92340257555959	68.66351219547342
GO:0016765	196	6.391072648153491	191.22021159432902	185.2657318563391
GO:0072330	196	3.2065254857040952	81.30203139007494	85.63495816076015
GO:0030312	192	9.124175138288141	267.57870395263325	275.0896899413512
GO:0006733	190	3.098136542077762	77.18630855764809	81.89820069413202
GO:0051540	190	4.9600530379072	113.66754344460462	105.14113228230805
GO:0009119	189	2.7776478040173114	92.44601339053385	91.41185581709391
GO:0051536	189	4.924338752192915	112.6675434446046	104.67684656802233
GO:1990234	189	9.185884619555289	629.7477539741831	610.2366073603856
GO:0016614	188	4.579703883529954	148.99577744671336	150.1458254131966
GO:0033036	188	4.96993458094043	117.87100557488468	121.75058757159
GO:0008324	187	3.0816501233868503	95.991549325826	95.57520856400369
GO:0016830	187	8.927391837171937	296.64350387097284	291.0190879529551
GO:0015980	186	4.943457688332326	145.3316361860492	141.11346007172665
GO:0009314	185	5.168657519495542	89.78412127300376	91.08648930439945
GO:0016773	184	4.824842611031986	156.211183014624	157.34748456723625
GO:0042274	184	2.997689652940051	49.09323252833012	47.32783897676202
GO:0009084	183	3.8698004303342475	156.80062843344115	154.08035119600868
GO:0072524	183	2.4385567556292433	72.28969005117702	73.99131207484437
GO:0008233	182	4.571525951423569	134.7039038256638	137.78383024825055
GO:0098662	182	2.796120247791215	90.25807439232737	90.96640443140909
GO:0051172	180	2.573944064069255	34.19058550808536	33.68182038038365
GO:0009156	179	1.8226785061454955	62.490074120665916	61.21111451502674
GO:0006260	175	3.3968568070898852	122.00764432008333	117.71905534283438
GO:0016051	173	3.4769709892875986	77.10829893212298	77.66241017795868
GO:0018193	173	3.7446381715498687	65.55357161021489	69.94211850239476
GO:0140110	172	3.072123701071174	51.07272519827665	49.93597334591719
GO:0000154	171	3.297542058795684	87.2598495688719	88.73818985144162
GO:0016054	171	3.3710494722916136	69.18269710948255	71.73772755107362
GO:0016616	171	4.153860015186926	143.4843642768703	143.86483727188696
GO:0009890	170	2.4075957226385216	32.34372615300583	30.794097589744908
GO:0031327	170	2.4075957226385216	32.34372615300583	30.794097589744908
GO:1901615	170	3.6869749670054337	111.92505480641991	109.42744988658497
GO:0030288	169	6.996997878314168	136.857416696188	142.5112941838802
GO:0009144	168	1.7140516840696658	44.86341675841418	46.10549431700273
GO:0022890	166	2.591163742040742	88.25356730211794	88.66931644852137
GO:0072528	166	2.81723236929678	87.21585156742148	84.66707470996575
GO:0009127	165	1.6683586048445034	58.91005123990012	57.653731280734696
GO:0009168	165	1.6683586048445034	58.91005123990012	57.653731280734696
GO:0010558	165	2.325628509523767	30.37651303825172	29.499015622531793
GO:2000113	165	2.325628509523767	30.37651303825172	29.499015622531793
GO:0046395	164	3.1939661389582805	67.43269710948255	69.85578310662919
GO:0042493	163	3.480032383419578	115.29280273719127	110.33772350467727
GO:0009199	162	1.6070073286733475	42.47378458688064	42.69533554004847
GO:0016835	162	5.138580882727396	132.16832075503328	128.0151275118791
GO:0015399	161	2.6220688086139514	75.67338488279879	76.11766004114824
GO:0044265	161	2.916420018222902	67.64888686137121	66.54321445385273
GO:0042578	158	5.3787600927099515	141.17696665313537	157.11432026139028
GO:0003690	157	2.7315709135581687	93.3289791819973	93.75915550667897
GO:0007154	157	3.2247141390104312	63.7970636875254	65.28539056368426
GO:0016746	156	5.403151342374197	179.81798435886083	179.2410835639211
GO:0048518	156	2.4162088220934224	39.311395225641846	40.99268454933751
GO:0009266	154	3.8223355020330407	59.96475159453411	58.20721340775359
GO:0015672	154	2.4916695442963266	82.78443079961454	83.54855972009412
GO:0043565	153	2.823678442804117	61.07461672499632	66.22421400271143
GO:0070011	153	3.6397558438364492	113.51031125293717	118.4292517340117
GO:0090501	153	2.6550231816643235	50.279758958311966	48.27093360319111
GO:0009205	152	1.506514120382045	39.1639563459217	38.906362075995624
GO:0009605	151	3.994400698700585	102.34669066799269	95.85141514589382
GO:0045333	151	4.23610186511783	131.9347918658176	126.72936409884147
GO:0015405	150	2.4706462585612647	73.19269468258804	73.75905449144679
GO:0008104	149	3.9402291215242817	88.29847690643412	90.98631687844663
GO:0016810	149	5.592297552511555	188.91310295143026	195.0490309531668
GO:0019842	149	3.5276534357113807	109.12490370426725	108.53178398194667
GO:0004519	148	2.8382753639070746	59.552916792675894	58.00113280140518
GO:0006979	148	5.3858372733402105	156.751649706683	155.12704911354228
GO:0072525	148	1.8869147102376063	56.930642579284594	59.19203564906967
GO:0006525	147	3.2224293814915392	135.74038058446067	134.4858468595556
GO:0009072	147	2.6654173193191495	89.81801680063168	93.52719874245848
GO:0000027	145	2.1522939959727263	33.022138751607585	31.866243176470388
GO:0002181	144	2.5490443167254377	46.42037058012142	46.53234446527406
GO:0019362	144	1.7992623963131635	58.31967429951431	59.73632144186353
GO:0044877	144	3.408450576821872	71.70646543395624	69.14631440612524
GO:0046496	144	1.7992623963131635	58.31967429951431	59.73632144186353
GO:0051539	143	3.1326025136086737	74.536231700654	72.17387652050948
GO:0006261	142	2.69833906235455	106.31134474387756	101.6147593929583
GO:0032774	142	2.4360571385162095	53.194806751918215	53.415886533354445
GO:0048522	142	2.029201035616032	35.86410948329285	36.91556307424581
GO:0003700	141	2.424764022495187	40.15817512165341	40.363210076380405
GO:0006575	141	2.6353275958802196	102.68003569314614	108.70129086623999
GO:0004540	140	2.512338634122944	47.83479097474304	46.20677992432195
GO:0015833	140	3.8931009670593495	78.72588158128467	84.57032509390994
GO:0031167	140	2.6198982740090404	70.07673268575505	72.4980228755604
GO:0042886	140	3.8931009670593495	78.72588158128467	84.57032509390994
GO:0009893	139	1.9918666294890204	33.74947562324508	35.013497173541374
GO:0042626	138	2.248126249834359	70.43900239786129	71.49295737017725
GO:0043021	138	3.1777727291628914	61.51806571348108	62.257635160842256
GO:0043492	138	2.248126249834359	70.43900239786129	71.49295737017725
GO:0008649	137	2.546626384608119	64.6329538839117	67.03811504145902
GO:0140102	137	2.546626384608119	64.6329538839117	67.03811504145902
GO:0006820	136	3.6752229953904987	82.5869529145852	84.39259981602049
GO:0010604	136	1.8992740368964283	31.80503117880063	32.189423099467305
GO:0016747	136	4.628064255934299	154.24834778836907	156.49392562066447
GO:0070887	136	2.8796809148297284	91.03522113304489	90.13686605367022
GO:0031325	133	1.8204626673873843	31.826607406190814	32.6752112131624
GO:0045184	133	3.4259578664635537	76.35178324921417	78.69917112945875
GO:0051173	132	1.7852534321781492	30.732018661602066	31.621387259338444
GO:0006526	131	2.855649786693216	127.88406999272922	125.6311568001672
GO:0009142	131	1.1765065351234907	31.406941517289617	31.65556679850049
GO:0009073	130	2.3795194690534447	85.21462557973354	88.37574709519465
GO:0006631	129	2.6022498455823637	49.66329594238684	52.07162649774149
GO:0009067	129	2.589866615466249	79.68227703042339	80.8769526803315
GO:0016866	129	4.348132096315406	184.3504301981994	190.77903885531927
GO:0000096	128	2.5071805900299466	77.36822111135695	78.09937007971808
GO:0000028	127	1.9150167223841397	23.289740302607854	22.696913877764068
GO:0030488	127	2.6016229921623375	93.70859187863657	92.5068663885169
GO:0016836	126	4.39961008454265	105.49518989212335	104.8009739128347
GO:0061695	126	7.7863090687922805	600.0322781960804	578.2204479455972
GO:0045934	125	1.7927137273589753	25.95246843038216	24.283409009474504
GO:0046983	125	4.29473183994766	183.9191645041366	183.13731793038946
GO:0006310	124	2.6676682115857506	70.0810195401643	68.02449020894326
GO:0019867	124	5.5313370747053865	141.62071554436827	137.78886202192407
GO:0006081	123	2.0937716823119867	71.89656184703065	67.27760948092974
GO:0015077	123	1.7193902441019282	67.78142525016847	70.11113991685745
GO:0016052	123	2.4715221873369453	134.51501517884552	130.48230728364967
GO:0051246	123	1.9179490523310427	33.48755953422081	34.918341738487776
GO:0006351	122	2.033138771960805	41.195693519482255	41.21512189257235
GO:0010628	122	1.6267395026611273	27.838883171508133	29.126431058118488
