Term	GenesWithTerm	FractionalGeneEquivalent	MOCK1FractionalRawReads	MOCK2FractionalRawReads
ko:K03120	14	14.0	347.0	373.0
ko:K03179	14	14.0	294.0	282.0
ko:K03271	14	13.0	247.5	208.5
ko:K03303	14	13.0	505.5	523.5
ko:K03324	14	14.0	293.0	261.0
ko:K03415	14	13.333333333333332	252.0	231.33333333333331
ko:K03608	14	14.0	144.0	148.0
ko:K03614	14	11.0	496.25	474.75
ko:K03705	14	14.0	635.0	634.0
ko:K03925	14	14.0	144.0	170.0
ko:K04070	14	14.0	970.0	1014.0
ko:K04562	14	12.0	650.75	663.25
ko:K04767	14	14.0	489.0	427.0
ko:K04801	14	14.0	950.0	932.0
ko:K05350	14	14.0	812.0	781.0
ko:K05516	14	10.25	242.75	276.5
ko:K05540	14	14.0	416.0	395.0
ko:K05844	14	13.5	222.5	190.0
ko:K06045	14	13.5	339.0	321.5
ko:K06179	14	12.583333333333334	510.4166666666667	490.9166666666667
ko:K06204	14	14.0	120.0	110.0
ko:K06865	14	14.0	759.0	896.0
ko:K06996	14	14.0	188.0	218.0
ko:K06999	14	14.0	212.0	203.0
ko:K07068	14	13.0	160.0	152.5
ko:K07079	14	14.0	906.0	948.0
ko:K07101	14	12.666666666666666	181.66666666666666	158.0
ko:K07182	14	12.5	388.5	431.5
ko:K07492	14	14.0	173.0	180.0
ko:K07552	14	12.0	245.0	239.5
ko:K07657	14	11.5	327.0	312.5
ko:K07667	14	12.75	206.75	238.75
ko:K09005	14	14.0	242.0	281.0
ko:K09812	14	14.0	315.0	327.0
ko:K11069	14	10.5	442.5	409.5
ko:K11645	14	14.0	319.0	332.0
ko:K12543	14	10.5	389.0	376.0
ko:K14170	14	10.7	500.3	584.8
ko:K15738	14	14.0	608.0	562.0
ko:K18139	14	13.333333333333332	354.3333333333333	398.3333333333333
ko:K18828	14	14.0	118.0	128.0
ko:K19802	14	11.533333333333333	624.4333333333334	609.4
ko:K21947	14	14.0	638.0	718.0
ko:K22051	14	7.333333333333334	275.16666666666663	252.66666666666666
ko:K00074	13	11.5	212.0	223.5
ko:K00164	13	12.5	636.5	561.5
ko:K00287	13	10.0	193.0	210.5
ko:K00367	13	5.5	258.83333333333337	232.99999999999997
ko:K00677	13	13.0	294.0	258.0
ko:K00823	13	12.0	318.5	369.5
ko:K00989	13	12.0	255.5	259.0
ko:K01247	13	10.5	222.5	223.5
ko:K01473	13	11.0	413.5	412.0
ko:K01493	13	13.0	285.0	296.0
ko:K01523	13	11.399999999999999	110.4	138.6
ko:K01571	13	8.9	816.9333333333333	858.8333333333334
ko:K01572	13	13.0	775.0	800.0
ko:K01620	13	11.5	518.0	522.0
ko:K01633	13	11.25	87.75	89.5
ko:K01785	13	13.0	473.0	455.0
ko:K01905	13	7.333333333333333	476.5	484.8333333333333
ko:K02188	13	13.0	468.0	491.0
ko:K02189	13	11.833333333333332	365.66666666666663	415.5
ko:K02257	13	13.0	252.0	253.0
ko:K02388	13	13.0	277.0	247.0
ko:K02404	13	13.0	711.0	798.0
ko:K02408	13	13.0	151.0	163.0
ko:K02414	13	12.5	969.0	976.0
ko:K02419	13	12.5	524.5	517.0
ko:K02421	13	13.0	445.0	468.0
ko:K02422	13	13.0	191.0	220.0
ko:K02450	13	11.5	339.5	347.0
ko:K02477	13	10.333333333333332	327.0	351.0
ko:K02499	13	8.5	265.5	264.5
ko:K02548	13	13.0	441.0	452.0
ko:K02564	13	12.5	264.0	313.5
ko:K02660	13	9.333333333333334	265.33333333333337	287.83333333333337
ko:K02913	13	13.0	50.0	45.0
ko:K02970	13	13.0	59.0	61.0
ko:K03047	13	13.0	302.0	259.0
ko:K03057	13	13.0	109.0	107.0
ko:K03098	13	13.0	90.0	67.0
ko:K03113	13	13.0	130.0	127.0
ko:K03117	13	9.5	71.0	50.5
ko:K03390	13	9.45	295.7	274.95
ko:K03439	13	12.0	409.0	419.5
ko:K03556	13	13.0	699.0	703.0
ko:K03560	13	12.0	100.0	131.5
ko:K03562	13	12.0	191.5	187.0
ko:K03563	13	13.0	124.0	111.0
ko:K03582	13	10.666666666666666	749.5	766.6666666666666
ko:K03615	13	11.5	747.0	744.0
ko:K03616	13	12.5	257.0	276.5
ko:K03726	13	13.0	1061.0	1078.0
ko:K03767	13	6.833333333333332	81.66666666666667	78.66666666666666
ko:K03769	13	10.0	227.5	226.5
ko:K03801	13	12.5	303.0	303.5
ko:K03841	13	13.0	316.0	299.0
ko:K04076	13	12.333333333333332	1171.3333333333335	1176.6666666666665
ko:K05567	13	13.0	149.0	217.0
ko:K05873	13	13.0	214.0	228.0
ko:K05982	13	13.0	387.0	375.0
ko:K06013	13	11.5	419.5	371.5
ko:K06149	13	12.333333333333332	112.33333333333334	119.0
ko:K06863	13	13.0	462.0	406.0
ko:K06888	13	13.0	510.0	489.0
ko:K06936	13	10.5	389.0	415.0
ko:K06973	13	13.0	343.0	380.0
ko:K06988	13	13.0	272.0	253.0
ko:K07037	13	13.0	895.0	803.0
ko:K07178	13	13.0	339.0	326.0
ko:K07397	13	11.5	242.0	242.0
ko:K07407	13	12.5	944.5	953.0
ko:K07446	13	13.0	457.0	446.0
ko:K07452	13	9.833333333333332	541.5	600.1666666666667
ko:K07457	13	12.5	374.0	423.5
ko:K07495	13	13.0	677.0	635.0
ko:K07557	13	10.5	510.0	495.0
ko:K07991	13	13.0	507.0	498.0
ko:K08296	13	12.5	125.0	119.0
ko:K08352	13	11.000000000000002	307.33333333333337	282.0
ko:K08681	13	13.0	416.0	410.0
ko:K09157	13	13.0	420.0	343.0
ko:K09471	13	13.0	241.0	178.0
ko:K09807	13	12.5	233.5	251.5
ko:K10125	13	12.0	132.5	101.5
ko:K10844	13	13.0	289.0	206.0
ko:K10960	13	9.5	138.5	140.0
ko:K11065	13	13.0	124.0	115.0
ko:K11072	13	9.416666666666668	431.08333333333337	447.3333333333333
ko:K11473	13	12.5	391.0	378.0
ko:K11529	13	13.0	726.0	679.0
ko:K14155	13	10.0	163.16666666666669	161.33333333333334
ko:K14645	13	11.5	461.0	450.5
ko:K15496	13	9.166666666666668	232.66666666666666	256.1666666666667
ko:K15582	13	8.166666666666668	310.1666666666667	304.33333333333337
ko:K15583	13	7.366666666666667	288.6333333333333	250.06666666666666
ko:K15986	13	12.5	920.5	890.5
ko:K19076	13	12.0	361.0	319.5
ko:K21470	13	12.5	338.5	392.0
ko:K00021	12	12.0	534.0	454.0
ko:K00192	12	9.0	735.5	717.5
ko:K00226	12	10.0	163.0	200.5
ko:K00231	12	12.0	304.0	318.0
ko:K00366	12	10.0	293.5	310.5
ko:K00404	12	11.0	221.5	254.5
ko:K00507	12	12.0	279.0	257.0
ko:K00555	12	12.0	502.0	478.0
ko:K00595	12	8.833333333333332	148.16666666666669	166.5
ko:K00684	12	12.0	162.0	171.0
ko:K00901	12	11.0	200.0	218.0
ko:K00982	12	12.0	491.0	542.0
ko:K01042	12	11.5	417.5	446.0
ko:K01081	12	8.5	456.8333333333333	491.49999999999994
ko:K01136	12	12.0	305.0	274.0
ko:K01206	12	11.5	770.5	742.0
ko:K01406	12	10.666666666666666	693.6666666666667	692.3333333333334
ko:K01434	12	11.0	616.0	544.5
ko:K01468	12	12.0	328.0	355.0
ko:K01485	12	9.5	82.0	109.5
ko:K01546	12	12.0	408.0	401.0
ko:K01622	12	12.0	442.0	471.0
ko:K01761	12	6.866666666666667	257.73333333333335	250.4333333333333
ko:K01807	12	12.0	301.0	284.0
ko:K01838	12	10.25	159.0	156.25
ko:K01848	12	11.0	410.5	435.5
ko:K01893	12	12.0	377.0	361.0
ko:K01926	12	12.0	497.0	478.0
ko:K01959	12	11.5	574.0	620.0
ko:K02058	12	8.0	358.0	330.5
ko:K02119	12	12.0	717.0	731.0
ko:K02122	12	12.0	204.0	152.0
ko:K02191	12	8.833333333333332	131.16666666666669	163.5
ko:K02226	12	8.75	120.25	107.75
ko:K02291	12	12.0	213.0	189.0
ko:K02315	12	12.0	415.0	444.0
ko:K02379	12	12.0	342.0	317.0
ko:K02389	12	12.0	352.0	358.0
ko:K02394	12	12.0	511.0	493.0
ko:K02412	12	11.0	781.5	809.5
ko:K02458	12	7.533333333333333	85.06666666666668	97.10000000000001
ko:K02549	12	11.2	195.6	177.4
ko:K02552	12	9.166666666666666	222.16666666666666	183.66666666666666
ko:K02614	12	10.5	74.0	79.0
ko:K02966	12	12.0	179.0	165.0
ko:K02984	12	12.0	231.0	233.0
ko:K03042	12	12.0	724.0	723.0
ko:K03136	12	12.0	202.0	185.0
ko:K03166	12	12.0	491.0	466.0
ko:K03231	12	12.0	743.0	662.0
ko:K03273	12	11.5	237.0	207.5
ko:K03410	12	12.0	361.0	356.0
ko:K03411	12	12.0	313.0	298.0
ko:K03420	12	12.0	592.0	579.0
ko:K03433	12	12.0	252.0	263.0
ko:K03503	12	12.0	75.0	91.0
ko:K03612	12	12.0	271.0	281.0
ko:K03666	12	12.0	114.0	109.0
ko:K03762	12	11.5	130.5	146.5
ko:K03778	12	11.25	254.0	197.25
ko:K03813	12	10.5	123.0	125.5
ko:K03975	12	12.0	198.0	215.0
ko:K04094	12	12.0	674.0	704.0
ko:K04477	12	10.666666666666668	260.66666666666663	285.0
ko:K04483	12	12.0	458.0	444.0
ko:K04754	12	12.0	182.0	179.0
ko:K04764	12	9.75	46.25	50.25
ko:K04796	12	12.0	91.0	65.0
ko:K04799	12	12.0	417.0	385.0
ko:K05569	12	12.0	278.0	258.0
ko:K05571	12	12.0	173.0	162.0
ko:K05606	12	11.5	119.0	108.0
ko:K05979	12	12.0	560.0	571.0
ko:K06200	12	12.0	517.0	512.0
ko:K06442	12	12.0	391.0	400.0
ko:K06596	12	4.444444444444445	162.22222222222223	150.83333333333334
ko:K06857	12	6.999999999999999	162.41666666666666	159.25000000000003
ko:K06943	12	12.0	426.0	432.0
ko:K06953	12	12.0	262.0	276.0
ko:K06963	12	12.0	450.0	502.0
ko:K06987	12	12.0	195.0	204.0
ko:K07038	12	12.0	370.0	337.0
ko:K07041	12	11.333333333333334	749.3333333333333	832.3333333333334
ko:K07051	12	12.0	377.0	421.0
ko:K07065	12	12.0	117.0	120.0
ko:K07096	12	11.5	257.0	241.5
ko:K07139	12	12.0	539.0	478.0
ko:K07158	12	12.0	120.0	138.0
ko:K07216	12	11.25	264.25	254.5
ko:K07220	12	12.0	598.0	601.0
ko:K07444	12	9.5	440.5	453.5
ko:K07486	12	12.0	460.0	487.0
ko:K07665	12	11.0	153.0	138.0
ko:K07679	12	10.533333333333333	221.4	207.26666666666665
ko:K07718	12	12.0	1774.0	1745.0
ko:K07726	12	11.5	115.0	102.5
ko:K07787	12	9.5	499.5	548.5
ko:K08679	12	11.0	362.0	339.5
ko:K08744	12	6.5	169.0	165.0
ko:K09125	12	12.0	390.0	426.0
ko:K09482	12	12.0	531.0	548.0
ko:K09723	12	12.0	184.0	185.0
ko:K09769	12	12.0	236.0	245.0
ko:K09774	12	9.666666666666668	173.33333333333331	154.33333333333331
ko:K09792	12	12.0	137.0	152.0
ko:K09888	12	12.0	108.0	123.0
ko:K10117	12	10.5	845.0	903.5
ko:K10118	12	7.2	456.3666666666666	461.2333333333333
ko:K11105	12	10.5	375.5	356.5
ko:K11261	12	11.0	262.0	243.0
ko:K11527	12	9.194444444444443	333.8888888888889	337.25
ko:K11741	12	10.5	68.5	76.5
ko:K11747	12	5.166666666666667	113.99999999999999	115.5
ko:K11784	12	7.7333333333333325	221.5333333333334	228.73333333333332
ko:K11904	12	11.0	411.5	346.0
ko:K12251	12	12.0	211.0	259.0
ko:K12368	12	9.0	84.5	107.0
ko:K13497	12	5.833333333333333	359.3333333333333	399.3333333333333
ko:K15553	12	11.0	129.5	108.5
ko:K15580	12	8.0	334.5	333.5
ko:K15633	12	12.0	553.0	492.0
ko:K15865	12	12.0	541.0	566.0
ko:K16554	12	7.0	266.5	277.75
ko:K21219	12	9.166666666666668	586.3333333333334	595.4999999999999
ko:K21498	12	11.5	91.5	84.5
ko:K00008	11	9.5	544.5	566.0
ko:K00015	11	8.25	402.0	353.25
ko:K00018	11	9.5	146.5	136.5
ko:K00138	11	7.0	141.5	174.0
ko:K00140	11	10.25	228.0	230.25
ko:K00248	11	11.0	181.0	190.0
ko:K00275	11	11.0	129.0	127.0
ko:K00290	11	9.0	151.0	152.0
ko:K00303	11	9.5	206.5	184.0
ko:K00311	11	11.0	272.0	340.0
ko:K00324	11	10.5	206.0	204.5
ko:K00362	11	9.5	495.0	455.5
ko:K00380	11	8.0	324.5	322.0
ko:K00432	11	11.0	118.0	127.0
ko:K00440	11	10.2	526.8	582.0
ko:K00658	11	11.0	349.0	355.0
ko:K00754	11	10.0	108.5	134.0
ko:K00756	11	10.0	586.0	570.5
ko:K00857	11	11.0	298.0	269.0
ko:K01082	11	10.5	138.5	162.5
ko:K01095	11	11.0	112.0	106.0
ko:K01155	11	10.333333333333334	247.0	295.0
ko:K01170	11	11.0	210.0	188.0
ko:K01174	11	8.416666666666666	166.33333333333331	140.16666666666669
ko:K01218	11	8.5	605.0	567.0
ko:K01479	11	6.333333333333333	108.50000000000001	120.00000000000001
ko:K01596	11	11.0	523.0	528.0
ko:K01641	11	11.0	436.0	465.0
ko:K01664	11	5.333333333333333	111.83333333333333	123.83333333333333
ko:K01697	11	5.833333333333334	200.83333333333331	173.5
ko:K01744	11	11.0	832.0	904.0
ko:K01878	11	11.0	403.0	367.0
ko:K01911	11	10.0	233.0	211.0
ko:K01974	11	10.0	268.0	249.0
ko:K02068	11	5.25	112.75	108.75
ko:K02116	11	11.0	96.0	57.0
ko:K02190	11	11.0	190.0	235.0
ko:K02200	11	10.0	199.0	176.0
ko:K02259	11	11.0	185.0	194.0
ko:K02322	11	11.0	1558.0	1490.0
ko:K02411	11	10.5	374.0	350.5
ko:K02416	11	11.0	635.0	623.0
ko:K02420	11	11.0	116.0	108.0
ko:K02474	11	8.75	262.5	255.75
ko:K02488	11	9.7	866.4	884.7
ko:K02585	11	10.5	456.0	413.0
ko:K02587	11	11.0	414.0	475.0
ko:K02619	11	9.2	161.5	175.5
ko:K02626	11	11.0	194.0	183.0
ko:K02662	11	11.0	391.0	407.0
ko:K02664	11	10.0	254.0	237.0
ko:K02672	11	8.6	202.0	156.79999999999998
ko:K02769	11	3.8428571428571425	166.96904761904761	165.28571428571428
ko:K02770	11	3.8428571428571425	166.96904761904761	165.28571428571428
ko:K02825	11	11.0	170.0	158.0
ko:K02837	11	11.0	437.0	391.0
ko:K02849	11	4.9	74.53333333333333	72.03333333333333
ko:K02858	11	10.5	242.5	243.0
ko:K02877	11	11.0	200.0	234.0
ko:K02910	11	11.0	74.0	75.0
ko:K02914	11	11.0	24.0	25.0
ko:K02930	11	11.0	322.0	319.0
ko:K03041	11	11.0	1328.0	1400.0
ko:K03060	11	11.0	104.0	99.0
ko:K03148	11	7.0	104.0	93.0
ko:K03167	11	11.0	789.0	752.0
ko:K03216	11	11.0	171.0	139.0
ko:K03236	11	11.0	81.0	97.0
ko:K03242	11	11.0	519.0	450.0
ko:K03243	11	11.0	1116.0	1012.0
ko:K03263	11	11.0	138.0	140.0
ko:K03274	11	11.0	228.0	214.0
ko:K03286	11	10.0	195.0	182.5
ko:K03299	11	10.5	232.5	232.0
ko:K03315	11	11.0	350.0	318.0
ko:K03316	11	11.0	231.0	251.0
ko:K03523	11	11.0	402.0	375.0
ko:K03538	11	11.0	99.0	69.0
ko:K03566	11	11.0	102.0	111.0
ko:K03627	11	11.0	187.0	195.0
ko:K03634	11	9.833333333333332	195.66666666666666	220.33333333333331
ko:K03660	11	11.0	330.0	342.0
ko:K03785	11	11.0	279.0	252.0
ko:K03803	11	11.0	191.0	169.0
ko:K03833	11	10.333333333333332	487.0	543.6666666666666
ko:K04040	11	11.0	156.0	148.0
ko:K04566	11	11.0	635.0	628.0
ko:K04797	11	11.0	163.0	212.0
ko:K05570	11	10.5	121.0	98.0
ko:K05589	11	8.5	52.33333333333333	56.33333333333333
ko:K05788	11	8.583333333333332	53.58333333333333	51.91666666666667
ko:K05934	11	8.5	325.0	327.1666666666667
ko:K05946	11	9.5	439.0	486.25
ko:K05966	11	10.5	366.5	365.5
ko:K06023	11	11.0	344.0	334.0
ko:K06174	11	11.0	747.0	786.0
ko:K06346	11	11.0	343.0	390.0
ko:K06381	11	11.0	688.0	639.0
ko:K06603	11	11.0	206.0	204.0
ko:K06891	11	11.0	88.0	78.0
ko:K06958	11	11.0	470.0	507.0
ko:K06961	11	11.0	280.0	228.0
ko:K06981	11	11.0	298.0	247.0
ko:K07006	11	10.0	144.0	141.0
ko:K07016	11	10.5	1585.0	1594.5
ko:K07064	11	11.0	138.0	134.0
ko:K07102	11	9.833333333333332	175.5	248.66666666666666
ko:K07164	11	10.5	196.0	177.0
ko:K07321	11	11.0	472.0	488.0
ko:K07466	11	11.0	736.0	829.0
ko:K07558	11	11.0	514.0	492.0
ko:K07562	11	11.0	379.0	430.0
ko:K07572	11	11.0	212.0	218.0
ko:K07588	11	10.5	280.5	345.0
ko:K07712	11	10.5	319.0	260.0
ko:K07714	11	7.333333333333333	206.66666666666666	222.16666666666666
ko:K07725	11	11.0	201.0	190.0
ko:K07979	11	10.5	183.0	180.0
ko:K08223	11	11.0	231.0	193.0
ko:K08305	11	11.0	198.0	231.0
ko:K08589	11	8.0	159.0	183.5
ko:K08975	11	11.0	241.0	259.0
ko:K09015	11	9.333333333333332	352.3333333333333	331.5
ko:K09691	11	9.833333333333332	318.0	310.0
ko:K09759	11	11.0	529.0	434.0
ko:K09778	11	11.0	162.0	175.0
ko:K09955	11	10.5	880.5	833.0
ko:K10119	11	10.5	743.5	648.0
ko:K10563	11	11.0	244.0	274.0
ko:K10778	11	7.0	122.0	132.0
ko:K11102	11	9.666666666666666	171.66666666666669	200.33333333333334
ko:K11206	11	8.5	87.5	90.0
ko:K12510	11	10.5	345.0	340.0
ko:K12511	11	10.5	286.0	336.0
ko:K13280	11	9.5	205.0	196.5
ko:K13628	11	7.666666666666666	50.16666666666667	50.5
ko:K13829	11	6.833333333333333	569.0	546.3333333333333
ko:K13954	11	9.5	309.5	327.0
ko:K14574	11	11.0	283.0	262.0
ko:K14656	11	10.333333333333334	135.0	176.66666666666666
ko:K15371	11	11.0	208.0	218.0
ko:K15449	11	11.0	355.0	376.0
ko:K16090	11	9.0	544.5	566.5
ko:K16091	11	10.333333333333334	265.33333333333337	283.33333333333337
ko:K18532	11	11.0	202.0	191.0
ko:K18882	11	11.0	517.0	509.0
ko:K18889	11	8.0	824.0	825.0
ko:K18890	11	10.0	895.5	935.0
ko:K18930	11	5.8500000000000005	194.5	133.35000000000002
ko:K18979	11	11.0	217.0	241.0
ko:K19092	11	11.0	100.0	67.0
ko:K19294	11	11.0	253.0	237.0
ko:K20885	11	10.0	770.5	856.5
ko:K21134	11	4.333333333333334	173.33333333333331	170.0
ko:K21147	11	8.5	212.0	227.5
ko:K21471	11	8.666666666666668	377.6666666666667	320.0
ko:K21600	11	11.0	119.0	103.0
ko:K00124	10	8.833333333333332	170.0	153.66666666666666
ko:K00150	10	10.0	428.0	416.0
ko:K00163	10	10.0	373.0	359.0
ko:K00202	10	10.0	575.0	656.0
ko:K00285	10	10.0	111.0	89.0
ko:K00347	10	7.0	199.25	184.75
ko:K00375	10	5.625	87.375	93.125
ko:K00400	10	10.0	911.0	934.0
ko:K00457	10	9.5	167.0	169.5
ko:K00537	10	10.0	72.0	68.0
ko:K00568	10	10.0	136.0	116.0
ko:K00577	10	10.0	246.0	232.0
ko:K00625	10	7.5	338.0	329.0
ko:K00657	10	10.0	64.0	59.0
ko:K00798	10	10.0	109.0	114.0
ko:K00860	10	9.0	144.0	101.0
ko:K00869	10	10.0	431.0	391.0
ko:K00874	10	9.5	605.0	599.0
ko:K00958	10	8.0	168.5	184.0
ko:K01008	10	10.0	274.0	333.0
ko:K01173	10	9.5	203.5	215.0
ko:K01214	10	7.0	278.5	276.0
ko:K01236	10	5.5	207.5	201.0
ko:K01243	10	7.833333333333333	220.0	259.83333333333337
ko:K01258	10	10.0	275.0	244.0
ko:K01299	10	10.0	337.0	311.0
ko:K01322	10	8.0	466.0	430.5
ko:K01531	10	6.5	481.5	530.5
ko:K01560	10	5.416666666666667	67.83333333333334	76.5
ko:K01601	10	9.0	443.5	463.5
ko:K01625	10	10.0	392.0	393.0
ko:K01654	10	10.0	429.0	321.0
ko:K01729	10	6.25	190.0	173.0
ko:K01805	10	10.0	710.0	633.0
ko:K01809	10	9.333333333333332	426.0	393.0
ko:K01811	10	8.5	1337.0	1427.0
ko:K01938	10	10.0	1054.0	989.0
ko:K02377	10	8.166666666666668	107.16666666666666	86.0
ko:K02393	10	10.0	288.0	328.0
ko:K02413	10	10.0	245.0	253.0
ko:K02440	10	9.0	161.0	180.0
ko:K02460	10	10.0	196.0	238.0
ko:K02566	10	6.5	226.0	188.0
ko:K02588	10	10.0	276.0	262.0
ko:K02636	10	8.833333333333332	86.83333333333333	76.66666666666667
ko:K02671	10	7.833333333333333	92.5	91.83333333333333
ko:K02683	10	10.0	401.0	399.0
ko:K02824	10	7.0	484.0	495.0
ko:K02847	10	7.666666666666666	270.6666666666667	264.0
ko:K02883	10	10.0	117.0	132.0
ko:K02885	10	10.0	169.0	152.0
ko:K02889	10	10.0	91.0	93.0
ko:K02936	10	10.0	131.0	121.0
ko:K02944	10	10.0	56.0	71.0
ko:K02991	10	10.0	121.0	125.0
ko:K03051	10	10.0	113.0	102.0
ko:K03053	10	10.0	80.0	71.0
ko:K03056	10	10.0	104.0	95.0
ko:K03077	10	6.666666666666666	301.1666666666667	356.3333333333333
ko:K03105	10	10.0	88.0	74.0
ko:K03146	10	10.0	439.0	407.0
ko:K03234	10	10.0	1063.0	1003.0
ko:K03264	10	10.0	228.0	256.0
ko:K03265	10	10.0	499.0	484.0
ko:K03269	10	10.0	141.0	178.0
ko:K03297	10	8.5	60.5	60.5
ko:K03330	10	10.0	884.0	811.0
ko:K03402	10	10.0	188.0	228.0
ko:K03432	10	10.0	334.0	284.0
ko:K03539	10	10.0	246.0	243.0
ko:K03578	10	9.5	421.5	425.5
ko:K03613	10	10.0	264.0	248.0
ko:K03626	10	10.0	117.0	123.0
ko:K03668	10	8.0	51.0	60.0
ko:K03670	10	10.0	317.0	309.0
ko:K03672	10	6.5	23.0	19.5
ko:K03753	10	9.0	325.0	353.0
ko:K03776	10	7.583333333333333	280.0	275.0833333333333
ko:K03839	10	10.0	85.0	88.0
ko:K03981	10	7.7	158.1	167.2
ko:K04047	10	10.0	114.0	121.0
ko:K04065	10	10.0	102.0	104.0
ko:K04798	10	10.0	127.0	115.0
ko:K04800	10	10.0	639.0	587.0
ko:K05367	10	10.0	239.0	269.0
ko:K05770	10	10.0	111.0	116.0
ko:K05799	10	7.166666666666667	173.16666666666666	132.83333333333331
ko:K05875	10	4.916666666666666	82.16666666666666	74.91666666666666
ko:K06113	10	9.333333333333332	614.3333333333334	630.6666666666667
ko:K06188	10	9.0	107.0	103.0
ko:K06193	10	10.0	64.0	59.0
ko:K06869	10	10.0	244.0	202.0
ko:K06923	10	10.0	275.0	262.0
ko:K06926	10	10.0	342.0	337.0
ko:K06927	10	10.0	279.0	283.0
ko:K06932	10	10.0	459.0	510.0
ko:K06933	10	10.0	133.0	133.0
ko:K06944	10	10.0	512.0	510.0
ko:K06962	10	10.0	161.0	144.0
ko:K06994	10	9.0	680.0	590.0
ko:K07000	10	9.5	92.0	85.0
ko:K07039	10	9.0	183.0	167.0
ko:K07045	10	10.0	265.0	249.0
ko:K07061	10	10.0	296.0	288.0
ko:K07085	10	10.0	265.0	244.0
ko:K07093	10	10.0	209.0	193.0
ko:K07303	10	9.5	513.0	678.0
ko:K07313	10	10.0	254.0	231.0
ko:K07317	10	9.5	270.0	291.5
ko:K07341	10	10.0	111.0	97.0
ko:K07406	10	9.0	1149.0	1148.5
ko:K07445	10	10.0	778.0	778.0
ko:K07477	10	10.0	201.0	210.0
ko:K07561	10	10.0	341.0	377.0
ko:K07569	10	10.0	73.0	79.0
ko:K07581	10	10.0	149.0	137.0
ko:K07583	10	10.0	436.0	483.0
ko:K07713	10	6.166666666666666	137.33333333333331	169.16666666666666
ko:K07727	10	10.0	59.0	65.0
ko:K07728	10	10.0	361.0	371.0
ko:K08096	10	10.0	229.0	229.0
ko:K08300	10	9.5	333.0	284.5
ko:K08973	10	10.0	80.0	84.0
ko:K09000	10	10.0	147.0	184.0
ko:K09116	10	10.0	590.0	615.0
ko:K09123	10	10.0	433.0	431.0
ko:K09690	10	9.5	274.5	258.0
ko:K10206	10	10.0	634.0	685.0
ko:K10843	10	9.5	159.5	135.0
ko:K10896	10	10.0	886.0	852.0
ko:K11312	10	8.0	59.5	63.5
ko:K11780	10	8.399999999999999	310.2	383.4
ko:K11781	10	8.399999999999999	400.2	384.4
ko:K11891	10	8.333333333333332	270.8333333333333	276.3333333333333
ko:K11903	10	7.5	62.0	59.5
ko:K11928	10	8.5	267.5	245.5
ko:K12287	10	5.666666666666666	383.41666666666663	382.25
ko:K12308	10	9.5	1432.0	1451.0
ko:K12541	10	7.625	399.625	347.375
ko:K13051	10	7.5	142.0	133.0
ko:K13590	10	9.5	276.5	210.0
ko:K13798	10	8.5	680.0	567.0
ko:K13893	10	8.0	135.5	146.5
ko:K14261	10	9.0	164.5	217.0
ko:K15539	10	10.0	336.0	348.0
ko:K15581	10	7.333333333333333	214.83333333333334	231.83333333333334
ko:K16363	10	9.0	243.5	213.5
ko:K16881	10	6.5	352.25	344.25
ko:K17104	10	10.0	279.0	273.0
ko:K17105	10	10.0	286.0	278.0
ko:K18285	10	7.066666666666666	166.86666666666667	196.39999999999998
ko:K18303	10	3.3333333333333335	55.33333333333333	49.99999999999999
ko:K18691	10	10.0	178.0	158.0
ko:K18829	10	8.5	69.0	70.5
ko:K20215	10	9.333333333333332	281.0	295.66666666666663
ko:K20866	10	5.833333333333333	115.91666666666667	119.0
ko:K21023	10	6.375	216.375	181.625
ko:K22010	10	8.5	231.0	227.5
ko:K00125	9	8.5	500.0	584.0
ko:K00131	9	5.75	332.5	233.25
ko:K00210	9	6.0	114.50000000000001	115.0
ko:K00244	9	8.5	202.0	226.0
ko:K00405	9	8.25	112.5	115.5
ko:K00406	9	8.0	166.0	111.5
ko:K00433	9	9.0	173.0	182.0
ko:K00610	9	9.0	176.0	165.0
ko:K00647	9	8.0	167.5	187.5
ko:K00672	9	9.0	426.0	410.0
ko:K00831	9	9.0	218.0	204.0
ko:K00836	9	8.5	152.5	138.0
ko:K00878	9	9.0	222.0	214.0
ko:K00882	9	7.5	454.0	484.0
ko:K00955	9	6.0	226.5	244.0
ko:K01001	9	9.0	326.0	276.0
ko:K01119	9	5.666666666666666	273.0	280.16666666666663
ko:K01183	9	7.5	271.0	268.5
ko:K01278	9	8.5	361.0	371.5
ko:K01286	9	3.75	149.0	144.49999999999997
ko:K01354	9	7.0	187.0	206.5
ko:K01414	9	8.0	309.5	345.5
ko:K01474	9	9.0	477.0	469.0
ko:K01548	9	9.0	148.0	123.0
ko:K01581	9	8.0	585.0	539.5
ko:K01610	9	9.0	293.0	287.0
ko:K01621	9	9.0	375.0	276.0
ko:K01692	9	7.25	56.0	56.25
ko:K01741	9	9.0	131.0	92.0
ko:K01816	9	8.5	96.5	118.5
ko:K01829	9	5.2	111.1	101.45
ko:K01886	9	9.0	494.0	484.0
ko:K02071	9	8.333333333333334	199.33333333333334	183.0
ko:K02347	9	7.666666666666667	391.66666666666663	382.0
ko:K02418	9	8.5	159.5	130.0
ko:K02427	9	9.0	273.0	246.0
ko:K02459	9	5.3500000000000005	65.25	89.55000000000001
ko:K02480	9	9.0	190.0	159.0
ko:K02551	9	9.0	282.0	236.0
