CatalogProteins	UniqueIDs	ResiduesExcludingTerminalStop	ProteinsWithTerminalStop	Complete	Partial	Incomplete	MOCK1RawReads	MOCK2RawReads	EggNOGRelease
93782	93782	25497843	78867	64849	27124	1809	2784234	2777443	5.0.2
