sample,run,group,short_reads_1,short_reads_2,short_reads_platform
ERR9765746,run1,MOCK1,data/raw/article13/ERR9765746_clean_R1.fastq.gz,data/raw/article13/ERR9765746_clean_R2.fastq.gz,ILLUMINA
