 35.84	7168	7168	U	0	unclassified
 64.16	12832	0	R	1	root
 64.16	12831	6922	R1	131567	  cellular organisms
 29.54	5908	0	D	2759	    Eukaryota
 29.54	5908	0	D1	33154	      Opisthokonta
 29.54	5908	0	K	33208	        Metazoa
 29.54	5908	0	K1	6072	          Eumetazoa
 29.54	5908	0	K2	33213	            Bilateria
 29.54	5908	0	K3	33511	              Deuterostomia
 29.54	5908	0	P	7711	                Chordata
 29.54	5908	0	P1	89593	                  Craniata
 29.54	5908	0	P2	7742	                    Vertebrata
 29.54	5908	0	P3	7776	                      Gnathostomata
 29.54	5908	0	P4	117570	                        Teleostomi
 29.54	5908	0	P5	117571	                          Euteleostomi
 29.54	5908	0	P6	8287	                            Sarcopterygii
 29.54	5908	0	P7	1338369	                              Dipnotetrapodomorpha
 29.54	5908	0	P8	32523	                                Tetrapoda
 29.54	5908	0	P9	32524	                                  Amniota
 29.54	5908	0	C	40674	                                    Mammalia
 29.54	5908	0	C1	32525	                                      Theria
 29.54	5908	0	C2	9347	                                        Eutheria
 29.54	5908	0	C3	1437010	                                          Boreoeutheria
 29.54	5908	0	C4	314146	                                            Euarchontoglires
 29.54	5908	0	O	9443	                                              Primates
 29.54	5908	0	O1	376913	                                                Haplorrhini
 29.54	5908	0	O2	314293	                                                  Simiiformes
 29.54	5908	0	O3	9526	                                                    Catarrhini
 29.54	5908	0	O4	314295	                                                      Hominoidea
 29.54	5908	0	F	9604	                                                        Hominidae
 29.54	5908	0	F1	207598	                                                          Homininae
 29.54	5908	0	G	9605	                                                            Homo
 29.54	5908	5908	S	9606	                                                              Homo sapiens
  0.01	1	0	D	2	    Bacteria
  0.01	1	0	K	1783272	      Bacillati
  0.01	1	0	P	201174	        Actinomycetota
  0.01	1	0	C	1760	          Actinomycetes
  0.01	1	0	O	85011	            Kitasatosporales
  0.01	1	0	F	2062	              Streptomycetaceae
  0.01	1	1	G	1883	                Streptomyces
  0.01	1	0	R1	10239	  Viruses
  0.01	1	0	R2	2731341	    Duplodnaviria
  0.01	1	0	K	2731360	      Heunggongvirae
  0.01	1	0	P	2731361	        Peploviricota
  0.01	1	0	C	2731363	          Herviviricetes
  0.01	1	0	O	548681	            Herpesvirales
  0.01	1	0	F	3044472	              Orthoherpesviridae
  0.01	1	0	F1	10374	                Gammaherpesvirinae
  0.01	1	0	G	10375	                  Lymphocryptovirus
  0.01	1	0	S	3050299	                    Lymphocryptovirus humangamma4
  0.01	1	1	S1	10376	                      human gammaherpesvirus 4
