Cohorts	Model	PooledAUROC	Lower95	Upper95	TauSquaredLogitScale	I2Percent	HeterogeneityP
8	Random-effects REML on logit AUROC	0.785889751270549	0.733052843888541	0.830684164667232	0.0901231893872656	52.0941737800874	0.0413443534880727
