Cohort	Threshold	FPR	TPR
FR	0.491461834155158	0.377049180327869	0.735849056603774
FR	0.488781701418501	0.377049180327869	0.754716981132076
FR	0.472916107268665	0.377049180327869	0.773584905660377
FR	0.465723453430887	0.377049180327869	0.792452830188679
FR	0.465692056327015	0.39344262295082	0.792452830188679
FR	0.462982237237661	0.409836065573771	0.792452830188679
FR	0.462121548685713	0.409836065573771	0.811320754716981
FR	0.460932757308152	0.426229508196721	0.811320754716981
FR	0.456766338543714	0.426229508196721	0.830188679245283
FR	0.455097761404077	0.442622950819672	0.830188679245283
FR	0.453436349321605	0.459016393442623	0.830188679245283
FR	0.448404667575356	0.475409836065574	0.830188679245283
FR	0.441246337327784	0.491803278688525	0.830188679245283
FR	0.435041942196691	0.508196721311475	0.830188679245283
FR	0.428466060239015	0.524590163934426	0.830188679245283
FR	0.425771556464217	0.524590163934426	0.849056603773585
FR	0.424493446097374	0.540983606557377	0.849056603773585
FR	0.419465722444314	0.557377049180328	0.849056603773585
FR	0.419071507214899	0.557377049180328	0.867924528301887
FR	0.415283015754542	0.573770491803279	0.867924528301887
FR	0.414003436422342	0.573770491803279	0.886792452830189
FR	0.41018462540925	0.590163934426229	0.886792452830189
FR	0.390195614412712	0.590163934426229	0.905660377358491
FR	0.386510113205204	0.60655737704918	0.905660377358491
FR	0.384185717690877	0.622950819672131	0.905660377358491
FR	0.377924294759968	0.639344262295082	0.905660377358491
FR	0.374670275366666	0.655737704918033	0.905660377358491
FR	0.37377146729654	0.672131147540984	0.905660377358491
FR	0.371864280191041	0.688524590163934	0.905660377358491
FR	0.370985361838913	0.704918032786885	0.905660377358491
FR	0.364723560747691	0.721311475409836	0.905660377358491
FR	0.356662755815259	0.737704918032787	0.905660377358491
FR	0.356576511154054	0.754098360655738	0.905660377358491
FR	0.356423286178247	0.770491803278688	0.905660377358491
FR	0.331385810526287	0.786885245901639	0.905660377358491
FR	0.32951223812477	0.80327868852459	0.905660377358491
FR	0.317565022340057	0.819672131147541	0.905660377358491
FR	0.316630336933841	0.819672131147541	0.924528301886792
FR	0.314071406440431	0.836065573770492	0.924528301886792
FR	0.308126715725103	0.836065573770492	0.943396226415094
FR	0.305911075798294	0.852459016393443	0.943396226415094
FR	0.301417453911421	0.852459016393443	0.962264150943396
FR	0.292442807441255	0.868852459016393	0.962264150943396
FR	0.281749011813229	0.885245901639344	0.962264150943396
FR	0.270580382773081	0.901639344262295	0.962264150943396
FR	0.268522543599476	0.918032786885246	0.962264150943396
FR	0.258119363141794	0.934426229508197	0.962264150943396
FR	0.254513307920463	0.950819672131147	0.962264150943396
FR	0.252816959055346	0.950819672131147	0.981132075471698
FR	0.246633226948095	0.950819672131147	1
FR	0.241166486773439	0.967213114754098	1
FR	0.233829692568289	0.983606557377049	1
FR	0.228858431866538	1	1
FR	-Inf	1	1
AT	Inf	0	0
AT	0.897977715993013	0	0.0217391304347826
AT	0.88808320005066	0	0.0434782608695652
AT	0.872666648730976	0	0.0652173913043478
