Feature	Species	DiscoveryCohorts	PooledHedgesG	Lower95	Upper95	PValue	TauSquared	I2Percent	HeterogeneityP	DiscoveryDirectionFraction	QValue
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	Fusobacterium nucleatum	5	0.849760565506219	0.678567932367664	1.02095319864477	0.000000000000000000000227242127897096	0	0	0.783930762366741	1	0.000000000000000000057037774102171
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes	Dialister pneumosintes	5	0.811807251827556	0.64119769854963	0.982416805105483	0.0000000000000000000109891571615249	0	0	0.721484647744741	1	0.00000000000000000137913922377138
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	Peptostreptococcus stomatis	5	0.848481801208279	0.664508610395023	1.03245499202153	0.000000000000000000157639793715839	0.00579745431600594	13.1544273829448	0.316951226596454	1	0.0000000000000000131891960742252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	Clostridium symbiosum	5	0.628044689032001	0.457031065208769	0.799058312855232	0.000000000000611312118762034	0.00126298810955774	3.31555771583832	0.391326118690889	1	0.0000000000383598354523176
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum	Gemella morbillorum	5	0.819151736225125	0.592974201405625	1.04532927104463	0.0000000000012617197094056	0.0284281235962011	42.7096808276739	0.137370987122848	1	0.0000000000633383294121613
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	Solobacterium moorei	5	0.710865599945201	0.512383784049668	0.909347415840734	0.00000000000222439992520442	0.0138976683939819	27.1052948359421	0.24321036705728	1	0.0000000000930540635377181
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	Hungatella hathewayi	5	0.568607123558482	0.379857480017109	0.757356767099855	0.00000000353976968084303	0.0098127333697193	21.159170518385	0.278141407133654	1	0.000000126926027127372
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	Parvimonas micra	5	0.917358960184118	0.602273627686588	1.23244429268165	0.0000000115417357214475	0.0901122918851702	69.7588038339734	0.0101312191825547	1	0.000000362121958260415
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	Porphyromonas asaccharolytica	5	0.624612726676323	0.406776432691847	0.842449020660799	0.0000000191066698639775	0.0248016252820365	40.185178537957	0.159280023437264	1	0.00000053286379287315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	Flavonifractor plautii	5	0.441515612248207	0.275479939430316	0.607551285066099	0.000000186956516584723	0	0	0.660254786169237	1	0.00000469260856627655
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	Bacteroides fragilis	5	0.41257446945526	0.246899058704153	0.578249880206367	0.0000010564808536881	0	0	0.928624516795818	1	0.0000241069722068829
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184	Pseudoflavonifractor sp An184	5	0.409492854756798	0.243667856359394	0.575317853154202	0.00000129846003854889	0	0	0.515440166042264	1	0.0000271594558063143
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	Eisenbergiella tayi	5	0.461695328608648	0.271449361167556	0.651941296049741	0.00000196971719481512	0.0110131266766643	23.3763864614938	0.274035238183268	1	0.0000380306935306611
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	Clostridium citroniae	5	0.344895235386948	0.179660335126272	0.510130135647624	0.000042944693142557	0	0	0.754422356878305	1	0.000769936998484415
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	Intestinimonas butyriciproducens	5	0.388268661548136	0.192077384569596	0.584459938526675	0.000104960109795447	0.0142387214081029	28.425444265357	0.220588298880157	1	0.00175633250391048
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	Anaerostipes hadrus	5	-0.381562129004618	-0.577158064847875	-0.18596619316136	0.000131606160681045	0.0139587414827286	28.0366852391907	0.237073983215553	1	0.0020645716456839
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae	Clostridium bolteae	5	0.374090776899312	0.178047361969366	0.570134191829258	0.000184012495673256	0.0142254317640758	28.4410327428513	0.236097971728154	1	0.00254457682954039
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	Streptococcus oralis	5	0.333465470123049	0.158172714073935	0.508758226172163	0.000192617369566803	0.00438859795538933	10.9663792352289	0.348045157462123	1	0.00254457682954039
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	Eubacterium limosum	5	0.315746171086287	0.150661684311697	0.480830657860878	0.000177758244615036	0	0	0.633579501041098	1	0.00254457682954039
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme	Clostridium clostridioforme	5	0.399910830800844	0.18157099172637	0.618250669875319	0.000330847642127577	0.0261067384399369	42.0907277608076	0.142561415391304	1	0.0037746708260919
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131	Lachnoclostridium sp An131	5	0.303764396393636	0.138713780413068	0.468815012374203	0.000309542963138248	0	0	0.555562789029096	1	0.0037746708260919
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	Agathobaculum butyriciproducens	5	-0.302892797353484	-0.46795324707875	-0.137832347628219	0.000322384457015208	0	0	0.51563279421401	1	0.0037746708260919
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251	Eubacterium sp CAG 251	5	-0.299487289128474	-0.465522247053591	-0.133452331203358	0.000407303963183939	0.000404951685719829	1.12711901331012	0.406514065607928	1	0.00444492585909429
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	Eisenbergiella massiliensis	5	0.309293193088454	0.13661517493055	0.481971211246358	0.000447095940215164	0.00329044785425828	8.47066779916785	0.380741294531422	1	0.00465899498182187
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181	Actinomyces sp oral taxon 181	5	0.294679293224622	0.129694771280399	0.459663815168846	0.000464043324882657	0	0	0.581092562889629	1	0.00465899498182187
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303	Roseburia sp CAG 303	5	-0.293294267400596	-0.458190136411642	-0.12839839838955	0.000490087619865589	0	0	0.758246032519325	1	0.00473123048408703
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	Bifidobacterium catenulatum	5	-0.297569950238917	-0.466702793741611	-0.128437106736224	0.000564057911691737	0.00175070606956134	4.69538312692491	0.402528103959066	1	0.00524364947535651
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	Ruthenibacterium lactatiformans	5	0.407383337570616	0.174439174884053	0.640327500257179	0.000608775842918385	0.0346165112979325	49.0334037093659	0.0973597366727976	1	0.00545724059187552
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	Anaerotruncus colihominis	5	0.286609130976871	0.121817386989471	0.451400874964271	0.000652471531765644	0	0	0.923660950084788	1	0.00564725360252333
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius	Lactobacillus salivarius	5	0.283182343765778	0.118399614866184	0.447965072665372	0.000756506841621387	0	0	0.89825513944024	1	0.00621112537744656
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans	Gemella haemolysans	5	0.28306046727106	0.11816068859552	0.4479602459466	0.000767111102393799	0	0	0.615829085603073	1	0.00621112537744656
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans	Anaerotignum lactatifermentans	5	0.278448036634355	0.113572198375266	0.443323874893443	0.000932775788661247	0	0	0.617462019176635	1	0.00731646009231165
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_parvulum	Atopobium parvulum	5	0.269890252001876	0.105131542507734	0.434648961496018	0.00132455763681659	0	0	0.789758649111812	1	0.0100746656618474
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_aldenense	Clostridium aldenense	5	0.352051446352177	0.136505183682341	0.567597709022013	0.00136853287540573	0.0246835510097538	40.8355576171604	0.149569831901646	1	0.0101029926978482
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	Escherichia coli	5	0.388770302982516	0.149790953307465	0.627749652657567	0.00143033429260607	0.038320682260577	51.6127121192189	0.081984054645226	0.8	0.0102575402126892
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	Eubacterium hallii	5	-0.265475710421309	-0.430302485990604	-0.100648934852013	0.00159518456489657	0	0	0.560682058482187	1	0.0111219812719178
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	Bilophila wadsworthia	5	0.263825788164115	0.0989851053118332	0.428666471016398	0.00170743275249016	0	0	0.505848100628653	1	0.0115828546182441
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	Ruminococcus gnavus	5	0.262281299351416	0.0974506099802891	0.427111988722543	0.00181634246260276	0	0	0.518114841699219	1	0.0119974199503498
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense	Clostridium lavalense	5	0.350303010213269	0.128814250519831	0.571791769906706	0.00193620582543447	0.0280393499360608	43.9429518713596	0.129537737106336	1	0.0124612221072834
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group	Streptococcus anginosus group	5	0.338162283730633	0.121219232439944	0.555105335021323	0.00224974492747044	0.0255126072564684	41.6638769711824	0.144250876490565	1	0.014117149419877
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	Acidaminococcus intestini	5	0.254458660326635	0.0897437081646865	0.419173612488584	0.00246311978700155	0	0	0.673516301200616	1	0.0150790991838388
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	Actinomyces graevenitzii	5	0.243366649424437	0.0786281113769225	0.408105187471951	0.00378632417903656	0	0	0.49812910066174	0.8	0.022627794498528
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta	Christensenella minuta	5	0.241526811669028	0.0723344846955616	0.410719138642495	0.00514354317874358	0.00189792956623766	5.08741850246305	0.373200727124538	1	0.0293861503439781
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	Coprococcus comes	5	-0.234800103938577	-0.399309126009082	-0.0702910818680723	0.0051513570324105	0	0	0.949491629525763	1	0.0293861503439781
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5	Ruminococcaceae bacterium D5	5	0.274625720860015	0.0813074635450996	0.467943978174931	0.00536429661775581	0.0131189508399979	26.972211012701	0.229703748475954	0.8	0.0299208544679269
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	Roseburia intestinalis	5	-0.35398799612159	-0.606025021764833	-0.101950970478346	0.0059090703121428	0.0467796048019057	56.6114300641509	0.0567230315280745	0.8	0.0314043212969191
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	Streptococcus thermophilus	5	-0.273830258941951	-0.469172320233186	-0.0784881976507158	0.00600560725996858	0.0141364096548835	28.4683069540955	0.236299579857523	0.8	0.0314043212969191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter|s__Catabacter_hongkongensis	Catabacter hongkongensis	5	0.231070697920838	0.0665151963999591	0.395626199441718	0.00591957030748877	0	0	0.79718443078087	1	0.0314043212969191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	Eubacterium sp CAG 38	5	-0.22902409478491	-0.393638915668468	-0.0644092739013518	0.00639432139756338	0	0	0.635346786537706	1	0.0327545851181308
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	Dielma fastidiosa	5	0.306818229880006	0.0795186710521849	0.534117788707826	0.00815366711610402	0.0315519774183836	46.948187900549	0.110893375050222	1	0.0409314089228422
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16	Ruminococcaceae bacterium D16	5	0.284793777818687	0.070030679960614	0.49955687567676	0.00934751588793277	0.0243982138435627	40.6725073213877	0.141753160806357	1	0.0460044409386495
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	Streptococcus salivarius	5	-0.327882447909803	-0.578671033564864	-0.077093862254741	0.0103931088818818	0.0460134994795858	56.2633019992394	0.0592222075592248	1	0.0474400635491604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	5	-0.26342999067904	-0.464531259882414	-0.062328721475666	0.0102455675138453	0.0171212690259902	32.5348535172215	0.199290287008912	0.8	0.0474400635491604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora	Harryflintia acetispora	5	0.263384264372387	0.0619230488114565	0.464845479933318	0.0103952330486208	0.0173171230268757	32.7896542059573	0.210081079512692	1	0.0474400635491604
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	Parabacteroides distasonis	5	0.216430291631254	0.0518703614186894	0.38099022184382	0.00994437890079188	0	0	0.617275928277736	1	0.0474400635491604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180	Eubacterium sp CAG 180	5	0.2141448596068	0.0495800995059346	0.378709619707666	0.0107580166542587	0	0	0.57462966168637	1	0.0482189675039093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242	Clostridium sp CAG 242	5	0.211311697561274	0.0467877428066769	0.375835652315872	0.0118243469272284	0	0	0.661380219790231	1	0.0520686154163918
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum	Mogibacterium diversum	5	0.276691424190356	0.0576082116195263	0.495774636761186	0.0133109751812722	0.0268706868941114	43.0362927093622	0.135066104830887	0.8	0.057604392594816
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paragasseri	Lactobacillus paragasseri	5	0.204784024120701	0.040307369402852	0.369260678838549	0.0146758273502709	0	0	0.713391935688505	1	0.0624344519477626
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138	Lachnoclostridium sp An138	5	0.215773850804034	0.0413119473369454	0.390235754271123	0.0153473779405772	0.00428094627080532	10.7965492764706	0.315571422586729	0.8	0.0642031977180812
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247	Actinomyces sp HPA0247	5	0.199749148615642	0.035193823456777	0.364304473774507	0.0173528032830968	0	0	0.477514117258642	0.8	0.0714025184271687
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	Bacteroides nordii	5	0.342500476667922	0.0568137226629503	0.628187230672894	0.0187867042145523	0.0702453030700295	66.1876276579212	0.016236901413607	0.8	0.0760558509331071
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	Veillonella parvula	5	0.196152648868585	0.0316251478259	0.360680149911269	0.019454562244962	0	0	0.503440998253248	0.8	0.0775094464045312
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	Alistipes finegoldii	5	0.283494934412934	0.0444661374462525	0.522523731379615	0.0200948098399138	0.0386490466864701	52.0336936645199	0.0807104639611135	1	0.078809332340912
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	Roseburia faecis	5	-0.19977269976891	-0.369810643743197	-0.0297347557946226	0.021295422562386	0.00235238162372769	6.24511397464624	0.369844490995045	0.8	0.0809871373205893
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_methylpentosum	Clostridium methylpentosum	5	0.193527285078726	0.0289657969549662	0.358088773202486	0.021169201379979	0	0	0.414957703592836	0.8	0.0809871373205893
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	Butyricimonas virosa	5	0.328751909239447	0.047748291727716	0.609755526751179	0.0218478805899143	0.066805099102077	65.0893579677612	0.0258312173646099	1	0.0818480302696791
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94	Firmicutes bacterium CAG 94	5	0.183273147359923	0.0188217169703886	0.347724577749458	0.0289413232292596	0	0	0.562672975062954	0.8	0.106827531331532
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274	Eubacterium sp CAG 274	5	-0.182678231298494	-0.347085242758701	-0.0182712198382871	0.0294222144907301	0	0	0.667275602989788	0.8	0.107028635321352
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	Methanobrevibacter smithii	5	0.235422276407707	0.0214376842604777	0.449406868554937	0.0310587131798876	0.0240762410724744	40.4287063293762	0.143546780355458	1	0.111367671545026
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	5	-0.273386246803619	-0.522531542342849	-0.0242409512643876	0.0315029264537196	0.0451064062578563	55.8693578600062	0.0602868983882517	0.8	0.111369500561741
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	Erysipelatoclostridium ramosum	5	0.313451390951499	0.0250976939849534	0.601805087918044	0.0331258126341264	0.0723521321407252	66.8866784022177	0.0163672331114377	0.8	0.115480263488413
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis	Tyzzerella nexilis	5	0.177442795173842	0.0129751707836876	0.341910419563997	0.0344649616771449	0	0	0.470248433853935	1	0.118502813437854
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	Eubacterium ventriosum	5	-0.298164447759558	-0.57704861727263	-0.0192802782464857	0.0361298158385421	0.0654073361575816	64.6539956623099	0.0241733350146161	0.8	0.122548429398298
