Label	Command	ReturnCode	StartedUTC	EndedUTC	Stdout	Stderr	ResourceLog
antismash-salinispora-full	/workspace/miniconda3/envs/antismash8/bin/antismash --taxon bacteria --cpus 32 --databases /workspace/databases/antismash8 --output-dir /workspace/wechat/Metagenome/work/article40/antismash/salinispora-full --output-basename salinispora-full --genefinding-tool prodigal --minimal --cc-mibig --cb-knownclusters --no-enable-html --no-zip-output --no-region-gbks /workspace/wechat/Metagenome/work/article40/inputs/salinispora-full.fna	0	2026-07-28T14:39:28.682994+00:00	2026-07-28T14:41:02.662308+00:00	/workspace/wechat/Metagenome/work/article40/logs/antismash-salinispora-full.stdout.log	/workspace/wechat/Metagenome/work/article40/logs/antismash-salinispora-full.stderr.log	/workspace/wechat/Metagenome/work/article40/logs/antismash-salinispora-full.time.txt
gecco-salinispora-full	/workspace/miniconda3/envs/metagenome-bgc-gecco-2026.07/bin/gecco run --genome /workspace/wechat/Metagenome/work/article40/inputs/salinispora-full.fna --jobs 32 --threshold 0.8 --cds 3 --output-dir /workspace/wechat/Metagenome/work/article40/gecco/salinispora-full --force-tsv --merge-gbk	0	2026-07-28T14:41:02.662525+00:00	2026-07-28T14:41:23.786340+00:00	/workspace/wechat/Metagenome/work/article40/logs/gecco-salinispora-full.stdout.log	/workspace/wechat/Metagenome/work/article40/logs/gecco-salinispora-full.stderr.log	/workspace/wechat/Metagenome/work/article40/logs/gecco-salinispora-full.time.txt
antismash-salinispora-fragmented	/workspace/miniconda3/envs/antismash8/bin/antismash --taxon bacteria --cpus 32 --databases /workspace/databases/antismash8 --output-dir /workspace/wechat/Metagenome/work/article40/antismash/salinispora-fragmented --output-basename salinispora-fragmented --genefinding-tool prodigal-m --minimal --cc-mibig --cb-knownclusters --no-enable-html --no-zip-output --no-region-gbks /workspace/wechat/Metagenome/work/article40/inputs/salinispora-fragmented.fna	0	2026-07-28T14:41:23.786506+00:00	2026-07-28T14:49:13.648389+00:00	/workspace/wechat/Metagenome/work/article40/logs/antismash-salinispora-fragmented.stdout.log	/workspace/wechat/Metagenome/work/article40/logs/antismash-salinispora-fragmented.stderr.log	/workspace/wechat/Metagenome/work/article40/logs/antismash-salinispora-fragmented.time.txt
gecco-salinispora-fragmented	/workspace/miniconda3/envs/metagenome-bgc-gecco-2026.07/bin/gecco run --genome /workspace/wechat/Metagenome/work/article40/inputs/salinispora-fragmented.fna --jobs 32 --threshold 0.8 --cds 3 --output-dir /workspace/wechat/Metagenome/work/article40/gecco/salinispora-fragmented --force-tsv --merge-gbk	0	2026-07-28T14:49:13.648677+00:00	2026-07-28T14:49:25.216360+00:00	/workspace/wechat/Metagenome/work/article40/logs/gecco-salinispora-fragmented.stdout.log	/workspace/wechat/Metagenome/work/article40/logs/gecco-salinispora-fragmented.stderr.log	/workspace/wechat/Metagenome/work/article40/logs/gecco-salinispora-fragmented.time.txt
antismash-nostoc	/workspace/miniconda3/envs/antismash8/bin/antismash --taxon bacteria --cpus 32 --databases /workspace/databases/antismash8 --output-dir /workspace/wechat/Metagenome/work/article40/antismash/nostoc --output-basename nostoc --genefinding-tool prodigal --minimal --cc-mibig --cb-knownclusters --no-enable-html --no-zip-output --no-region-gbks /workspace/wechat/Metagenome/work/article40/inputs/nostoc.fna	0	2026-07-28T14:49:25.216511+00:00	2026-07-28T14:50:45.982975+00:00	/workspace/wechat/Metagenome/work/article40/logs/antismash-nostoc.stdout.log	/workspace/wechat/Metagenome/work/article40/logs/antismash-nostoc.stderr.log	/workspace/wechat/Metagenome/work/article40/logs/antismash-nostoc.time.txt
gecco-nostoc	/workspace/miniconda3/envs/metagenome-bgc-gecco-2026.07/bin/gecco run --genome /workspace/wechat/Metagenome/work/article40/inputs/nostoc.fna --jobs 32 --threshold 0.8 --cds 3 --output-dir /workspace/wechat/Metagenome/work/article40/gecco/nostoc --force-tsv --merge-gbk	0	2026-07-28T14:50:45.983193+00:00	2026-07-28T14:51:13.510233+00:00	/workspace/wechat/Metagenome/work/article40/logs/gecco-nostoc.stdout.log	/workspace/wechat/Metagenome/work/article40/logs/gecco-nostoc.stderr.log	/workspace/wechat/Metagenome/work/article40/logs/gecco-nostoc.time.txt
antismash-coassembly-ge20kb	/workspace/miniconda3/envs/antismash8/bin/antismash --taxon bacteria --cpus 32 --databases /workspace/databases/antismash8 --output-dir /workspace/wechat/Metagenome/work/article40/antismash/coassembly-ge20kb --output-basename coassembly-ge20kb --genefinding-tool prodigal-m --minimal --cc-mibig --cb-knownclusters --no-enable-html --no-zip-output --no-region-gbks /workspace/wechat/Metagenome/work/article40/inputs/coassembly-ge20kb.fna	0	2026-07-28T14:51:13.510486+00:00	2026-07-28T15:13:39.200655+00:00	/workspace/wechat/Metagenome/work/article40/logs/antismash-coassembly-ge20kb.stdout.log	/workspace/wechat/Metagenome/work/article40/logs/antismash-coassembly-ge20kb.stderr.log	/workspace/wechat/Metagenome/work/article40/logs/antismash-coassembly-ge20kb.time.txt
gecco-coassembly-ge20kb	/workspace/miniconda3/envs/metagenome-bgc-gecco-2026.07/bin/gecco run --genome /workspace/wechat/Metagenome/work/article40/inputs/coassembly-ge20kb.fna --jobs 32 --threshold 0.8 --cds 3 --output-dir /workspace/wechat/Metagenome/work/article40/gecco/coassembly-ge20kb --force-tsv --merge-gbk	0	2026-07-28T15:13:39.200868+00:00	2026-07-28T15:14:31.134030+00:00	/workspace/wechat/Metagenome/work/article40/logs/gecco-coassembly-ge20kb.stdout.log	/workspace/wechat/Metagenome/work/article40/logs/gecco-coassembly-ge20kb.stderr.log	/workspace/wechat/Metagenome/work/article40/logs/gecco-coassembly-ge20kb.time.txt
