Label	WallSeconds	PeakRAMGiB	ExitStatus	Command	MeasurementStatus
binette-refinement	540.69	8.849	0	/workspace/miniconda3/envs/metagenome-mag-qc-2026.07/bin/binette -b /workspace/wechat/Metagenome/work/article43/tables/metabat2-mock1-only.contig2bin.tsv /workspace/wechat/Metagenome/work/article43/tables/metabat2-multisample.contig2bin.tsv /workspace/wechat/Metagenome/work/article43/tables/semibin2-self-supervised.contig2bin.tsv /workspace/wechat/Metagenome/work/article43/tables/taxvamb-kraken2.contig2bin.tsv /workspace/wechat/Metagenome/work/article43/tables/vamb-taxonomy-free.contig2bin.tsv -c /workspace/wechat/Metagenome/work/article43/inputs/megahit-coassembly.ge1500.fna -p /workspace/wechat/Metagenome/work/article43/inputs/megahit-coassembly.ge1500.proteins.faa -o /workspace/wechat/Metagenome/work/article43/refinement/binette --prefix article43 --threads 24 --min_completeness 40 --max_contamination 10 --min_length 200000 --contamination_weight 2.0 --checkm2_db /workspace/databases/metagenome-mag-qc/checkm2-v1.1.0/CheckM2_database/uniref100.KO.1.dmnd --no-progress	GNU time exact
checkm2-refined-bins	648.02	9.82	0	/workspace/miniconda3/envs/metagenome-mag-qc-2026.07/bin/checkm2 predict --input /workspace/wechat/Metagenome/work/article43/qc/all-refined --output-directory /workspace/wechat/Metagenome/work/article43/qc/checkm2 --extension .fna --threads 24 --database_path /workspace/databases/metagenome-mag-qc/checkm2-v1.1.0/CheckM2_database/uniref100.KO.1.dmnd --tmpdir /workspace/wechat/Metagenome/work/article43/tmp/checkm2 --remove_intermediates	GNU time exact
dastool-refinement	32.95	0.427	0	/workspace/miniconda3/envs/metagenome-assembly-2026.07/bin/DAS_Tool -i /workspace/wechat/Metagenome/work/article43/tables/metabat2-mock1-only.contig2bin.tsv,/workspace/wechat/Metagenome/work/article43/tables/metabat2-multisample.contig2bin.tsv,/workspace/wechat/Metagenome/work/article43/tables/semibin2-self-supervised.contig2bin.tsv,/workspace/wechat/Metagenome/work/article43/tables/taxvamb-kraken2.contig2bin.tsv,/workspace/wechat/Metagenome/work/article43/tables/vamb-taxonomy-free.contig2bin.tsv -l metabat2-mock1-only,metabat2-multisample,semibin2-self-supervised,taxvamb-kraken2,vamb-taxonomy-free -c /workspace/wechat/Metagenome/work/article43/inputs/megahit-coassembly.ge1500.fna -p /workspace/wechat/Metagenome/work/article43/inputs/megahit-coassembly.ge1500.proteins.faa -o /workspace/wechat/Metagenome/work/article43/refinement/dastool/article43 -t 24 --score_threshold 0.5 --duplicate_penalty 0.6 --megabin_penalty 0.5 --write_bin_evals --write_bins	GNU time exact
gunc-refined-bins	1681.44	8.839	0	/workspace/miniconda3/envs/metagenome-gunc-2026.07/bin/gunc run --input_dir /workspace/wechat/Metagenome/work/article43/qc/all-refined --file_suffix .fna --db_file /workspace/databases/metagenome-mag-qc/gunc-progenomes2.1/gunc_db_progenomes2.1.dmnd --threads 24 --out_dir /workspace/wechat/Metagenome/work/article43/qc/gunc --temp_dir /workspace/wechat/Metagenome/work/article43/tmp/gunc --contig_taxonomy_output	GNU time exact
prodigal-shared-proteins	1100.6	0.058	0	/workspace/miniconda3/envs/metagenome-assembly-2026.07/bin/prodigal -i /workspace/wechat/Metagenome/work/article43/inputs/megahit-coassembly.ge1500.fna -a /workspace/wechat/Metagenome/work/article43/inputs/megahit-coassembly.ge1500.proteins.faa -p meta -f gff -o /workspace/wechat/Metagenome/work/article43/inputs/megahit-coassembly.ge1500.genes.gff	GNU time exact
