Label	Command	ReturnCode	StartedUTC	EndedUTC	Stdout	Stderr	ResourceLog
prodigal-shared-proteins	${HOME}/miniconda3/envs/metagenome-assembly-2026.07/bin/prodigal -i ${ARTICLE43_WORK_DIR}/inputs/megahit-coassembly.ge1500.fna -a ${ARTICLE43_WORK_DIR}/inputs/megahit-coassembly.ge1500.proteins.faa -p meta -f gff -o ${ARTICLE43_WORK_DIR}/inputs/megahit-coassembly.ge1500.genes.gff	0	2026-07-29T06:39:52.201083+00:00	2026-07-29T06:58:12.804017+00:00	${ARTICLE43_WORK_DIR}/logs/prodigal-shared-proteins.stdout.log	${ARTICLE43_WORK_DIR}/logs/prodigal-shared-proteins.stderr.log	${ARTICLE43_WORK_DIR}/logs/prodigal-shared-proteins.time.txt
dastool-refinement	${HOME}/miniconda3/envs/metagenome-assembly-2026.07/bin/DAS_Tool -i ${ARTICLE43_WORK_DIR}/tables/metabat2-mock1-only.contig2bin.tsv,${ARTICLE43_WORK_DIR}/tables/metabat2-multisample.contig2bin.tsv,${ARTICLE43_WORK_DIR}/tables/semibin2-self-supervised.contig2bin.tsv,${ARTICLE43_WORK_DIR}/tables/taxvamb-kraken2.contig2bin.tsv,${ARTICLE43_WORK_DIR}/tables/vamb-taxonomy-free.contig2bin.tsv -l metabat2-mock1-only,metabat2-multisample,semibin2-self-supervised,taxvamb-kraken2,vamb-taxonomy-free -c ${ARTICLE43_WORK_DIR}/inputs/megahit-coassembly.ge1500.fna -p ${ARTICLE43_WORK_DIR}/inputs/megahit-coassembly.ge1500.proteins.faa -o ${ARTICLE43_WORK_DIR}/refinement/dastool/article43 -t 24 --score_threshold 0.5 --duplicate_penalty 0.6 --megabin_penalty 0.5 --write_bin_evals --write_bins	0	2026-07-29T06:58:12.806055+00:00	2026-07-29T06:58:45.766918+00:00	${ARTICLE43_WORK_DIR}/logs/dastool-refinement.stdout.log	${ARTICLE43_WORK_DIR}/logs/dastool-refinement.stderr.log	${ARTICLE43_WORK_DIR}/logs/dastool-refinement.time.txt
binette-refinement	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/binette -b ${ARTICLE43_WORK_DIR}/tables/metabat2-mock1-only.contig2bin.tsv ${ARTICLE43_WORK_DIR}/tables/metabat2-multisample.contig2bin.tsv ${ARTICLE43_WORK_DIR}/tables/semibin2-self-supervised.contig2bin.tsv ${ARTICLE43_WORK_DIR}/tables/taxvamb-kraken2.contig2bin.tsv ${ARTICLE43_WORK_DIR}/tables/vamb-taxonomy-free.contig2bin.tsv -c ${ARTICLE43_WORK_DIR}/inputs/megahit-coassembly.ge1500.fna -p ${ARTICLE43_WORK_DIR}/inputs/megahit-coassembly.ge1500.proteins.faa -o ${ARTICLE43_WORK_DIR}/refinement/binette --prefix article43 --threads 24 --min_completeness 40 --max_contamination 10 --min_length 200000 --contamination_weight 2.0 --checkm2_db ${HOME}/databases/metagenome-mag-qc/checkm2-v1.1.0/CheckM2_database/uniref100.KO.1.dmnd --no-progress	0	2026-07-29T06:58:45.769894+00:00	2026-07-29T07:07:46.464031+00:00	${ARTICLE43_WORK_DIR}/logs/binette-refinement.stdout.log	${ARTICLE43_WORK_DIR}/logs/binette-refinement.stderr.log	${ARTICLE43_WORK_DIR}/logs/binette-refinement.time.txt
checkm2-refined-bins	${HOME}/miniconda3/envs/metagenome-mag-qc-2026.07/bin/checkm2 predict --input ${ARTICLE43_WORK_DIR}/qc/all-refined --output-directory ${ARTICLE43_WORK_DIR}/qc/checkm2 --extension .fna --threads 24 --database_path ${HOME}/databases/metagenome-mag-qc/checkm2-v1.1.0/CheckM2_database/uniref100.KO.1.dmnd --tmpdir ${ARTICLE43_WORK_DIR}/tmp/checkm2 --remove_intermediates	0	2026-07-29T07:07:50.452978+00:00	2026-07-29T07:18:38.485703+00:00	${ARTICLE43_WORK_DIR}/logs/checkm2-refined-bins.stdout.log	${ARTICLE43_WORK_DIR}/logs/checkm2-refined-bins.stderr.log	${ARTICLE43_WORK_DIR}/logs/checkm2-refined-bins.time.txt
gunc-refined-bins	${HOME}/miniconda3/envs/metagenome-gunc-2026.07/bin/gunc run --input_dir ${ARTICLE43_WORK_DIR}/qc/all-refined --file_suffix .fna --db_file ${HOME}/databases/metagenome-mag-qc/gunc-progenomes2.1/gunc_db_progenomes2.1.dmnd --threads 24 --out_dir ${ARTICLE43_WORK_DIR}/qc/gunc --temp_dir ${ARTICLE43_WORK_DIR}/tmp/gunc --contig_taxonomy_output	0	2026-07-29T07:18:38.487796+00:00	2026-07-29T07:46:39.940807+00:00	${ARTICLE43_WORK_DIR}/logs/gunc-refined-bins.stdout.log	${ARTICLE43_WORK_DIR}/logs/gunc-refined-bins.stderr.log	${ARTICLE43_WORK_DIR}/logs/gunc-refined-bins.time.txt
