SelectedMethod	PrimaryCriterion	PrimaryValue	TieBreak1	TieBreak1Value	TieBreak2	MockTruthUsed	SelectedBins
Binette	Maximum number of CheckM2 completeness >=50%, contamination <10%, GUNC-pass bins	23	Maximum sum of CheckM2 completeness - 5*contamination among passing bins	2054.76	Binette if still tied	No	23
