ReferenceDefinition	ReferenceSamples	ReferenceSubjects	ScoreDefinition	ThresholdDefinition	DysbiosisThreshold
Control samples collected at week ≥20	207	26	Median Bray-Curtis distance to reference samples; self-distance excluded	90th percentile of all eligible control-sample scores	0.8323583208493152
