Metric	Estimate	Low	High
Accuracy	0.630769230769231	0.523076923076923	0.738461538461539
BalancedAccuracy	0.63498023715415	0.527865612648221	0.740793807641634
MacroF1	0.625394088006252	0.511909991713154	0.735876569251182
