taxon	sample_id	tolerance	reaction	flux	abundance	metabolite	direction	SubjectID	Compound	CompoundName	CommunityScaledFlux
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_inulin(e)	-0.0004913903526488	0.0115861920326061	inulin[e]	import	MV_FEM2	inulin	inulin	-5.693342988759029e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_k(e)	-6.284230400944494e-06	0.0115861920326061	k[e]	import	MV_FEM2	k	k	-7.281030020248414e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_lys_L(e)	-0.0005497276417007	0.0115861920326061	lys_L[e]	import	MV_FEM2	lys_L	lys L	-6.3692500223759915e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_met_L(e)	-0.0002524136672603	0.0115861920326061	met_L[e]	import	MV_FEM2	met_L	met L	-2.9245132205321753e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_mg2(e)	-6.284230400944494e-06	0.0115861920326061	mg2[e]	import	MV_FEM2	mg2	mg2	-7.281030020248414e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_mn2(e)	-6.284230400944494e-06	0.0115861920326061	mn2[e]	import	MV_FEM2	mn2	mn2	-7.281030020248414e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_mqn8(e)	-1.1373311216178944e-05	0.0115861920326061	mqn8[e]	import	MV_FEM2	mqn8	mqn8	-1.3177336779724208e-07
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_nac(e)	-1.2568460801889178e-05	0.0115861920326061	nac[e]	import	MV_FEM2	nac	nac	-1.4562060040497048e-07
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_no2(e)	-0.000150998413108	0.0115861920326061	no2[e]	import	MV_FEM2	no2	no2	-1.7494966108880742e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_pac(e)	0.0005784236662474	0.0115861920326061	pac[e]	export	MV_FEM2	pac	pac	6.701727673346436e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_phe_L(e)	-0.0008760127604678	0.0115861920326061	phe_L[e]	import	MV_FEM2	phe_L	phe L	-1.01496520657933e-05
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_pheme(e)	-5.686655608089471e-06	0.0115861920326061	pheme[e]	import	MV_FEM2	pheme	pheme	-6.588668389862103e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_pro_L(e)	-0.0003550394974175	0.0115861920326061	pro_L[e]	import	MV_FEM2	pro_L	pro L	-4.113555796239113e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_ptrc(e)	-5.686655608089471e-06	0.0115861920326061	ptrc[e]	import	MV_FEM2	ptrc	ptrc	-6.588668389862103e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_pydx(e)	-6.284230400944494e-06	0.0115861920326061	pydx[e]	import	MV_FEM2	pydx	pydx	-7.281030020248414e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_q8(e)	-5.686655608089471e-06	0.0115861920326061	q8[e]	import	MV_FEM2	q8	q8	-6.588668389862103e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_ribflv(e)	-1.2568460801888989e-05	0.0115861920326061	ribflv[e]	import	MV_FEM2	ribflv	ribflv	-1.456206004049683e-07
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_ser_L(e)	-0.0002633835271107	0.0115861920326061	ser_L[e]	import	MV_FEM2	ser_L	ser L	-3.051612123329685e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_sheme(e)	-5.686655608089471e-06	0.0115861920326061	sheme[e]	import	MV_FEM2	sheme	sheme	-6.588668389862103e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_so4(e)	-6.284230400944494e-06	0.0115861920326061	so4[e]	import	MV_FEM2	so4	so4	-7.281030020248414e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_spmd(e)	-5.686655608089471e-06	0.0115861920326061	spmd[e]	import	MV_FEM2	spmd	spmd	-6.588668389862103e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_thm(e)	-5.686655608089471e-06	0.0115861920326061	thm[e]	import	MV_FEM2	thm	thm	-6.588668389862103e-08
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_thr_L(e)	-0.0007899792302385	0.0115861920326061	thr_L[e]	import	MV_FEM2	thr_L	thr L	-9.15285106331361e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_thymd(e)	-8.173209207754033e-05	0.0115861920326061	thymd[e]	import	MV_FEM2	thymd	thymd	-9.46963714037026e-07
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_trp_L(e)	-9.090606727606888e-05	0.0115861920326061	trp_L[e]	import	MV_FEM2	trp_L	trp L	-1.0532551523895436e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_ttdca(e)	-0.0005284552523668	0.0115861920326061	ttdca[e]	import	MV_FEM2	ttdca	ttdca	-6.122784034561065e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_tyr_L(e)	-0.0002318990242506	0.0115861920326061	tyr_L[e]	import	MV_FEM2	tyr_L	tyr L	-2.6868266271414303e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_val_L(e)	-0.0006909268811203	0.0115861920326061	val_L[e]	import	MV_FEM2	val_L	val L	-8.005211525149402e-06
Bacteroides_fragilis	MV_FEM2_t1Q14	1e-06	EX_zn2(e)	-6.284230400944494e-06	0.0115861920326061	zn2[e]	import	MV_FEM2	zn2	zn2	-7.281030020248414e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_26dap_M(e)	-5.202972733304136e-06	0.005937828154218	26dap_M[e]	import	MV_FEM2	26dap_M	26dap M	-3.089435798144188e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_2obut(e)	-5.818579449499761e-06	0.005937828154218	2obut[e]	import	MV_FEM2	2obut	2obut	-3.454972487279396e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_ac(e)	0.0001217634280369	0.005937828154218	ac[e]	export	MV_FEM2	ac	Acetate	7.230103111516022e-07
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_acgam(e)	-3.1666825869208627e-06	0.005937828154218	acgam[e]	import	MV_FEM2	acgam	acgam	-1.880321702009059e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_adn(e)	-5.064971495510453e-06	0.005937828154218	adn[e]	import	MV_FEM2	adn	adn	-3.007493034635362e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_arg_L(e)	-5.189405500206396e-06	0.005937828154218	arg_L[e]	import	MV_FEM2	arg_L	arg L	-3.081379808277929e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_asn_L(e)	-4.053125869274933e-06	0.005937828154218	asn_L[e]	import	MV_FEM2	asn_L	asn L	-2.4066764899170006e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_cytd(e)	-2.475267977908832e-06	0.005937828154218	cytd[e]	import	MV_FEM2	cytd	cytd	-1.4697715888461323e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_for(e)	0.0001349101201908	0.005937828154218	for[e]	export	MV_FEM2	for	Formate	8.010731099578665e-07
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_fru(e)	0.001611869216928	0.005937828154218	fru[e]	export	MV_FEM2	fru	D-fructose	9.5710024171924e-06
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_glu_L(e)	-1.4580477197166928e-05	0.005937828154218	glu_L[e]	import	MV_FEM2	glu_L	glu L	-8.657636800327134e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_glyc3p(e)	-1.872044255238317e-05	0.005937828154218	glyc3p[e]	import	MV_FEM2	glyc3p	glyc3p	-1.1115877084696147e-07
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_glyleu(e)	-1.018992195236027e-05	0.005937828154218	glyleu[e]	import	MV_FEM2	glyleu	glyleu	-6.050600545800886e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_h(e)	-0.0013373664947348	0.005937828154218	h[e]	import	MV_FEM2	h	h	-7.941052424944134e-06
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_inulin(e)	-5.702012239425946e-05	0.005937828154218	inulin[e]	import	MV_FEM2	inulin	inulin	-3.385756881095901e-07
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_lys_L(e)	-7.884894024941385e-06	0.005937828154218	lys_L[e]	import	MV_FEM2	lys_L	lys L	-4.6819145734322244e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_met_L(e)	-5.21264886663655e-06	0.005937828154218	met_L[e]	import	MV_FEM2	met_L	met L	-3.095181319836706e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_nh4(e)	1.029466616361643e-05	0.005937828154218	nh4[e]	export	MV_FEM2	nh4	Ammonium	6.112795858459704e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_no2(e)	-3.562870458272216e-05	0.005937828154218	no2[e]	import	MV_FEM2	no2	no2	-2.1155712516960355e-07
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_phe_L(e)	-4.286419801591474e-06	0.005937828154218	phe_L[e]	import	MV_FEM2	phe_L	phe L	-2.545202417868739e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_pro_L(e)	-4.188618081636695e-06	0.005937828154218	pro_L[e]	import	MV_FEM2	pro_L	pro L	-2.487129437240896e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_ser_L(e)	-8.639399346004397e-06	0.005937828154218	ser_L[e]	import	MV_FEM2	ser_L	ser L	-5.129926867223749e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_succ(e)	1.5403806916600867e-05	0.005937828154218	succ[e]	export	MV_FEM2	succ	Succinate	9.14651583915306e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_trp_L(e)	-1.3220867688202604e-06	0.005937828154218	trp_L[e]	import	MV_FEM2	trp_L	trp L	-7.850324038220047e-09
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_ttdca(e)	-6.729446547300809e-06	0.005937828154218	ttdca[e]	import	MV_FEM2	ttdca	ttdca	-3.995829717086786e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_val_L(e)	-8.386627601659592e-06	0.005937828154218	val_L[e]	import	MV_FEM2	val_L	val L	-4.979835349207611e-08
Bacteroides_ovatus	MV_FEM2_t1Q14	1e-06	EX_xyl_D(e)	7.139262246556851e-05	0.005937828154218	xyl_D[e]	export	MV_FEM2	xyl_D	xyl D	4.239171236795092e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_12dgr180(e)	-9.05109842513636e-06	0.0126737220185647	12dgr180[e]	import	MV_FEM2	12dgr180	12dgr180	-1.1471110540284696e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_26dap_M(e)	-1.3275826232278503e-06	0.0126737220185647	26dap_M[e]	import	MV_FEM2	26dap_M	26dap M	-1.682541312346669e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_ac(e)	0.0007417281481456	0.0126737220185647	ac[e]	export	MV_FEM2	ac	Acetate	9.40045636294211e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_adn(e)	-3.184553416576131e-05	0.0126737220185647	adn[e]	import	MV_FEM2	adn	adn	-4.0360144754956355e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_arg_L(e)	-5.940274126243112e-05	0.0126737220185647	arg_L[e]	import	MV_FEM2	arg_L	arg L	-7.528538299007751e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_asn_L(e)	-4.595736189237112e-05	0.0126737220185647	asn_L[e]	import	MV_FEM2	asn_L	asn L	-5.824508293304901e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_ca2(e)	-2.3208284763571585e-06	0.0126737220185647	ca2[e]	import	MV_FEM2	ca2	ca2	-2.9413534962119683e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_cl(e)	-2.3208284763571585e-06	0.0126737220185647	cl[e]	import	MV_FEM2	cl	cl	-2.9413534962119683e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_cobalt2(e)	-2.3208284763571585e-06	0.0126737220185647	cobalt2[e]	import	MV_FEM2	cobalt2	cobalt2	-2.9413534962119683e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_cu2(e)	-2.3208284763571585e-06	0.0126737220185647	cu2[e]	import	MV_FEM2	cu2	cu2	-2.9413534962119683e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_cys_L(e)	-2.4346925872599584e-05	0.0126737220185647	cys_L[e]	import	MV_FEM2	cys_L	cys L	-3.085661705159279e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_cytd(e)	-1.0686620113571748e-05	0.0126737220185647	cytd[e]	import	MV_FEM2	cytd	cytd	-1.3543925263741065e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_dcyt(e)	-3.665199524590001e-06	0.0126737220185647	dcyt[e]	import	MV_FEM2	dcyt	dcyt	-4.6451719917229166e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_dgsn(e)	-2.096093712124832e-05	0.0126737220185647	dgsn[e]	import	MV_FEM2	dgsn	dgsn	-2.65653090323315e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_fe3(e)	-4.641656952714317e-06	0.0126737220185647	fe3[e]	import	MV_FEM2	fe3	fe3	-5.8827069924239365e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_fol(e)	-6.276537436915994e-06	0.0126737220185647	fol[e]	import	MV_FEM2	fol	fol	-7.954709071458788e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_for(e)	0.0007363094482814	0.0126737220185647	for[e]	export	MV_FEM2	for	Formate	9.331781267161206e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_fru(e)	0.0237548991194412	0.0126737220185647	fru[e]	export	MV_FEM2	fru	D-fructose	0.0003010629880188451
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_gln_L(e)	-7.706528281525011e-05	0.0126737220185647	gln_L[e]	import	MV_FEM2	gln_L	gln L	-9.76703971682551e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_glyc(e)	6.78832381885227e-06	0.0126737220185647	glyc[e]	export	MV_FEM2	glyc	glyc	8.603332905213522e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_glyc3p(e)	-0.0001976597895653	0.0126737220185647	glyc3p[e]	import	MV_FEM2	glyc3p	glyc3p	-2.505085227198608e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_gthox(e)	-1.0460895728193323e-06	0.0126737220185647	gthox[e]	import	MV_FEM2	gthox	gthox	-1.3257848452431313e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_h(e)	-0.0201645599028447	0.0126737220185647	h[e]	import	MV_FEM2	h	h	-0.00025556002683534975
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_his_L(e)	-0.0001011109656686	0.0126737220185647	his_L[e]	import	MV_FEM2	his_L	his L	-1.2814522719124753e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_hxan(e)	1.0918194389630402e-05	0.0126737220185647	hxan[e]	export	MV_FEM2	hxan	hxan	1.383741606388284e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_ile_L(e)	-9.763553039066376e-05	0.0126737220185647	ile_L[e]	import	MV_FEM2	ile_L	ile L	-1.2374055713063983e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_indole(e)	-1.597509110507274e-05	0.0126737220185647	indole[e]	import	MV_FEM2	indole	indole	-2.0246386388693748e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_ins(e)	-1.0918194389630402e-05	0.0126737220185647	ins[e]	import	MV_FEM2	ins	ins	-1.383741606388284e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_inulin(e)	-0.0008125751918798	0.0126737220185647	inulin[e]	import	MV_FEM2	inulin	inulin	-1.0298352101066457e-05
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_k(e)	-2.3208284763571585e-06	0.0126737220185647	k[e]	import	MV_FEM2	k	k	-2.9413534962119683e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_leu_L(e)	-0.0001225042998896	0.0126737220185647	leu_L[e]	import	MV_FEM2	leu_L	leu L	-1.5525854428796766e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_lys_L(e)	-9.506365142563324e-05	0.0126737220185647	lys_L[e]	import	MV_FEM2	lys_L	lys L	-1.2048102922382074e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_met_L(e)	-3.660153920681543e-05	0.0126737220185647	met_L[e]	import	MV_FEM2	met_L	met L	-4.6387773335877587e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_mg2(e)	-2.3208284763571585e-06	0.0126737220185647	mg2[e]	import	MV_FEM2	mg2	mg2	-2.9413534962119683e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_mn2(e)	-2.3208284763571585e-06	0.0126737220185647	mn2[e]	import	MV_FEM2	mn2	mn2	-2.9413534962119683e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_mqn8(e)	-4.18435829127733e-06	0.0126737220185647	mqn8[e]	import	MV_FEM2	mqn8	mqn8	-5.3031393809725265e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_nac(e)	-4.641656952714408e-06	0.0126737220185647	nac[e]	import	MV_FEM2	nac	nac	-5.882706992424053e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_o2(e)	-0.0003627330850578	0.0126737220185647	o2[e]	import	MV_FEM2	o2	Oxygen	-4.597178286958942e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_orn(e)	-2.092179145638665e-06	0.0126737220185647	orn[e]	import	MV_FEM2	orn	orn	-2.6515696904862633e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_phe_L(e)	-5.1714146204337496e-05	0.0126737220185647	phe_L[e]	import	MV_FEM2	phe_L	phe L	-6.554107134211862e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_pheme(e)	-2.092179145638665e-06	0.0126737220185647	pheme[e]	import	MV_FEM2	pheme	pheme	-2.6515696904862633e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_pnto_R(e)	-4.641656952714341e-06	0.0126737220185647	pnto_R[e]	import	MV_FEM2	pnto_R	pnto R	-5.882706992423967e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_pro_L(e)	-4.874030538160114e-05	0.0126737220185647	pro_L[e]	import	MV_FEM2	pro_L	pro L	-6.17721081506366e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_pydx5p(e)	-2.3208284763571585e-06	0.0126737220185647	pydx5p[e]	import	MV_FEM2	pydx5p	pydx5p	-2.9413534962119683e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_ribflv(e)	-4.641656952714317e-06	0.0126737220185647	ribflv[e]	import	MV_FEM2	ribflv	ribflv	-5.8827069924239365e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_ser_L(e)	-3.699376588608665e-06	0.0126737220185647	ser_L[e]	import	MV_FEM2	ser_L	ser L	-4.688487052601241e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_sheme(e)	-2.092179145638665e-06	0.0126737220185647	sheme[e]	import	MV_FEM2	sheme	sheme	-2.6515696904862633e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_so4(e)	-2.3208284763571585e-06	0.0126737220185647	so4[e]	import	MV_FEM2	so4	so4	-2.9413534962119683e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_spmd(e)	-2.092179145638665e-06	0.0126737220185647	spmd[e]	import	MV_FEM2	spmd	spmd	-2.6515696904862633e-08
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_succ(e)	9.27732940577727e-05	0.0126737220185647	succ[e]	export	MV_FEM2	succ	Succinate	1.1757829396347714e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_thr_L(e)	-0.0002501981467186	0.0126737220185647	thr_L[e]	import	MV_FEM2	thr_L	thr L	-3.170941761071602e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_thymd(e)	-1.1435599360262882e-05	0.0126737220185647	thymd[e]	import	MV_FEM2	thymd	thymd	-1.449316074076481e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_ttdca(e)	-8.135488058130587e-05	0.0126737220185647	ttdca[e]	import	MV_FEM2	ttdca	ttdca	-1.0310691413409978e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_tyr_L(e)	-3.5282842678789905e-05	0.0126737220185647	tyr_L[e]	import	MV_FEM2	tyr_L	tyr L	-4.47164940135734e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_uri(e)	-1.1544457686332932e-05	0.0126737220185647	uri[e]	import	MV_FEM2	uri	uri	-1.4631124757166618e-07
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_val_L(e)	-9.2541317931118e-05	0.0126737220185647	val_L[e]	import	MV_FEM2	val_L	val L	-1.1728429386906066e-06
Bacteroides_stercoris	MV_FEM2_t1Q14	1e-06	EX_zn2(e)	-2.3208284763571585e-06	0.0126737220185647	zn2[e]	import	MV_FEM2	zn2	zn2	-2.9413534962119683e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_12dgr180(e)	-3.709636332308861e-06	0.0051322751464233	12dgr180[e]	import	MV_FEM2	12dgr180	12dgr180	-1.9038874350577655e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_26dap_M(e)	-4.431418185352855e-05	0.0051322751464233	26dap_M[e]	import	MV_FEM2	26dap_M	26dap M	-2.27432574160947e-07
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_ac(e)	0.0004945368137026	0.0051322751464233	ac[e]	export	MV_FEM2	ac	Acetate	2.538098997957224e-06
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_acgam(e)	-1.4152801263910944e-05	0.0051322751464233	acgam[e]	import	MV_FEM2	acgam	acgam	-7.26360701790384e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_adn(e)	-1.2868616554653216e-05	0.0051322751464233	adn[e]	import	MV_FEM2	adn	adn	-6.604528091229814e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_arg_L(e)	-2.3723258672853543e-05	0.0051322751464233	arg_L[e]	import	MV_FEM2	arg_L	arg L	-1.2175429087885723e-07
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_asn_L(e)	-1.843701056475296e-05	0.0051322751464233	asn_L[e]	import	MV_FEM2	asn_L	asn L	-9.462381109582542e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_cgly(e)	-4.681153532915946e-06	0.0051322751464233	cgly[e]	import	MV_FEM2	cgly	cgly	-2.4024967933576134e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_cytd(e)	-4.566220682935864e-06	0.0051322751464233	cytd[e]	import	MV_FEM2	cytd	cytd	-2.343510092411576e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_dcyt(e)	-1.3770803154659735e-06	0.0051322751464233	dcyt[e]	import	MV_FEM2	dcyt	dcyt	-7.067555077694773e-09
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_dextran40(e)	-7.81418405177574e-06	0.0051322751464233	dextran40[e]	import	MV_FEM2	dextran40	dextran40	-4.010454259850595e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_dgsn(e)	-1.2874941872973616e-05	0.0051322751464233	dgsn[e]	import	MV_FEM2	dgsn	dgsn	-6.607774418630714e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_fe3(e)	-2.528006719622634e-06	0.0051322751464233	fe3[e]	import	MV_FEM2	fe3	fe3	-1.297442605711034e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_for(e)	0.0005817566107876	0.0051322751464233	for[e]	export	MV_FEM2	for	Formate	2.9857349948126525e-06
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_fru(e)	0.008117615757177	0.0051322751464233	fru[e]	export	MV_FEM2	fru	D-fructose	4.166183759877367e-05
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_glyleu(e)	-6.528222679672859e-05	0.0051322751464233	glyleu[e]	import	MV_FEM2	glyleu	glyleu	-3.350463500920193e-07
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_h(e)	-0.0069837125791512	0.0051322751464233	h[e]	import	MV_FEM2	h	h	-3.5842334499741464e-05
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_his_L(e)	-9.525614236191936e-06	0.0051322751464233	his_L[e]	import	MV_FEM2	his_L	his L	-4.888807319882384e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_inulin(e)	-0.0002859192363477	0.0051322751464233	inulin[e]	import	MV_FEM2	inulin	inulin	-1.4674161905916303e-06
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_leu_L(e)	1.6655181940738207e-05	0.0051322751464233	leu_L[e]	export	MV_FEM2	leu_L	leu L	8.547897633360889e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_lys_L(e)	-3.705053046814523e-05	0.0051322751464233	lys_L[e]	import	MV_FEM2	lys_L	lys L	-1.9015351668346103e-07
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_malt(e)	0.000312567362071	0.0051322751464233	malt[e]	export	MV_FEM2	malt	malt	1.6041817039400861e-06
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_met_L(e)	-1.9342259414422224e-05	0.0051322751464233	met_L[e]	import	MV_FEM2	met_L	met L	-9.926979726831127e-08
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_mqn8(e)	-1.5852883099665397e-06	0.0051322751464233	mqn8[e]	import	MV_FEM2	mqn8	mqn8	-8.136135793156668e-09
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_nac(e)	-1.7353625646393588e-06	0.0051322751464233	nac[e]	import	MV_FEM2	nac	nac	-8.90635816053198e-09
Bacteroides_thetaiotaomicron	MV_FEM2_t1Q14	1e-06	EX_nh4(e)	0.0001199506451748	0.0051322751464233	nh4[e]	export	MV_FEM2	nh4	Ammonium	6.156197150280659e-07
